"","round","female","migrant","age","education","polint","prof_training","employment","east","party_pref","internal_effic_ind","external_effic_ind","risk_aversion_ind","csp","active_sport","active_music","active_union","active_environment","active_social","active_religion","active_political","active_other","treatment","wtr_cand","wtr_engage","information","perception_risk_1","perception_risk_2","perception_envir_ind","wtr_ind_full","wtr_ind_reduc","wtr_ind_friend","wtr_work_bt","traits_1","traits_2","traits_3","traits_4","traits_5","traits_6","traits_7","third_round"
"648",1,0,0,57,1,5,2,"Angestellt oder selbstständig",0,"SPD",2.25,2.75,3.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,3,1,1,1,2.5,2.75,2.5,3,3,3,1,4,6,5,7,2,0
"649",1,0,0,32,2,5,2,"Angestellt oder selbstständig",1,"FDP",3,2.75,1.5,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,3,3,3.25,1,1,1,1,3,2,5,7,4,6,1,0
"651",1,1,0,47,1,5,2,"Angestellt oder selbstständig",1,"AfD",3.5,2.5,3,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,1,1,2.5,1,1,1,1,1,3,5,6,4,7,2,0
"652",1,1,0,21,1,6,1,"Angestellt oder selbstständig",0,"Gruene",1.5,2.5,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,1,1,3.5,2.5,1,4,2,3,2,5,7,1,6,4,0
"653",1,1,1,33,3,7,3,"Angestellt oder selbstständig",0,"AfD",4.75,1.25,3.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,2,2,4,1.5,1,2,3,4,2,5,6,3,7,1,0
"656",1,0,0,32,2,7,2,"Angestellt oder selbstständig",0,"Gruene",4.75,5,1.75,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,5,5,0,2,2,3,4.5,5,4,4,5,1,3,4,6,7,2,0
"657",1,0,0,59,2,6,2,"im Ruhestand",1,"Gruene",2.25,3.5,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,0,1,1,3,1,1,1,1,2,1,4,5,6,7,3,0
"658",1,0,0,59,3,6,3,"im Ruhestand",0,"Gruene",3.25,3,2.75,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,2,3,0,3,3,3.25,3,2.5,3.5,3,5,3,1,6,2,7,4,0
"661",1,0,0,53,2,5,1,"Angestellt oder selbstständig",0,"Gruene",2.75,3.75,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,2,1,1,1,2.5,2.25,1.5,3,1,5,1,2,6,3,7,4,0
"662",1,0,0,68,1,6,2,"Angestellt oder selbstständig",0,"CDU/CSU",3,2.5,2.25,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,1,1,2.25,1,1,1,1,5,1,3,6,4,7,2,0
"663",1,1,0,49,3,7,3,"Angestellt oder selbstständig",0,"CDU/CSU",5,5,2,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,5,5,1,5,5,3,5,5,5,5,4,1,2,3,5,6,7,0
"664",1,1,0,78,1,7,2,"im Ruhestand",0,"SPD",2.5,2.5,3.75,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,2,0,3,3,3,1.5,1.5,1.5,1,2,1,5,6,4,7,3,0
"666",1,0,0,52,2,6,2,"Angestellt oder selbstständig",0,"SPD",2.5,2,4.5,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,1,1,1,1,3.5,1,1,1,1,2,1,4,5,6,7,3,0
"667",1,0,0,34,3,5,3,"Angestellt oder selbstständig",0,"Gruene",2.5,3,4,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,1,1,2.25,1.5,1,2,1,4,1,2,5,6,7,3,0
"668",1,1,0,71,1,5,2,"im Ruhestand",0,"SPD",1.5,2.75,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,1,1,3.25,1.5,1,2,3,2,4,5,6,3,7,1,0
"669",1,0,0,38,2,5,2,"Angestellt oder selbstständig",0,"Other",2.25,2.75,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,0,2,1,2.5,1,1,1,1,5,6,1,4,7,2,3,0
"672",1,0,0,71,2,7,2,"im Ruhestand",0,"SPD",4.75,4.25,2.5,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,5,5,0,1,1,2.75,5,5,5,4,1,2,3,4,5,6,7,0
"673",1,0,0,68,3,5,3,"im Ruhestand",1,"SPD",3,2.25,3.75,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,3,0,1,1,4.75,3,2,4,1,4,1,5,6,3,7,2,0
"678",1,0,0,31,3,5,3,"Angestellt oder selbstständig",0,"FDP",4.75,4.75,2.25,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,5,5,0,1,1,1.75,4.75,5,4.5,5,1,2,3,4,5,6,7,0
"680",1,0,1,33,1,5,2,"Angestellt oder selbstständig",0,"SPD",1.75,2.5,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,1,1,3,1,1,1,1,1,2,3,5,6,7,4,0
"682",1,0,0,28,1,5,1,"Arbeitssuchend",0,"Gruene",2,2.25,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,1,1,1,2,2.75,1.5,1.5,1.5,2,4,2,1,7,5,6,3,0
"685",1,1,0,71,1,5,2,"im Ruhestand",1,"Other",2,2.5,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,1,1,2,1.5,1,2,1,3,1,4,6,5,7,2,0
"686",1,1,0,25,2,6,2,"Angestellt oder selbstständig",0,"CDU/CSU",4,3.25,2.25,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,3,1,2,1,3,3.25,2.5,4,3,1,5,7,3,4,6,2,0
"687",1,1,0,33,3,5,3,"Angestellt oder selbstständig",0,"CDU/CSU",2.25,3,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,1,1,2.75,1,1,1,1,4,1,5,7,6,3,2,0
"689",1,0,0,34,2,7,2,"Angestellt oder selbstständig",0,"FDP",4,2.75,2.25,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,4,1,3,3,3.25,3.25,3.5,3,2,4,6,1,7,2,3,5,0
"690",1,1,0,45,1,6,2,"Angestellt oder selbstständig",0,"CDU/CSU",2.25,1.75,4.25,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,2,0,1,1,3,1.75,1.5,2,1,4,1,5,6,3,7,2,0
"694",1,0,0,48,1,7,2,"Schüler/in oder Student/in",1,"AfD",3,1.5,3.25,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,3,3,4,1,1,1,1,1,2,4,5,3,6,7,0
"695",1,1,0,74,3,7,3,"Angestellt oder selbstständig",1,"CDU/CSU",2.75,2.5,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,1,1,3.25,2.5,1,4,1,1,3,4,5,6,7,2,0
"697",1,0,0,64,1,7,2,"im Ruhestand",1,"CDU/CSU",3.5,2.25,4,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,3,3,4.5,1,1,1,1,1,2,3,4,5,6,7,0
"698",1,0,0,21,1,7,1,"Angestellt oder selbstständig",1,"AfD",4.25,3.25,2.25,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,2,1,5,2,2.5,3.25,3,3.5,1,1,6,4,2,7,3,5,0
"700",1,0,0,48,3,6,3,"Angestellt oder selbstständig",0,"Linke",3.5,3,2.25,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,4,0,2,2,3.25,3,3.5,2.5,3,3,1,4,5,6,7,2,0
"701",1,1,0,76,3,6,3,"im Ruhestand",1,"SPD",2,3,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,1,1,1,1,2,2.75,1,4.5,1,1,2,4,7,5,6,3,0
"702",1,0,0,32,3,6,3,"Angestellt oder selbstständig",0,"CDU/CSU",3.75,3.75,2.25,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,4,3,1,4,3,2.75,3.75,3.5,4,5,1,4,3,5,2,6,7,0
"704",1,0,0,20,2,5,1,"Schüler/in oder Student/in",0,"SPD",3.25,4.5,2,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,3,0,1,1,2.75,3.25,2,4.5,3,1,6,4,3,7,5,2,0
"705",1,0,0,37,2,5,2,"Angestellt oder selbstständig",0,"Other",3.5,1.5,3,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,3,0,1,1,2.75,3.25,2.5,4,2,5,1,3,4,6,7,2,0
"710",1,0,0,30,2,6,2,"Angestellt oder selbstständig",0,"Other",2.75,3,2.75,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,4,0,1,1,3,3.75,3,4.5,2,4,1,2,6,5,7,3,0
"711",1,0,0,40,1,5,2,"Angestellt oder selbstständig",0,"Linke",2.75,2.75,3.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,2,0,2,2,3,1.75,1.5,2,2,3,2,1,5,6,7,4,0
"712",1,1,0,66,1,6,2,"Angestellt oder selbstständig",0,"CDU/CSU",1.5,3,3.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,3,3,3,2,1,3,3,3,1,2,6,7,4,5,0
"713",1,1,0,44,3,5,3,"Angestellt oder selbstständig",0,"FDP",1.25,3.5,4.25,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,1,2,2.25,1,1,1,1,3,2,5,6,7,4,1,0
"715",1,1,0,19,2,6,1,"Angestellt oder selbstständig",0,"SPD",2.25,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,1,1,1,1,3,1.5,1,2,4,NA,NA,NA,NA,NA,NA,NA,0
"717",1,0,0,31,2,6,2,"Angestellt oder selbstständig",1,"Other",3.5,1.75,3.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,3,0,2,2,4,3,3,3,3,5,1,3,4,7,6,2,0
"718",1,1,0,54,3,7,3,"Angestellt oder selbstständig",0,"SPD",3.5,3.5,3.75,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,3,1,2,2,3.25,2.25,2,2.5,2,2,1,3,7,5,4,6,0
"720",1,0,0,25,3,5,3,"Schüler/in oder Student/in",0,"Gruene",3.75,3.75,2.75,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,4,0,3,3,2.5,3.25,3.5,3,3,1,2,3,4,5,6,7,0
"722",1,0,0,36,3,7,3,"Angestellt oder selbstständig",1,"Gruene",3.75,2,3.5,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,4,0,1,1,3.25,3.75,4,3.5,3,3,1,4,5,7,6,2,0
"723",1,0,0,47,1,6,2,"Angestellt oder selbstständig",0,"SPD",4.5,2.75,4,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,1,0,1,1,2.75,1.5,1,2,1,2,1,3,5,6,7,4,0
"725",1,0,1,34,3,7,3,"Angestellt oder selbstständig",0,"SPD",4,3.25,1,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,2,3,1,3,3,2.75,3.25,2.5,4,4,1,4,2,5,3,6,7,0
"736",1,0,1,37,1,5,2,"Angestellt oder selbstständig",0,"Linke",3,3,2.5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,3,3,1,3,3,3,3,3,3,3,2,1,7,3,5,4,6,0
"743",1,1,1,29,3,5,3,"Angestellt oder selbstständig",0,"SPD",2,1.75,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,1,1,4,2,3,1.75,1.5,2,2,2,6,1,3,7,4,5,0
"744",1,0,1,23,1,7,2,"Schüler/in oder Student/in",0,"CDU/CSU",4.75,3.5,2.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,3,1,1,2,3,2,2.5,1.5,1,2,6,3,7,4,1,5,0
"745",1,1,0,24,2,5,2,"Arbeitssuchend",1,"SPD",3.5,3.25,2.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,4,0,2,2,3.75,3.5,3,4,5,1,3,5,6,4,7,2,0
"746",1,0,1,23,2,6,2,"Angestellt oder selbstständig",0,"CDU/CSU",3.75,4,2.25,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,3,1,5,4,2.75,2.5,3,2,3,1,2,4,3,5,6,7,0
"749",1,0,0,NA,3,5,3,"Angestellt oder selbstständig",1,"Gruene",3.25,3.75,2.25,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,2,0,4,2,2.5,2.5,2,3,3,1,2,3,5,4,7,6,0
"750",1,0,0,35,1,7,2,"Angestellt oder selbstständig",0,"SPD",3.25,3,3.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,3,1,1,1,2.5,2.75,2.5,3,3,6,2,3,7,5,4,1,0
"751",1,1,0,66,1,6,2,"Angestellt oder selbstständig",1,"Linke",3.75,2.75,3.25,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,1,5,5,3.25,2.75,1.5,4,1,1,5,6,2,7,4,3,0
"753",1,0,0,19,2,6,1,"Schüler/in oder Student/in",0,"FDP",4.5,2.5,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,3,0,1,1,3.75,2,2,2,1,1,6,2,7,4,5,3,0
"754",1,1,1,21,2,5,1,"Schüler/in oder Student/in",0,"Gruene",3,2.25,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,3,2,4.25,1,1,1,1,1,3,6,4,7,5,2,0
"755",1,0,0,24,1,6,2,"Angestellt oder selbstständig",1,"FDP",4.5,2.75,2.5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,4,1,1,1,2.75,3.5,3.5,3.5,5,2,3,4,5,6,7,1,0
"756",1,0,0,71,1,7,2,"im Ruhestand",0,"Gruene",3,2.75,3.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,1,1,3.25,1.5,1,2,1,5,6,2,3,4,1,7,0
"757",1,0,0,50,1,5,2,"Angestellt oder selbstständig",1,"AfD",3,1,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,1,1,3.75,1.75,1,2.5,1,1,3,4,2,5,6,7,0
"759",1,0,0,59,1,7,2,"Angestellt oder selbstständig",0,"SPD",3.75,3,2,1,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0,1,1,1,1,1,2.75,2.5,1,4,2,4,1,6,5,2,7,3,0
"760",1,1,0,20,2,6,1,"Schüler/in oder Student/in",0,"CDU/CSU",3,2,2.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,1,1,4.5,1.25,1,1.5,1,4,2,3,6,5,7,1,0
"761",1,1,0,26,3,5,3,"Schüler/in oder Student/in",1,"Gruene",2.5,3,3.25,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,1,1,1,1,2.25,3,1,5,1,3,5,1,7,6,4,2,0
"762",1,0,1,17,3,7,3,"Schüler/in oder Student/in",0,"FDP",4.5,4.75,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5,4,0,5,5,3.25,3.5,4.5,2.5,5,6,3,5,7,4,1,2,0
"765",1,0,0,63,3,7,3,"Angestellt oder selbstständig",0,"CDU/CSU",3.5,3.25,3.5,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,1,0,1,1,2.25,1.5,1,2,2,2,3,4,5,7,6,1,0
"766",1,0,0,24,3,7,3,"Angestellt oder selbstständig",0,"SPD",5,4.5,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,4,4,0,5,5,3,4.25,4,4.5,5,6,1,5,7,4,3,2,0
"767",1,0,0,59,2,6,2,"Angestellt oder selbstständig",0,"FDP",3.5,2.25,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,2,0,3,3,3.5,1.25,1.5,1,1,5,2,6,7,3,4,1,0
"768",1,0,0,38,3,7,3,"Angestellt oder selbstständig",1,"Other",3.5,1.5,2.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,1,1,3.5,1,1,1,1,1,3,5,4,6,7,2,0
"770",1,1,0,18,1,5,1,"Angestellt oder selbstständig",1,"SPD",2.5,2.75,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,3,0,1,1,4,1.5,2,1,1,1,2,3,4,5,6,7,0
"771",1,0,0,55,3,7,3,"Angestellt oder selbstständig",0,"CDU/CSU",4,4,3.25,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,4,1,4,4,2.75,3.75,3.5,4,4,2,4,3,5,7,1,6,0
"772",1,0,0,68,3,6,3,"im Ruhestand",0,"FDP",2.25,2.75,4,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,2,1,2,2,3,1.75,1.5,2,1,4,1,6,5,2,7,3,0
"773",1,0,0,35,3,7,3,"Angestellt oder selbstständig",0,"SPD",5,5,1.25,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1,5,5,1,5,5,3.25,5,5,5,5,1,5,2,6,4,3,7,0
"774",1,0,0,43,3,6,3,"Angestellt oder selbstständig",0,"CDU/CSU",3.25,3,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,3,0,3,3,3.25,3,3,3,3,3,1,4,5,6,7,2,0
"775",1,1,0,37,3,6,3,"Angestellt oder selbstständig",0,"CDU/CSU",3.25,3.5,2.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,2,0,2,3,4.25,2.25,1.5,3,3,4,1,2,5,6,7,3,0
"776",1,0,0,32,1,7,2,"Angestellt oder selbstständig",0,"SPD",3.25,4.5,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,4,0,4,3,2.5,3.75,3.5,4,4,1,2,3,4,5,6,7,0
"777",1,1,0,29,3,6,3,"Angestellt oder selbstständig",0,"CDU/CSU",4,3.25,3,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,3,1,4,4,3.5,3.75,3.5,4,4,1,4,5,2,3,6,7,0
"778",1,0,1,43,3,7,3,"Angestellt oder selbstständig",0,"Gruene",4,5,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,4,4,1,4,5,3,4.25,4,4.5,4,1,2,3,4,5,6,7,0
"781",1,0,0,31,3,7,3,"Angestellt oder selbstständig",0,"SPD",4.75,3.5,1.5,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,5,4,0,2,2,2.5,4.5,4.5,4.5,5,2,5,3,6,1,7,4,0
"782",1,1,0,40,3,6,3,"Angestellt oder selbstständig",0,"Gruene",1.75,2.75,2.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,0,1,1,3.25,1.75,1.5,2,1,2,1,3,6,5,7,4,0
"783",1,0,1,32,3,5,3,"Arbeitssuchend",0,"AfD",3,3.5,3.25,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,3,1,2,2,4,3,3,3,4,3,2,5,6,7,4,1,0
"784",1,0,0,59,1,5,2,"Angestellt oder selbstständig",0,"CDU/CSU",3,4,3,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,0,2,2,3.5,2.25,1.5,3,2,3,1,4,5,6,7,2,0
"787",1,1,0,68,1,7,2,"im Ruhestand",1,"Linke",4,2,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,3,2,3,2.5,1,4,1,3,1,4,5,6,7,2,0
"788",1,0,0,33,2,5,2,"Angestellt oder selbstständig",1,"FDP",3.25,3.25,3,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,1,1,3,1,1,1,1,3,4,1,5,6,7,2,0
"789",1,0,0,57,2,5,2,"Angestellt oder selbstständig",1,"Gruene",1.75,2.25,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,1,2,1,3.5,1.5,1.5,1.5,1,3,4,1,6,5,7,2,0
"790",1,0,0,56,2,5,2,"Angestellt oder selbstständig",0,"Gruene",2,2.75,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,1,1,3.75,1,1,1,1,2,1,3,4,5,6,7,0
"791",1,0,0,38,1,7,2,"Angestellt oder selbstständig",0,"AfD",5,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0,5,5,1,1,1,3,3,5,1,1,3,2,4,6,5,7,1,0
"792",1,1,0,33,NA,6,1,"Arbeitssuchend",0,"CDU/CSU",2.75,3.25,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,3,1,0,3,3,2.75,2.5,2,3,2,1,7,4,2,3,5,6,0
"793",1,0,0,32,3,7,3,"Angestellt oder selbstständig",0,"CDU/CSU",4.75,3.75,2,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,4,1,1,1,3.25,3.25,3.5,3,2,1,2,3,4,5,6,7,0
"795",1,0,0,42,3,7,3,"Angestellt oder selbstständig",0,"Gruene",3.5,2.75,3.5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,3,0,2,1,3.25,3.25,2.5,4,4,1,2,3,4,5,7,6,0
"796",1,0,0,28,3,6,3,"Angestellt oder selbstständig",0,"Gruene",2.25,2.25,1.75,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,4,1,4,4,2.75,4,4,4,4,1,2,3,6,4,5,7,0
"797",1,0,0,36,3,6,3,"Angestellt oder selbstständig",0,"SPD",4.5,4,1.75,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,3,5,1,2,1,2.25,4.25,4,4.5,4,5,1,4,7,3,2,6,0
"798",1,1,0,22,2,5,1,"Schüler/in oder Student/in",0,"Gruene",4,3.25,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,2,0,2,1,2.5,1.75,1.5,2,1,4,1,7,6,3,5,2,0
"801",1,0,0,26,2,6,1,"Arbeitssuchend",0,"SPD",4,4,2,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,4,4,1,4,4,3,4,4,4,4,6,3,4,7,5,1,2,0
"802",1,0,0,31,3,7,3,"Angestellt oder selbstständig",0,"FDP",4.75,4.75,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,5,5,1,5,5,2.5,5,5,5,5,1,2,3,4,5,6,7,0
"803",1,0,0,27,3,7,3,"Angestellt oder selbstständig",0,"SPD",4.75,4.75,1.5,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,5,4,1,5,5,3.25,4.75,4.5,5,4,3,1,2,7,5,4,6,0
"805",1,0,1,21,3,5,3,"Angestellt oder selbstständig",0,"SPD",3.75,3.25,4.5,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,2,3,1,1,1,3.5,3.25,2.5,4,3,3,2,4,6,5,7,1,0
"806",1,0,NA,58,3,6,3,"Angestellt oder selbstständig",0,"FDP",4,2.75,2.25,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,3,0,2,2,3,3,3,3,3,1,2,4,6,5,7,3,0
"807",1,1,0,32,1,7,2,"Angestellt oder selbstständig",0,"SPD",3.75,3.5,1.75,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,3,4,1,3,4,3,3.5,3.5,3.5,4,1,2,3,4,5,6,7,0
"809",1,1,0,63,1,5,2,"Angestellt oder selbstständig",0,"Other",1,2,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,3,2,3,1.25,1,1.5,1,1,3,6,4,7,5,2,0
"810",1,0,0,28,1,7,2,"Angestellt oder selbstständig",1,"Linke",2.5,2.5,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,3,0,3,3,3.5,2.5,2,3,1,3,2,4,5,6,7,1,0
"812",1,0,0,61,3,6,3,"im Ruhestand",0,"Linke",2.25,2.75,4.25,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,2,2,2.5,1,1,1,1,1,2,6,5,4,7,3,0
"813",1,0,0,69,2,7,2,"im Ruhestand",0,"CDU/CSU",2.25,3.25,3.75,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,1,1,2.75,1,1,1,1,3,1,5,6,4,7,2,0
"814",1,1,1,57,1,7,2,"im Ruhestand",0,"AfD",3.75,3,1.75,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,3,1,1,1,4.5,3,3,3,4,2,5,3,1,7,4,6,0
"816",1,1,1,19,1,5,1,"Arbeitssuchend",0,"SPD",2.5,3.5,3.25,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,4,2,1,4,3,3.25,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,0
"817",1,0,0,71,3,7,3,"im Ruhestand",0,"Gruene",3.5,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,1,1,4,2,1,3,1,3,2,4,5,6,7,1,0
