"","round","female","migrant","age","education","polint","prof_training","employment","east","party_pref","internal_effic_ind","external_effic_ind","risk_aversion_ind","csp","active_sport","active_music","active_union","active_environment","active_social","active_religion","active_political","active_other","treatment","wtr_cand","wtr_engage","information","perception_risk_1","perception_risk_2","perception_envir_ind","wtr_ind_full","wtr_ind_reduc","wtr_ind_friend","wtr_work_bt","traits_1","traits_2","traits_3","traits_4","traits_5","traits_6","traits_7","third_round"
"208",3,0,0,45,1,3,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,1,NA,NA,5,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"20910",3,0,0,32,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"21010",3,1,0,24,1,7,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5,4,NA,NA,1,5,4.5,4.5,4.5,5,NA,NA,NA,NA,NA,NA,NA,1
"211",3,1,1,52,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"21210",3,0,0,56,1,5,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,3,NA,NA,4,3,3.25,3,3.5,3,NA,NA,NA,NA,NA,NA,NA,1
"21310",3,1,0,28,1,2,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,3,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"21410",3,0,0,67,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,1,NA,NA,1,3,1.66666666666667,1,3,1,NA,NA,NA,NA,NA,NA,NA,1
"215",3,0,0,33,1,6,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,2,NA,NA,3,3,2.25,2,2.5,2,NA,NA,NA,NA,NA,NA,NA,1
"216",3,0,0,73,3,7,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,3,NA,NA,1,3.5,2.75,2.5,3,3,NA,NA,NA,NA,NA,NA,NA,1
"217",3,0,0,20,2,6,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,4,3.25,3,NA,3,4,NA,NA,NA,NA,NA,NA,NA,1
"21810",3,1,0,63,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,3.25,1.25,1,1.5,2,NA,NA,NA,NA,NA,NA,NA,1
"21910",3,1,1,44,1,7,NA,NA,NA,NA,NA,NA,NA,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,5,5,NA,NA,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,1
"22010",3,0,0,51,1,3,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,4,2.75,1.25,1,1.5,2,NA,NA,NA,NA,NA,NA,NA,1
"221",3,1,0,71,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,2,NA,NA,4,3,1.75,1.5,2,3,NA,NA,NA,NA,NA,NA,NA,1
"22210",3,0,0,72,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,1,NA,NA,2,2,2.25,1.5,3,1,NA,NA,NA,NA,NA,NA,NA,1
"223",3,1,0,45,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,3,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"224",3,1,0,24,1,2,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"22510",3,0,0,48,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,NA,NA,NA,1,3.25,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"22610",3,0,0,47,1,7,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,3,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,1
"22710",3,0,0,57,1,5,NA,NA,NA,NA,NA,NA,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,2.25,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"228",3,1,0,62,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5,5,NA,NA,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,1
"22910",3,0,0,64,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,4,3,NA,NA,4,3.75,3.25,3.5,3,3,NA,NA,NA,NA,NA,NA,NA,1
"23010",3,1,0,63,1,6,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,2,NA,NA,3,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1
"231",3,1,0,54,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"23210",3,0,0,64,1,5,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,2,NA,NA,1,2.75,2,1.5,2.5,1,NA,NA,NA,NA,NA,NA,NA,1
"233",3,0,0,31,1,2,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,5,NA,NA,4,3.25,4.25,4.5,4,4,NA,NA,NA,NA,NA,NA,NA,1
"234",3,1,0,49,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,3,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"23510",3,1,1,30,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,4,NA,NA,3,2.75,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,1
"23610",3,1,0,45,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,2,NA,NA,1,2.5,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,1
"237",3,0,0,72,1,6,NA,NA,NA,NA,NA,NA,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,2,NA,NA,1,3.5,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,1
"23810",3,0,0,25,1,7,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,3,NA,NA,1,3.5,1.5,2,1,3,NA,NA,NA,NA,NA,NA,NA,1
"23910",3,1,0,30,1,5,NA,NA,NA,NA,NA,NA,NA,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,4,2,NA,NA,3,3.75,2.75,3,2.5,3,NA,NA,NA,NA,NA,NA,NA,1
"24010",3,1,0,72,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,1,NA,NA,1,2.5,3,1,5,3,NA,NA,NA,NA,NA,NA,NA,1
"24110",3,0,0,72,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,5,2.25,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"242",3,1,0,61,3,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,5,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"24310",3,0,0,66,1,3,NA,NA,NA,NA,NA,NA,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,3,NA,NA,1,3,2.25,2.5,2,2,NA,NA,NA,NA,NA,NA,NA,1
"24410",3,1,0,63,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"24510",3,1,0,69,1,4,NA,NA,NA,NA,NA,NA,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,3,2.5,1.75,1,2.5,3,NA,NA,NA,NA,NA,NA,NA,1
"24610",3,0,0,59,1,6,NA,NA,NA,NA,NA,NA,NA,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,2,3,NA,NA,2,3,2.5,2.5,2.5,3,NA,NA,NA,NA,NA,NA,NA,1
"2471",3,1,0,53,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,3,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,1
"248",3,1,0,25,1,7,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,NA,NA,NA,NA,3,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2491",3,0,1,67,1,7,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,4,NA,NA,2,3.25,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,1
"250",3,0,0,36,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,1,NA,NA,3,2.75,1.5,1.5,1.5,1,NA,NA,NA,NA,NA,NA,NA,1
"2511",3,0,0,49,1,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,3,2.25,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1
"252",3,0,1,57,1,6,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,5,4,NA,NA,1,3.25,4.5,4.5,4.5,4,NA,NA,NA,NA,NA,NA,NA,1
"253",3,0,0,73,1,6,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,4,NA,NA,3,3.75,3.25,3.5,3,4,NA,NA,NA,NA,NA,NA,NA,1
"2541",3,0,0,47,1,7,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"2551",3,0,0,43,1,4,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA,3,NA,NA,3,2.5,3,3,NA,2,NA,NA,NA,NA,NA,NA,NA,1
"256",3,1,0,46,1,5,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,2,NA,NA,1,2.25,1.75,1.5,2,1,NA,NA,NA,NA,NA,NA,NA,1
"257",3,0,0,36,1,6,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"258",3,1,1,48,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,3,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"2591",3,0,0,48,1,6,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,2.5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"2601",3,1,0,58,1,7,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,3,5,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,1
"261",3,1,0,66,2,7,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,3,2.5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"2621",3,0,NA,42,1,3,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"263",3,1,0,60,2,7,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,2,3.5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"264",3,0,0,49,3,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,NA,NA,NA,NA,1,1.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"265",3,0,0,25,1,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2661",3,0,0,74,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,2,NA,NA,2,2.75,2.5,2,3,2,NA,NA,NA,NA,NA,NA,NA,1
"2671",3,1,0,68,1,6,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,4,NA,NA,2,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,1
"2681",3,1,0,63,1,7,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,1,4,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,1
"2691",3,1,1,62,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,2.75,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"2701",3,0,0,27,1,7,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,1,5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"2711",3,1,0,47,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"2721",3,0,0,65,1,6,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,1,3.25,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,1
"2731",3,0,0,71,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,3,3,NA,NA,2,3,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,1
"2741",3,1,0,22,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,1,NA,NA,4,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"2751",3,1,0,55,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,3,NA,NA,5,3.25,1.5,2,1,1,NA,NA,NA,NA,NA,NA,NA,1
"276",3,1,0,37,1,7,NA,NA,NA,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,3,3,NA,NA,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,1
"2771",3,1,0,39,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"2781",3,0,1,51,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,NA,NA,4,3.25,1.5,1.5,1.5,2,NA,NA,NA,NA,NA,NA,NA,1
"2791",3,1,0,38,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,2,2.25,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"2801",3,1,0,53,1,3,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,3,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"2811",3,1,0,52,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,1,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2821",3,1,0,49,3,6,NA,NA,NA,NA,NA,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,2,5,NA,NA,2,3.75,4,3.5,4.5,5,NA,NA,NA,NA,NA,NA,NA,1
"283",3,1,0,36,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,4,3.25,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,1
"284",3,0,0,29,1,6,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,1,3.75,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,1
"2851",3,1,0,56,1,3,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA,3,NA,NA,1,2.75,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2861",3,1,0,33,1,3,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"287",3,1,0,65,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,5,5,NA,NA,1,3,5,5,5,3,NA,NA,NA,NA,NA,NA,NA,1
"2881",3,1,0,62,1,3,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,3.5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"289",3,1,0,39,1,7,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,4,NA,NA,3,3.25,3.25,3.5,3,3,NA,NA,NA,NA,NA,NA,NA,1
"2901",3,1,0,36,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2911",3,0,0,50,3,6,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,2,NA,NA,2,2.25,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,1
"2921",3,0,0,38,2,7,NA,NA,NA,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,5,5,NA,NA,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,1
"293",3,0,1,36,1,7,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,5,5,NA,NA,1,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,1
"2941",3,0,0,59,1,6,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,3,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"2951",3,1,0,42,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,2,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"2961",3,1,0,71,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,2,NA,NA,4,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,1
"2971",3,1,0,26,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"298",3,0,0,30,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,2,3.5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"2991",3,0,0,33,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,2,NA,NA,3,2.75,2.75,2.5,3,3,NA,NA,NA,NA,NA,NA,NA,1
"3001",3,0,0,71,1,7,NA,NA,NA,NA,NA,NA,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,1,4,2.5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1
"3011",3,0,1,64,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,1,NA,NA,4,3,2.33333333333333,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1
"3021",3,1,0,58,1,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"303",3,0,0,57,1,3,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,3,NA,NA,3,3,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,1
"304",3,1,0,39,1,7,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,4,NA,NA,3,4,3.5,4,3,3,NA,NA,NA,NA,NA,NA,NA,1
"3051",3,1,0,43,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,2,NA,NA,3,3.25,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,1
"3061",3,1,1,40,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,1,NA,NA,3,2.25,1.25,1.5,1,1,NA,NA,NA,NA,NA,NA,NA,1
"3071",3,1,0,51,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,NA,NA,1,3,1.25,1.5,1,1,NA,NA,NA,NA,NA,NA,NA,1
"3081",3,1,0,59,1,7,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,3.75,2.25,1,3.5,3,NA,NA,NA,NA,NA,NA,NA,1
"3091",3,0,0,43,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,3,NA,NA,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,1
"3101",3,1,0,37,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,1,2.75,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"3111",3,0,1,57,2,6,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,1,3.25,1.33333333333333,1,2,2,NA,NA,NA,NA,NA,NA,NA,1
"3121",3,1,0,67,1,2,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,1,NA,NA,1,2.25,1.75,1.5,2,1,NA,NA,NA,NA,NA,NA,NA,1
"3131",3,1,0,60,1,7,NA,NA,NA,NA,NA,NA,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,5,5,3,1,5,1,NA,NA,NA,NA,NA,NA,NA,1
"3141",3,1,0,28,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
