,crime,city,law,date,background,suspects,party,state,plz,city_id,bl_kuerzel,year,month,day,cycle_1,cycle_2,cycle_3,crime_count,Anzahl Bewerber,darunter Frauen,Land,crime_count_party_lr,crime_count_party,crime_count_lr,crime_count_city,party_lr,Bewerber_city,Frauen_city,bewerber_hit_by_lr,fem_hit_by_lr,bewerber_party_hit_by_lr,fem_party_hit_by_lr,p_female,p_female_lr,p_female_city,p_female_party_lr,p_female_diff,p_female_city_diff,p_female_lr_diff,p_female_party_lr_diff
86,,Ehningen,,,,,DIE LINKE,BW,71139.0,8115013.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,54.0,22.0,0.0,0.0,0.0,0.0,,,0.4074074074074074,,,0.09490740740740738,,
87,,Ehningen,,,,,FDP,BW,71139.0,8115013.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,54.0,22.0,0.0,0.0,0.0,0.0,,,0.4074074074074074,,,0.09490740740740738,,
88,,Ehningen,,,,,GRÜNE,BW,71139.0,8115013.0,BW,,,,2019.0,2019.0,2019.0,0.0,18.0,9.0,8.0,0.0,0.0,0.0,0.0,left,54.0,22.0,0.0,0.0,0.0,0.0,0.5,,0.4074074074074074,,,0.09490740740740738,,
89,,Ehningen,,,,,SPD,BW,71139.0,8115013.0,BW,,,,2019.0,2019.0,2019.0,0.0,18.0,8.0,8.0,0.0,0.0,0.0,0.0,left,54.0,22.0,0.0,0.0,0.0,0.0,0.4444444444444444,,0.4074074074074074,,0.015873015873015872,0.09490740740740738,,
90,,Ehningen,,,,,AfD,BW,71139.0,8115013.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,32.0,10.0,0.0,0.0,0.0,0.0,,,0.3125,,,0.09490740740740738,,
91,,Ehningen,,,,,CDU,BW,71139.0,8115013.0,BW,,,,2014.0,2014.0,2014.0,0.0,18.0,4.0,8.0,0.0,0.0,0.0,0.0,right,32.0,10.0,0.0,0.0,0.0,0.0,0.2222222222222222,,0.3125,,0.05555555555555558,0.09490740740740738,,
92,,Ehningen,,,,,DIE LINKE,BW,71139.0,8115013.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,32.0,10.0,0.0,0.0,0.0,0.0,,,0.3125,,,0.09490740740740738,,
93,,Ehningen,,,,,FDP,BW,71139.0,8115013.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,32.0,10.0,0.0,0.0,0.0,0.0,,,0.3125,,,0.09490740740740738,,
94,,Ehningen,,,,,GRÜNE,BW,71139.0,8115013.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,32.0,10.0,0.0,0.0,0.0,0.0,,,0.3125,,,0.09490740740740738,,
95,,Ehningen,,,,,SPD,BW,71139.0,8115013.0,BW,,,,2014.0,2014.0,2014.0,0.0,14.0,6.0,8.0,0.0,0.0,0.0,0.0,left,32.0,10.0,0.0,0.0,0.0,0.0,0.42857142857142855,,0.3125,,0.015873015873015872,0.09490740740740738,,
96,,Gartringen,,,,,AfD,BW,71116.0,8115015.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,48.0,18.0,0.0,0.0,0.0,0.0,,,0.375,,,0.014344262295081955,,
97,,Gartringen,,,,,CDU,BW,71116.0,8115015.0,BW,,,,2019.0,2019.0,2019.0,0.0,22.0,7.0,8.0,0.0,0.0,0.0,0.0,right,48.0,18.0,0.0,0.0,0.0,0.0,0.3181818181818182,,0.375,,0.04545454545454547,0.014344262295081955,,
98,,Gartringen,,,,,DIE LINKE,BW,71116.0,8115015.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,48.0,18.0,0.0,0.0,0.0,0.0,,,0.375,,,0.014344262295081955,,
99,,Gartringen,,,,,FDP,BW,71116.0,8115015.0,BW,,,,2019.0,2019.0,2019.0,0.0,10.0,3.0,8.0,0.0,0.0,0.0,0.0,right,48.0,18.0,0.0,0.0,0.0,0.0,0.3,,0.375,,0.00588235294117645,0.014344262295081955,,
100,,Gartringen,,,,,GRÜNE,BW,71116.0,8115015.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,48.0,18.0,0.0,0.0,0.0,0.0,,,0.375,,,0.014344262295081955,,
101,,Gartringen,,,,,SPD,BW,71116.0,8115015.0,BW,,,,2019.0,2019.0,2019.0,0.0,16.0,8.0,8.0,0.0,0.0,0.0,0.0,left,48.0,18.0,0.0,0.0,0.0,0.0,0.5,,0.375,,0.0,0.014344262295081955,,
102,,Gartringen,,,,,AfD,BW,71116.0,8115015.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,61.0,22.0,0.0,0.0,0.0,0.0,,,0.36065573770491804,,,0.014344262295081955,,
103,,Gartringen,,,,,CDU,BW,71116.0,8115015.0,BW,,,,2014.0,2014.0,2014.0,0.0,22.0,6.0,8.0,0.0,0.0,0.0,0.0,right,61.0,22.0,0.0,0.0,0.0,0.0,0.2727272727272727,,0.36065573770491804,,0.04545454545454547,0.014344262295081955,,
104,,Gartringen,,,,,DIE LINKE,BW,71116.0,8115015.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,61.0,22.0,0.0,0.0,0.0,0.0,,,0.36065573770491804,,,0.014344262295081955,,
105,,Gartringen,,,,,FDP,BW,71116.0,8115015.0,BW,,,,2014.0,2014.0,2014.0,0.0,17.0,5.0,8.0,0.0,0.0,0.0,0.0,right,61.0,22.0,0.0,0.0,0.0,0.0,0.29411764705882354,,0.36065573770491804,,0.00588235294117645,0.014344262295081955,,
106,,Gartringen,,,,,GRÜNE,BW,71116.0,8115015.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,61.0,22.0,0.0,0.0,0.0,0.0,,,0.36065573770491804,,,0.014344262295081955,,
107,,Gartringen,,,,,SPD,BW,71116.0,8115015.0,BW,,,,2014.0,2014.0,2014.0,0.0,22.0,11.0,8.0,0.0,0.0,0.0,0.0,left,61.0,22.0,0.0,0.0,0.0,0.0,0.5,,0.36065573770491804,,0.0,0.014344262295081955,,
108,,Gaufelden,,,,,AfD,BW,71126.0,8115016.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,30.0,11.0,0.0,0.0,0.0,0.0,,,0.36666666666666664,,,0.006666666666666654,,
109,,Gaufelden,,,,,CDU,BW,71126.0,8115016.0,BW,,,,2019.0,2019.0,2019.0,0.0,12.0,3.0,8.0,0.0,0.0,0.0,0.0,right,30.0,11.0,0.0,0.0,0.0,0.0,0.25,,0.36666666666666664,,-0.10294117647058826,0.006666666666666654,,
110,,Gaufelden,,,,,DIE LINKE,BW,71126.0,8115016.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,30.0,11.0,0.0,0.0,0.0,0.0,,,0.36666666666666664,,,0.006666666666666654,,
111,,Gaufelden,,,,,FDP,BW,71126.0,8115016.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,30.0,11.0,0.0,0.0,0.0,0.0,,,0.36666666666666664,,,0.006666666666666654,,
112,,Gaufelden,,,,,GRÜNE,BW,71126.0,8115016.0,BW,,,,2019.0,2019.0,2019.0,0.0,9.0,5.0,8.0,0.0,0.0,0.0,0.0,left,30.0,11.0,0.0,0.0,0.0,0.0,0.5555555555555556,,0.36666666666666664,,0.18055555555555558,0.006666666666666654,,
113,,Gaufelden,,,,,SPD,BW,71126.0,8115016.0,BW,,,,2019.0,2019.0,2019.0,0.0,9.0,3.0,8.0,0.0,0.0,0.0,0.0,left,30.0,11.0,0.0,0.0,0.0,0.0,0.3333333333333333,,0.36666666666666664,,,0.006666666666666654,,
114,,Gaufelden,,,,,AfD,BW,71126.0,8115016.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,25.0,9.0,0.0,0.0,0.0,0.0,,,0.36,,,0.006666666666666654,,
115,,Gaufelden,,,,,CDU,BW,71126.0,8115016.0,BW,,,,2014.0,2014.0,2014.0,0.0,17.0,6.0,8.0,0.0,0.0,0.0,0.0,right,25.0,9.0,0.0,0.0,0.0,0.0,0.35294117647058826,,0.36,,-0.10294117647058826,0.006666666666666654,,
116,,Gaufelden,,,,,DIE LINKE,BW,71126.0,8115016.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,25.0,9.0,0.0,0.0,0.0,0.0,,,0.36,,,0.006666666666666654,,
117,,Gaufelden,,,,,FDP,BW,71126.0,8115016.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,25.0,9.0,0.0,0.0,0.0,0.0,,,0.36,,,0.006666666666666654,,
118,,Gaufelden,,,,,GRÜNE,BW,71126.0,8115016.0,BW,,,,2014.0,2014.0,2014.0,0.0,8.0,3.0,8.0,0.0,0.0,0.0,0.0,left,25.0,9.0,0.0,0.0,0.0,0.0,0.375,,0.36,,0.18055555555555558,0.006666666666666654,,
119,,Gaufelden,,,,,SPD,BW,71126.0,8115016.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,25.0,9.0,0.0,0.0,0.0,0.0,,,0.36,,,0.006666666666666654,,
120,Beleidigung,Herrenberg,185 StGB,2019-11-26,Links,0.0,AfD,BW,71083.0,8115021.0,BW,2019,11,26,2019.0,2019.0,2019.0,1.0,5.0,0.0,8.0,2.0,2.0,2.0,2.0,right,119.0,39.0,10.0,0.0,10.0,0.0,0.0,0.0,0.3277310924369748,0.0,,0.0006282886986570535,,
121,Beleidigung,Herrenberg,185 StGB,2019-11-26,Links,0.0,AfD,BW,71083.0,8115021.0,BW,2019,11,26,2019.0,2019.0,2019.0,1.0,5.0,0.0,8.0,2.0,2.0,2.0,2.0,right,119.0,39.0,10.0,0.0,10.0,0.0,0.0,0.0,0.3277310924369748,0.0,,0.0006282886986570535,,
122,,Herrenberg,,,,,CDU,BW,71083.0,8115021.0,BW,,,,2019.0,2019.0,2019.0,0.0,31.0,7.0,8.0,0.0,0.0,0.0,2.0,right,119.0,39.0,0.0,0.0,0.0,0.0,0.22580645161290322,,0.3277310924369748,,0.03830645161290322,0.0006282886986570535,,
123,,Herrenberg,,,,,DIE LINKE,BW,71083.0,8115021.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,left,119.0,39.0,0.0,0.0,0.0,0.0,,,0.3277310924369748,,,0.0006282886986570535,,
124,,Herrenberg,,,,,FDP,BW,71083.0,8115021.0,BW,,,,2019.0,2019.0,2019.0,0.0,14.0,3.0,8.0,0.0,0.0,0.0,2.0,right,119.0,39.0,0.0,0.0,0.0,0.0,0.21428571428571427,,0.3277310924369748,,-0.24025974025974026,0.0006282886986570535,,
125,,Herrenberg,,,,,GRÜNE,BW,71083.0,8115021.0,BW,,,,2019.0,2019.0,2019.0,0.0,32.0,16.0,8.0,0.0,0.0,0.0,2.0,left,119.0,39.0,0.0,0.0,0.0,0.0,0.5,,0.3277310924369748,,0.0,0.0006282886986570535,,
126,,Herrenberg,,,,,SPD,BW,71083.0,8115021.0,BW,,,,2019.0,2019.0,2019.0,0.0,32.0,13.0,8.0,0.0,0.0,0.0,2.0,left,119.0,39.0,0.0,0.0,0.0,0.0,0.40625,,0.3277310924369748,,0.15625,0.0006282886986570535,,
127,,Herrenberg,,,,,AfD,BW,71083.0,8115021.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,right,107.0,35.0,0.0,0.0,0.0,0.0,,,0.32710280373831774,,,0.0006282886986570535,,
128,,Herrenberg,,,,,CDU,BW,71083.0,8115021.0,BW,,,,2014.0,2014.0,2014.0,0.0,32.0,6.0,8.0,0.0,0.0,0.0,1.0,right,107.0,35.0,0.0,0.0,0.0,0.0,0.1875,,0.32710280373831774,,0.03830645161290322,0.0006282886986570535,,
129,,Herrenberg,,,,,DIE LINKE,BW,71083.0,8115021.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,left,107.0,35.0,0.0,0.0,0.0,0.0,,,0.32710280373831774,,,0.0006282886986570535,,
130,,Herrenberg,,,,,FDP,BW,71083.0,8115021.0,BW,,,,2014.0,2014.0,2014.0,0.0,11.0,5.0,8.0,0.0,0.0,0.0,1.0,right,107.0,35.0,0.0,0.0,0.0,0.0,0.45454545454545453,,0.32710280373831774,,-0.24025974025974026,0.0006282886986570535,,
131,,Herrenberg,,,,,GRÜNE,BW,71083.0,8115021.0,BW,,,,2014.0,2014.0,2014.0,0.0,32.0,16.0,8.0,0.0,1.0,0.0,1.0,left,107.0,35.0,0.0,0.0,0.0,0.0,0.5,,0.32710280373831774,,0.0,0.0006282886986570535,,
132,,Herrenberg,,,,,SPD,BW,71083.0,8115021.0,BW,,,,2014.0,2014.0,2014.0,0.0,32.0,8.0,8.0,0.0,0.0,0.0,1.0,left,107.0,35.0,0.0,0.0,0.0,0.0,0.25,,0.32710280373831774,,0.15625,0.0006282886986570535,,
133,,Hildrizhausen,,,,,AfD,BW,71157.0,8115022.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,8.0,1.0,0.0,0.0,0.0,0.0,,,0.125,,,-0.05681818181818182,,
134,,Hildrizhausen,,,,,CDU,BW,71157.0,8115022.0,BW,,,,2019.0,2019.0,2019.0,0.0,8.0,1.0,8.0,0.0,0.0,0.0,0.0,right,8.0,1.0,0.0,0.0,0.0,0.0,0.125,,0.125,,0.0,-0.05681818181818182,,
135,,Hildrizhausen,,,,,DIE LINKE,BW,71157.0,8115022.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,8.0,1.0,0.0,0.0,0.0,0.0,,,0.125,,,-0.05681818181818182,,
136,,Hildrizhausen,,,,,FDP,BW,71157.0,8115022.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,8.0,1.0,0.0,0.0,0.0,0.0,,,0.125,,,-0.05681818181818182,,
137,,Hildrizhausen,,,,,GRÜNE,BW,71157.0,8115022.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,8.0,1.0,0.0,0.0,0.0,0.0,,,0.125,,,-0.05681818181818182,,
138,,Hildrizhausen,,,,,SPD,BW,71157.0,8115022.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,8.0,1.0,0.0,0.0,0.0,0.0,,,0.125,,,-0.05681818181818182,,
139,,Hildrizhausen,,,,,AfD,BW,71157.0,8115022.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,11.0,2.0,0.0,0.0,0.0,0.0,,,0.18181818181818182,,,-0.05681818181818182,,
140,,Hildrizhausen,,,,,CDU,BW,71157.0,8115022.0,BW,,,,2014.0,2014.0,2014.0,0.0,8.0,1.0,8.0,0.0,0.0,0.0,0.0,right,11.0,2.0,0.0,0.0,0.0,0.0,0.125,,0.18181818181818182,,0.0,-0.05681818181818182,,
141,,Hildrizhausen,,,,,DIE LINKE,BW,71157.0,8115022.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,11.0,2.0,0.0,0.0,0.0,0.0,,,0.18181818181818182,,,-0.05681818181818182,,
142,,Hildrizhausen,,,,,FDP,BW,71157.0,8115022.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,11.0,2.0,0.0,0.0,0.0,0.0,,,0.18181818181818182,,,-0.05681818181818182,,
143,,Hildrizhausen,,,,,GRÜNE,BW,71157.0,8115022.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,11.0,2.0,0.0,0.0,0.0,0.0,,,0.18181818181818182,,,-0.05681818181818182,,
144,,Hildrizhausen,,,,,SPD,BW,71157.0,8115022.0,BW,,,,2014.0,2014.0,2014.0,0.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,left,11.0,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,,0.18181818181818182,,,-0.05681818181818182,,
145,,Holzgerlingen,,,,,AfD,BW,71088.0,8115024.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,34.0,11.0,0.0,0.0,0.0,0.0,,,0.3235294117647059,,,-0.065359477124183,,
146,,Holzgerlingen,,,,,CDU,BW,71088.0,8115024.0,BW,,,,2019.0,2019.0,2019.0,0.0,16.0,5.0,8.0,0.0,0.0,0.0,0.0,right,34.0,11.0,0.0,0.0,0.0,0.0,0.3125,,0.3235294117647059,,-0.0763888888888889,-0.065359477124183,,
147,,Holzgerlingen,,,,,DIE LINKE,BW,71088.0,8115024.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,34.0,11.0,0.0,0.0,0.0,0.0,,,0.3235294117647059,,,-0.065359477124183,,
148,,Holzgerlingen,,,,,FDP,BW,71088.0,8115024.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,34.0,11.0,0.0,0.0,0.0,0.0,,,0.3235294117647059,,,-0.065359477124183,,
149,,Holzgerlingen,,,,,GRÜNE,BW,71088.0,8115024.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,34.0,11.0,0.0,0.0,0.0,0.0,,,0.3235294117647059,,,-0.065359477124183,,
150,,Holzgerlingen,,,,,SPD,BW,71088.0,8115024.0,BW,,,,2019.0,2019.0,2019.0,0.0,18.0,6.0,8.0,0.0,0.0,0.0,0.0,left,34.0,11.0,0.0,0.0,0.0,0.0,0.3333333333333333,,0.3235294117647059,,-0.05555555555555558,-0.065359477124183,,
151,,Holzgerlingen,,,,,AfD,BW,71088.0,8115024.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,36.0,14.0,0.0,0.0,0.0,0.0,,,0.3888888888888889,,,-0.065359477124183,,
152,,Holzgerlingen,,,,,CDU,BW,71088.0,8115024.0,BW,,,,2014.0,2014.0,2014.0,0.0,18.0,7.0,8.0,0.0,0.0,0.0,0.0,right,36.0,14.0,0.0,0.0,0.0,0.0,0.3888888888888889,,0.3888888888888889,,-0.0763888888888889,-0.065359477124183,,
153,,Holzgerlingen,,,,,DIE LINKE,BW,71088.0,8115024.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,36.0,14.0,0.0,0.0,0.0,0.0,,,0.3888888888888889,,,-0.065359477124183,,
154,,Holzgerlingen,,,,,FDP,BW,71088.0,8115024.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,36.0,14.0,0.0,0.0,0.0,0.0,,,0.3888888888888889,,,-0.065359477124183,,
155,,Holzgerlingen,,,,,GRÜNE,BW,71088.0,8115024.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,36.0,14.0,0.0,0.0,0.0,0.0,,,0.3888888888888889,,,-0.065359477124183,,
156,,Holzgerlingen,,,,,SPD,BW,71088.0,8115024.0,BW,,,,2014.0,2014.0,2014.0,0.0,18.0,7.0,8.0,0.0,0.0,0.0,0.0,left,36.0,14.0,0.0,0.0,0.0,0.0,0.3888888888888889,,0.3888888888888889,,-0.05555555555555558,-0.065359477124183,,
157,,Leonberg,,,,,AfD,BW,71229.0,8115028.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,133.0,55.0,0.0,0.0,0.0,0.0,,,0.41353383458646614,,,-0.017123099720103174,,
158,,Leonberg,,,,,CDU,BW,71229.0,8115028.0,BW,,,,2019.0,2019.0,2019.0,0.0,32.0,11.0,8.0,0.0,0.0,0.0,0.0,right,133.0,55.0,0.0,0.0,0.0,0.0,0.34375,,0.41353383458646614,,-0.03125,-0.017123099720103174,,
159,,Leonberg,,,,,DIE LINKE,BW,71229.0,8115028.0,BW,,,,2019.0,2019.0,2019.0,0.0,5.0,3.0,8.0,0.0,0.0,0.0,0.0,left,133.0,55.0,0.0,0.0,0.0,0.0,0.6,,0.41353383458646614,,0.26666666666666666,-0.017123099720103174,,
160,,Leonberg,,,,,FDP,BW,71229.0,8115028.0,BW,,,,2019.0,2019.0,2019.0,0.0,32.0,11.0,8.0,0.0,0.0,0.0,0.0,right,133.0,55.0,0.0,0.0,0.0,0.0,0.34375,,0.41353383458646614,,0.0,-0.017123099720103174,,
161,,Leonberg,,,,,GRÜNE,BW,71229.0,8115028.0,BW,,,,2019.0,2019.0,2019.0,0.0,32.0,16.0,8.0,0.0,0.0,0.0,0.0,left,133.0,55.0,0.0,0.0,0.0,0.0,0.5,,0.41353383458646614,,-0.03125,-0.017123099720103174,,
162,,Leonberg,,,,,SPD,BW,71229.0,8115028.0,BW,,,,2019.0,2019.0,2019.0,0.0,32.0,14.0,8.0,0.0,0.0,0.0,0.0,left,133.0,55.0,0.0,0.0,0.0,0.0,0.4375,,0.41353383458646614,,-0.0625,-0.017123099720103174,,
163,,Leonberg,,,,,AfD,BW,71229.0,8115028.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,137.0,59.0,0.0,0.0,0.0,0.0,,,0.4306569343065693,,,-0.017123099720103174,,
164,,Leonberg,,,,,CDU,BW,71229.0,8115028.0,BW,,,,2014.0,2014.0,2014.0,0.0,32.0,12.0,8.0,0.0,0.0,0.0,0.0,right,137.0,59.0,0.0,0.0,0.0,0.0,0.375,,0.4306569343065693,,-0.03125,-0.017123099720103174,,
165,,Leonberg,,,,,DIE LINKE,BW,71229.0,8115028.0,BW,,,,2014.0,2014.0,2014.0,0.0,9.0,3.0,8.0,0.0,0.0,0.0,0.0,left,137.0,59.0,0.0,0.0,0.0,0.0,0.3333333333333333,,0.4306569343065693,,0.26666666666666666,-0.017123099720103174,,
166,,Leonberg,,,,,FDP,BW,71229.0,8115028.0,BW,,,,2014.0,2014.0,2014.0,0.0,32.0,11.0,8.0,0.0,0.0,0.0,0.0,right,137.0,59.0,0.0,0.0,0.0,0.0,0.34375,,0.4306569343065693,,0.0,-0.017123099720103174,,
167,,Leonberg,,,,,GRÜNE,BW,71229.0,8115028.0,BW,,,,2014.0,2014.0,2014.0,0.0,32.0,17.0,8.0,0.0,0.0,0.0,0.0,left,137.0,59.0,0.0,0.0,0.0,0.0,0.53125,,0.4306569343065693,,-0.03125,-0.017123099720103174,,
168,,Leonberg,,,,,SPD,BW,71229.0,8115028.0,BW,,,,2014.0,2014.0,2014.0,0.0,32.0,16.0,8.0,0.0,0.0,0.0,0.0,left,137.0,59.0,0.0,0.0,0.0,0.0,0.5,,0.4306569343065693,,-0.0625,-0.017123099720103174,,
169,,Magstadt,,,,,AfD,BW,71106.0,8115029.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,32.0,11.0,0.0,0.0,0.0,0.0,,,0.34375,,,0.10565476190476192,,
170,,Magstadt,,,,,CDU,BW,71106.0,8115029.0,BW,,,,2019.0,2019.0,2019.0,0.0,14.0,3.0,8.0,0.0,0.0,0.0,0.0,right,32.0,11.0,0.0,0.0,0.0,0.0,0.21428571428571427,,0.34375,,0.11428571428571427,0.10565476190476192,,
171,,Magstadt,,,,,DIE LINKE,BW,71106.0,8115029.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,32.0,11.0,0.0,0.0,0.0,0.0,,,0.34375,,,0.10565476190476192,,
172,,Magstadt,,,,,FDP,BW,71106.0,8115029.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,32.0,11.0,0.0,0.0,0.0,0.0,,,0.34375,,,0.10565476190476192,,
173,,Magstadt,,,,,GRÜNE,BW,71106.0,8115029.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,32.0,11.0,0.0,0.0,0.0,0.0,,,0.34375,,,0.10565476190476192,,
174,,Magstadt,,,,,SPD,BW,71106.0,8115029.0,BW,,,,2019.0,2019.0,2019.0,0.0,18.0,8.0,8.0,0.0,0.0,0.0,0.0,left,32.0,11.0,0.0,0.0,0.0,0.0,0.4444444444444444,,0.34375,,0.08080808080808077,0.10565476190476192,,
175,,Magstadt,,,,,AfD,BW,71106.0,8115029.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,right,21.0,5.0,0.0,0.0,0.0,0.0,,,0.23809523809523808,,,0.10565476190476192,,
176,,Magstadt,,,,,CDU,BW,71106.0,8115029.0,BW,,,,2014.0,2014.0,2014.0,0.0,10.0,1.0,8.0,0.0,0.0,0.0,1.0,right,21.0,5.0,0.0,0.0,0.0,0.0,0.1,,0.23809523809523808,,0.11428571428571427,0.10565476190476192,,
177,,Magstadt,,,,,DIE LINKE,BW,71106.0,8115029.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,left,21.0,5.0,0.0,0.0,0.0,0.0,,,0.23809523809523808,,,0.10565476190476192,,
178,,Magstadt,,,,,FDP,BW,71106.0,8115029.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,right,21.0,5.0,0.0,0.0,0.0,0.0,,,0.23809523809523808,,,0.10565476190476192,,
179,,Magstadt,,,,,GRÜNE,BW,71106.0,8115029.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,left,21.0,5.0,0.0,0.0,0.0,0.0,,,0.23809523809523808,,,0.10565476190476192,,
180,,Magstadt,,,,,SPD,BW,71106.0,8115029.0,BW,,,,2014.0,2014.0,2014.0,0.0,11.0,4.0,8.0,0.0,0.0,0.0,1.0,left,21.0,5.0,0.0,0.0,0.0,0.0,0.36363636363636365,,0.23809523809523808,,0.08080808080808077,0.10565476190476192,,
181,,Motzingen,,,,,AfD,BW,71159.0,8115034.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,14.0,4.0,0.0,0.0,0.0,0.0,,,0.2857142857142857,,,-0.01428571428571429,,
182,,Motzingen,,,,,CDU,BW,71159.0,8115034.0,BW,,,,2019.0,2019.0,2019.0,0.0,8.0,2.0,8.0,0.0,0.0,0.0,0.0,right,14.0,4.0,0.0,0.0,0.0,0.0,0.25,,0.2857142857142857,,0.0,-0.01428571428571429,,
