city,crime,law,date,background,suspects,party,Land,plz,city_id,bl_kuerzel
Barenstein,0,0,0,0,0,0,1,1,1,1
Barenthal,0,0,0,0,0,0,1,1,1,1
Bargenstedt,0,0,0,0,0,0,1,1,1,0
Bargfeld-Stegen,0,0,0,0,0,0,1,1,1,0
Bargischow,0,0,0,0,0,0,1,1,1,1
Bargstall,0,0,0,0,0,0,1,1,1,0
Bargteheide,14,14,14,14,14,0,14,14,14,0
Bargum,0,0,0,0,0,0,1,1,1,0
Bark,0,0,0,0,0,0,1,1,1,0
Barkelsby,0,0,0,0,0,0,1,1,1,0
Barkenholm,0,0,0,0,0,0,1,1,1,0
Barkhagen,0,0,0,0,0,0,1,1,1,1
Barleben,21,21,21,21,21,2,21,21,21,21
Barlt,0,0,0,0,0,0,1,1,1,0
Barmissen,0,0,0,0,0,0,1,1,1,0
Barmstedt,7,7,7,7,7,1,7,7,7,0
Barnau,7,7,7,7,7,0,7,7,7,7
Barnekow,0,0,0,0,0,0,1,1,1,1
Barnin,0,0,0,0,0,0,1,1,1,1
Barnitz,0,0,0,0,0,0,1,1,1,0
Barnstadt,0,0,0,0,0,0,1,1,1,1
Barnstedt,0,0,0,0,0,0,1,1,1,0
Barnstorf,14,14,14,14,14,2,14,14,14,0
Barnstorf-Warle,0,0,0,0,0,0,1,0,1,0
Barntrup,0,0,0,0,0,0,1,1,1,0
Barsbek,0,0,0,0,0,0,1,1,1,0
Barsbuttel,0,0,0,0,0,0,1,1,1,0
Barsinghausen,7,7,7,7,7,1,7,7,7,0
Barssel,0,0,0,0,0,0,1,1,1,0
Bartenshagen-Parkentin,0,0,0,0,0,0,1,1,1,1
Barth,14,14,14,14,14,2,14,14,14,14
Bartholoma,0,0,0,0,0,0,1,1,1,1
Bartow,0,0,0,0,0,0,1,1,1,1
Baruth/Mark,0,0,0,0,0,0,1,1,1,1
Barver,0,0,0,0,0,0,1,1,1,0
Barwedel,0,0,0,0,0,0,1,1,1,0
Basberg,0,0,0,0,0,0,1,1,1,1
Basdahl,0,0,0,0,0,0,1,1,1,0
Bassenheim,0,0,0,0,0,0,1,1,1,1
Bassum,0,0,0,0,0,0,1,1,1,0
Bastheim,0,0,0,0,0,0,1,1,1,1
Basthorst,0,0,0,0,0,0,1,1,1,0
Bastorf,0,0,0,0,0,0,1,1,1,1
Battenberg (Eder),0,0,0,0,0,0,1,1,1,0
Battenberg (Pfalz),0,0,0,0,0,0,1,1,1,1
Battweiler,0,0,0,0,0,0,1,1,1,1
Baudenbach,0,0,0,0,0,0,1,1,1,1
Baumgarten,0,0,0,0,0,0,1,1,1,1
Baumholder,0,0,0,0,0,0,1,1,1,1
Baunach,0,0,0,0,0,0,1,1,1,1
Baunatal,0,0,0,0,0,0,1,1,1,0
Bausendorf,0,0,0,0,0,0,1,1,1,1
Baustert,0,0,0,0,0,0,1,1,1,1
Bautzen / Budyšin,0,0,0,0,0,0,1,1,1,1
Bawinkel,0,0,0,0,0,0,1,1,1,0
Bayerbach,0,0,0,0,0,0,1,1,1,1
Bayerbach b.Ergoldsbach,0,0,0,0,0,0,1,1,1,1
Bayerfeld-Steckweiler,0,0,0,0,0,0,1,1,1,1
Bayerisch Eisenstein,0,0,0,0,0,0,1,1,1,1
Bayerisch Gmain,0,0,0,0,0,0,1,1,1,1
Bayreuth,63,63,63,63,63,7,63,63,63,63
Bayrischzell,0,0,0,0,0,0,1,1,1,1
Bebensee,0,0,0,0,0,0,1,1,1,0
Bebra,0,0,0,0,0,0,1,1,1,0
Becheln,0,0,0,0,0,0,1,1,1,1
Bechenheim,0,0,0,0,0,0,1,1,1,1
Becherbach,0,0,0,0,0,0,1,1,1,1
Becherbach bei Kirn,0,0,0,0,0,0,1,1,1,1
Bechstedt,0,0,0,0,0,0,1,1,1,1
Bechtheim,0,0,0,0,0,0,1,1,1,1
Bechtolsheim,0,0,0,0,0,0,1,1,1,1
Bechtsrieth,0,0,0,0,0,0,1,1,1,1
Beckdorf,0,0,0,0,0,0,1,1,1,0
Beckedorf,0,0,0,0,0,0,1,1,1,0
Beckeln,0,0,0,0,0,0,1,1,1,0
Beckingen,0,0,0,0,0,0,1,1,1,1
Beckum,0,0,0,0,0,0,1,1,1,0
Bedburg,7,7,7,7,7,1,7,7,7,0
Bedburg-Hau,0,0,0,0,0,0,1,1,1,0
Bedesbach,0,0,0,0,0,0,1,1,1,1
Beedenbostel,0,0,0,0,0,0,1,1,1,0
Beelen,0,0,0,0,0,0,1,1,1,0
Beelitz,0,0,0,0,0,0,1,1,1,1
Beendorf,0,0,0,0,0,0,1,1,1,1
Beeskow,0,0,0,0,0,0,1,1,1,1
Beesten,0,0,0,0,0,0,1,1,1,0
Beetzendorf,0,0,0,0,0,0,1,1,1,1
Beetzsee,0,0,0,0,0,0,1,1,1,1
Beetzseeheide,0,0,0,0,0,0,1,1,1,1
Beggerow,0,0,0,0,0,0,1,1,1,1
Behlendorf,0,0,0,0,0,0,1,1,1,0
Behren-Lubchin,0,0,0,0,0,0,1,1,1,1
Behrendorf,0,0,0,0,0,0,1,1,1,0
Behrenhoff,0,0,0,0,0,0,1,1,1,1
Behrensdorf (Ostsee),0,0,0,0,0,0,1,1,1,0
Behringersdorfer Forst,0,0,0,0,0,0,1,0,1,1
Beidenfleth,0,0,0,0,0,0,1,1,1,0
Beiersdorf,0,0,0,0,0,0,1,1,1,1
Beiersdorf-Freudenberg,0,0,0,0,0,0,1,1,1,1
Beierstedt,0,0,0,0,0,0,1,1,1,0
Beilingen,0,0,0,0,0,0,1,1,1,1
Beilngries,0,0,0,0,0,0,1,1,1,1
Beilrode,0,0,0,0,0,0,1,1,1,1
Beimerstetten,0,0,0,0,0,0,1,1,1,1
Beindersheim,7,7,7,7,7,1,7,7,7,7
Beinerstadt,0,0,0,0,0,0,1,1,1,1
Beinhausen,0,0,0,0,0,0,1,1,1,1
Bekdorf,0,0,0,0,0,0,1,1,1,0
Bekmunde,0,0,0,0,0,0,1,1,1,0
Bekond,0,0,0,0,0,0,1,1,1,1
Belau,0,0,0,0,0,0,1,1,1,0
Beldorf,0,0,0,0,0,0,1,1,1,0
Belg,0,0,0,0,0,0,1,1,1,1
Belgern-Schildau,0,0,0,0,0,0,1,1,1,1
Belgershain,0,0,0,0,0,0,1,1,1,1
Belgweiler,0,0,0,0,0,0,1,1,1,1
Bell,0,0,0,0,0,0,1,1,1,1
Bell (Hunsruck),0,0,0,0,0,0,1,1,1,1
Bellenberg,0,0,0,0,0,0,1,1,1,1
Bellheim,0,0,0,0,0,0,1,1,1,1
Bellingen,0,0,0,0,0,0,1,1,1,1
Bellstedt,0,0,0,0,0,0,1,1,1,1
Belm,0,0,0,0,0,0,1,1,1,0
Belrieth,0,0,0,0,0,0,1,1,1,1
Belsch,0,0,0,0,0,0,1,1,1,1
Beltheim,0,0,0,0,0,0,1,1,1,1
Belum,0,0,0,0,0,0,1,1,1,0
Bempflingen,0,0,0,0,0,0,1,1,1,1
Bendestorf,7,7,7,7,7,1,7,7,7,0
Bendfeld,0,0,0,0,0,0,1,1,1,0
Benediktbeuern,0,0,0,0,0,0,1,1,1,1
Bengel,0,0,0,0,0,0,1,1,1,1
Bengerstorf,0,0,0,0,0,0,1,1,1,1
Benitz,0,0,0,0,0,0,1,1,1,1
Benndorf,0,0,0,0,0,0,1,1,1,1
Bennewitz,7,7,7,7,7,1,7,7,7,7
Bennhausen,0,0,0,0,0,0,1,1,1,1
Benningen,0,0,0,0,0,0,1,1,1,1
Benningen am Neckar,0,0,0,0,0,0,1,1,1,1
Bensdorf,0,0,0,0,0,0,1,1,1,1
Bensheim,0,0,0,0,0,0,1,1,1,0
Bentwisch,0,0,0,0,0,0,1,1,1,1
Bentzin,0,0,0,0,0,0,1,1,1,1
Benzweiler,0,0,0,0,0,0,1,1,1,1
Beratzhausen,7,7,7,7,7,0,7,7,7,7
Berching,0,0,0,0,0,0,1,1,1,1
Berchtesgaden,0,0,0,0,0,0,1,1,1,1
Bereborn,0,0,0,0,0,0,1,1,1,1
Berenbach,0,0,0,0,0,0,1,1,1,1
Berg (Pfalz),0,0,0,0,0,0,1,1,1,1
Berg b.Neumarkt i.d.OPf.,0,0,0,0,0,0,1,1,1,1
Berg im Gau,0,0,0,0,0,0,1,1,1,1
Berga,28,28,28,28,28,4,28,28,28,28
Berga/Elster,0,0,0,0,0,0,1,1,1,1
Bergatreute,0,0,0,0,0,0,1,1,1,1
Bergen an der Dumme,0,0,0,0,0,0,1,1,1,0
Bergen auf Rugen,0,0,0,0,0,0,1,1,1,1
Bergenhausen,0,0,0,0,0,0,1,1,1,1
Bergenhusen,0,0,0,0,0,0,1,1,1,0
Bergewohrden,0,0,0,0,0,0,1,1,1,0
Bergfeld,0,0,0,0,0,0,1,1,1,0
Berghaupten,0,0,0,0,0,0,1,1,1,1
Berghausen,0,0,0,0,0,0,1,1,1,1
Bergholz,0,0,0,0,0,0,1,1,1,1
Berghulen,0,0,0,0,0,0,1,1,1,1
Bergisch Gladbach,28,28,28,28,28,4,28,28,28,0
Bergkamen,0,0,0,0,0,0,1,1,1,0
Bergkirchen,0,0,0,0,0,0,1,1,1,1
Berglangenbach,0,0,0,0,0,0,1,1,1,1
Berglen,14,14,14,14,14,2,14,14,14,14
Berglern,7,7,7,7,7,0,7,7,7,7
Berglicht,0,0,0,0,0,0,1,1,1,1
Bergneustadt,0,0,0,0,0,0,1,1,1,0
Bergrheinfeld,0,0,0,0,0,0,1,1,1,1
Bergtheim,7,7,7,7,7,0,7,7,7,7
Bergweiler,0,0,0,0,0,0,1,1,1,1
Beringstedt,0,0,0,0,0,0,1,1,1,0
Berka v. d. Hainich,0,0,0,0,0,0,1,1,1,1
Berkatal,0,0,0,0,0,0,1,1,1,0
Berkenbruck,14,14,14,14,14,2,14,14,14,14
Berkenthin,0,0,0,0,0,0,1,1,1,0
Berkheim,14,14,14,14,14,2,14,14,14,14
Berkholz-Meyenburg,0,0,0,0,0,0,1,1,1,1
Berkoth,0,0,0,0,0,0,1,1,1,1
Berlin,2814,2814,2814,2814,2814,350,2814,2814,2814,0
Berlingen,0,0,0,0,0,0,1,1,1,1
Berlingerode,0,0,0,0,0,0,1,1,1,1
Bermatingen,0,0,0,0,0,0,1,1,1,1
Bermel,0,0,0,0,0,0,1,1,1,1
Bermersheim,0,0,0,0,0,0,1,1,1,1
Bermersheim vor der Hohe,0,0,0,0,0,0,1,1,1,1
Bernau a.Chiemsee,0,0,0,0,0,0,1,1,1,1
Bernau bei Berlin,28,28,28,28,28,0,28,28,28,28
Bernau im Schwarzwald,0,0,0,0,0,0,1,1,1,1
Bernbeuren,0,0,0,0,0,0,1,1,1,1
Bernburg (Saale),0,0,0,0,0,0,1,1,1,1
Berndorf,0,0,0,0,0,0,1,1,1,1
Berndroth,0,0,0,0,0,0,1,1,1,1
Berne,0,0,0,0,0,0,1,1,1,0
Berngau,0,0,0,0,0,0,1,1,1,1
Bernhardswald,0,0,0,0,0,0,1,1,1,1
Bernitt,0,0,0,0,0,0,1,1,1,1
Bernkastel-Kues,0,0,0,0,0,0,1,1,1,1
Bernried,0,0,0,0,0,0,1,1,1,1
Bernried am Starnberger See,0,0,0,0,0,0,1,1,1,1
Bernstadt,56,56,56,56,56,9,56,56,56,56
Bernstadt a. d. Eigen,0,0,0,0,0,0,1,1,1,1
Bernstorf,0,0,0,0,0,0,1,1,1,1
Berod bei Hachenburg,0,0,0,0,0,0,1,1,1,1
Berod bei Wallmerod,0,0,0,0,0,0,1,1,1,1
Berscheid,0,0,0,0,0,0,1,1,1,1
Berschweiler bei Baumholder,0,0,0,0,0,0,1,1,1,1
Berschweiler bei Kirn,0,0,0,0,0,0,1,1,1,1
Bersenbruck,0,0,0,0,0,0,1,1,1,0
Bersteland,0,0,0,0,0,0,1,1,1,1
Bertsdorf-Hornitz,0,0,0,0,0,0,1,1,1,1
Berumbur,0,0,0,0,0,0,1,1,1,0
Berzhahn,0,0,0,0,0,0,1,1,1,1
Berzhausen,0,0,0,0,0,0,1,1,1,1
Bescheid,0,0,0,0,0,0,1,1,1,1
Beschendorf,0,0,0,0,0,0,1,1,1,0
Besdorf,0,0,0,0,0,0,1,1,1,0
Beselich,0,0,0,0,0,0,1,1,1,0
Besenthal,0,0,0,0,0,0,1,1,1,0
Beseritz,0,0,0,0,0,0,1,1,1,1
Besigheim,0,0,0,0,0,0,1,1,1,1
Besitz,0,0,0,0,0,0,1,1,1,1
Bessenbach,0,0,0,0,0,0,1,1,1,1
Bestensee,98,98,98,98,98,14,98,98,98,98
Bestwig,0,0,0,0,0,0,1,1,1,0
Bethenhausen,0,0,0,0,0,0,1,1,1,1
Betteldorf,0,0,0,0,0,0,1,1,1,1
Bettendorf,0,0,0,0,0,0,1,1,1,1
Bettenfeld,0,0,0,0,0,0,1,1,1,1
Bettingen,0,0,0,0,0,0,1,1,1,1
Betzdorf,0,0,0,0,0,0,1,1,1,1
Betzendorf,0,0,0,0,0,0,1,1,1,0
Betzenstein,0,0,0,0,0,0,1,1,1,1
Betzenweiler,0,0,0,0,0,0,1,1,1,1
Betzigau,0,0,0,0,0,0,1,1,1,1
Beulich,0,0,0,0,0,0,1,1,1,1
Beuren (Hochwald),0,0,0,0,0,0,1,1,1,1
Beuron,0,0,0,0,0,0,1,1,1,1
Beutelsbach,0,0,0,0,0,0,1,1,1,1
Beverstedt,0,0,0,0,0,0,1,1,1,0
Beverungen,0,0,0,0,0,0,1,1,1,0
Bexbach,0,0,0,0,0,0,1,1,1,1
Biberach,7,7,7,7,7,1,7,7,7,7
Biberach an der Riss,0,0,0,0,0,0,1,1,1,1
Biberbach,0,0,0,0,0,0,1,1,1,1
Bibertal,0,0,0,0,0,0,1,1,1,1
Biblis,0,0,0,0,0,0,1,1,1,0
Bibow,0,0,0,0,0,0,1,1,1,1
Bibra,0,0,0,0,0,0,1,1,1,1
Biburg,0,0,0,0,0,0,1,1,1,1
Bichl,0,0,0,0,0,0,1,1,1,1
Bickendorf,0,0,0,0,0,0,1,1,1,1
Bidingen,0,0,0,0,0,0,1,1,1,1
Biebelnheim,0,0,0,0,0,0,1,1,1,1
Biebelried,0,0,0,0,0,0,1,1,1,1
Biebelsheim,0,0,0,0,0,0,1,1,1,1
Bieberehren,0,0,0,0,0,0,1,1,1,1
Biebergemund,0,0,0,0,0,0,1,1,1,0
Biebern,0,0,0,0,0,0,1,1,1,1
Biebertal,0,0,0,0,0,0,1,1,1,0
Biebesheim am Rhein,0,0,0,0,0,0,1,1,1,0
Biebrich,0,0,0,0,0,0,1,1,1,1
Biedenkopf,0,0,0,0,0,0,1,1,1,0
Biederbach,0,0,0,0,0,0,1,1,1,1
Biederitz,14,14,14,14,14,3,14,14,14,14
Biedershausen,0,0,0,0,0,0,1,1,1,1
Biedesheim,0,0,0,0,0,0,1,1,1,1
Bielefeld,49,49,49,49,49,6,49,49,49,0
Biendorf,0,0,0,0,0,0,1,1,1,1
Bienenbuttel,0,0,0,0,0,0,1,1,1,0
Bienstadt,0,0,0,0,0,0,1,1,1,1
Biersdorf am See,0,0,0,0,0,0,1,1,1,1
Biesdorf,0,0,0,0,0,0,1,1,1,1
Biesenthal,0,0,0,0,0,0,1,1,1,1
Biessenhofen,21,21,21,21,21,0,21,21,21,21
Bietigheim,0,0,0,0,0,0,1,1,1,1
Bietigheim-Bissingen,14,14,14,14,14,2,14,14,14,14
Bilkheim,0,0,0,0,0,0,1,1,1,1
Billerbeck,0,0,0,0,0,0,1,1,1,0
Billigheim,7,7,7,7,7,1,7,7,7,7
Billigheim-Ingenheim,0,0,0,0,0,0,1,1,1,1
Bilsen,14,14,14,14,14,2,14,14,14,0
Bilshausen,0,0,0,0,0,0,1,1,1,0
Bimohlen,0,0,0,0,0,0,1,1,1,0
Binau,0,0,0,0,0,0,1,1,1,1
Bindlach,0,0,0,0,0,0,1,1,1,1
Bingen,14,14,14,14,14,2,14,14,14,14
Bingen am Rhein,0,0,0,0,0,0,1,1,1,1
Binnen,0,0,0,0,0,0,1,1,1,0
Binningen,0,0,0,0,0,0,1,1,1,1
Binsfeld,0,0,0,0,0,0,1,1,1,1
Binswangen,0,0,0,0,0,0,1,1,1,1
Binz,0,0,0,0,0,0,1,1,1,1
Binzen,0,0,0,0,0,0,1,1,1,1
Bippen,0,0,0,0,0,0,1,1,1,0
Birenbach,0,0,0,0,0,0,1,1,1,1
Birgel,0,0,0,0,0,0,1,1,1,1
Birgland,0,0,0,0,0,0,1,1,1,1
Birkach,0,0,0,0,0,0,1,0,1,1
Birken-Honigsessen,0,0,0,0,0,0,1,1,1,1
Birkenau,0,0,0,0,0,0,1,1,1,0
Birkenbeul,0,0,0,0,0,0,1,1,1,1
Birkenfelde,0,0,0,0,0,0,1,1,1,1
Birkenheide,0,0,0,0,0,0,1,1,1,1
Birkenhordt,0,0,0,0,0,0,1,1,1,1
Birkenwerder,119,119,119,119,119,17,119,119,119,119
Birkheim,0,0,0,0,0,0,1,1,1,1
Birkweiler,0,0,0,0,0,0,1,1,1,1
Birlenbach,0,0,0,0,0,0,1,1,1,1
Birnbach,0,0,0,0,0,0,1,1,1,1
Birnbaum,0,0,0,0,0,0,1,0,1,1
Birresborn,0,0,0,0,0,0,1,1,1,1
Birstein,0,0,0,0,0,0,1,1,1,0
Birtlingen,7,7,7,7,7,1,7,7,7,7
Birx,0,0,0,0,0,0,1,1,1,1
Bischberg,0,0,0,0,0,0,1,1,1,1
Bischbrunn,7,7,7,7,7,0,7,7,7,7
Bischheim,0,0,0,0,0,0,1,1,1,1
Bischoffen,0,0,0,0,0,0,1,1,1,0
Bischofrod,0,0,0,0,0,0,1,1,1,1
Bischofroda,0,0,0,0,0,0,1,1,1,1
Bischofsgrun,0,0,0,0,0,0,1,1,1,1
Bischofsgruner Forst,0,0,0,0,0,0,1,0,1,1
Bischofsheim,28,28,28,28,28,0,28,28,28,0
Bischofsheim i.d.Rhon,0,0,0,0,0,0,1,1,1,1
Bischofsmais,0,0,0,0,0,0,1,1,1,1
Bischofswerda,35,35,35,35,35,7,35,35,35,35
Bischofswiesen,0,0,0,0,0,0,1,1,1,1
Bischweier,0,0,0,0,0,0,1,1,1,1
Bisingen,7,7,7,7,7,1,7,7,7,7
Bismark (Altmark),0,0,0,0,0,0,1,1,1,1
Bispingen,0,0,0,0,0,0,1,1,1,0
Bissee,0,0,0,0,0,0,1,1,1,0
Bissendorf,0,0,0,0,0,0,1,1,1,0
Bissersheim,0,0,0,0,0,0,1,1,1,1
Bissingen,0,0,0,0,0,0,1,1,1,1
Bissingen an der Teck,0,0,0,0,0,0,1,1,1,1
Bisterschied,0,0,0,0,0,0,1,1,1,1
Bitburg,21,21,21,21,21,3,21,21,21,21
Bitterfeld-Wolfen,0,0,0,0,0,0,1,1,1,1
Bitz,7,7,7,7,7,1,7,7,7,7
Bitzen,0,0,0,0,0,0,1,1,1,1
Blaibach,7,7,7,7,7,1,7,7,7,7
Blaichach,0,0,0,0,0,0,1,1,1,1
Blankenbach,0,0,0,0,0,0,1,1,1,1
Blankenberg,0,0,0,0,0,0,1,1,1,1
Blankenburg,0,0,0,0,0,0,1,1,1,1
Blankenburg (Harz),0,0,0,0,0,0,1,1,1,1
Blankenfelde-Mahlow,168,175,175,175,168,25,175,175,175,175
Blankenhagen,0,0,0,0,0,0,1,1,1,1
Blankenhain,0,0,0,0,0,0,1,1,1,1
Blankenhof,0,0,0,0,0,0,1,1,1,1
Blankenrath,0,0,0,0,0,0,1,1,1,1
Blaubach,0,0,0,0,0,0,1,1,1,1
Blaubeuren,0,0,0,0,0,0,1,1,1,1
Blaufelden,0,0,0,0,0,0,1,1,1,1
Blaustein,0,0,0,0,0,0,1,1,1,1
Bleckede,0,0,0,0,0,0,1,1,1,0
Bleckhausen,0,0,0,0,0,0,1,1,1,1
Bleialf,0,0,0,0,0,0,1,1,1,1
Bleicherode,14,14,14,14,14,2,14,14,14,14
Blekendorf,0,0,0,0,0,0,1,1,1,0
Blender,0,0,0,0,0,0,1,1,1,0
Blesewitz,0,0,0,0,0,0,1,1,1,1
Bleyen-Genschmar,0,0,0,0,0,0,1,1,1,1
Bliedersdorf,0,0,0,0,0,0,1,1,1,0
Bliesdorf,0,0,0,0,0,0,1,1,1,1
Blieskastel,28,28,28,28,28,4,28,28,28,28
Bliestorf,0,0,0,0,0,0,1,1,1,0
Blievenstorf,0,0,0,0,0,0,1,1,1,1
Blindheim,0,0,0,0,0,0,1,1,1,1
Blomesche Wildnis,0,0,0,0,0,0,1,1,1,0
Blowatz,0,0,0,0,0,0,1,1,1,1
Blumberg,0,0,0,0,0,0,1,1,1,1
Blumenholz,0,0,0,0,0,0,1,1,1,1
Blumenthal,0,0,0,0,0,0,1,1,1,0
Blunk,0,0,0,0,0,0,1,1,1,0
Bobeck,0,0,0,0,0,0,1,1,1,1
Bobenheim am Berg,0,0,0,0,0,0,1,1,1,1
Bobenheim-Roxheim,14,14,14,14,14,2,14,14,14,14
Bobenthal,0,0,0,0,0,0,1,1,1,1
Bobing,0,0,0,0,0,0,1,1,1,1
Bobingen an der Rems,0,0,0,0,0,0,1,1,1,1
Bobitz,7,7,7,7,7,1,7,7,7,7
Boblingen,21,21,21,21,21,3,21,21,21,21
Bobrach,0,0,0,0,0,0,1,1,1,1
Bobritzsch-Hilbersdorf,0,0,0,0,0,0,1,1,1,1
Bobzin,0,0,0,0,0,0,1,1,1,1
Bochingen,0,0,0,0,0,0,1,1,1,1
Bocholt,35,35,35,35,35,10,35,35,35,0
Bochum,140,140,140,140,140,17,140,140,140,0
Bocka,0,0,0,0,0,0,1,1,1,1
Bockau,0,0,0,0,0,0,1,1,1,1
Bockenau,0,0,0,0,0,0,1,1,1,1
Bockenem,0,0,0,0,0,0,1,1,1,0
Bockenheim an der Weinstrasse,0,0,0,0,0,0,1,1,1,1
Bockhorst,0,0,0,0,0,0,1,1,1,0
Bodelshausen,0,0,0,0,0,0,1,1,1,1
Bodelwitz,0,0,0,0,0,0,1,1,1,1
Boden,0,0,0,0,0,0,1,1,1,1
Bodenbach,0,0,0,0,0,0,1,1,1,1
Bodenfelde,7,7,7,7,7,3,7,7,7,0
Bodenheim,0,0,0,0,0,0,1,1,1,1
Bodenkirchen,14,14,14,14,14,1,14,14,14,14
Bodenmais,7,7,7,7,7,0,7,7,7,7
Bodenrode-Westhausen,0,0,0,0,0,0,1,1,1,1
Bodensee,0,0,0,0,0,0,1,1,1,0
Bodenwerder,0,0,0,0,0,0,1,1,1,0
Bodenwohr,0,0,0,0,0,0,1,1,1,1
Bodman-Ludwigshafen,0,0,0,0,0,0,1,1,1,1
Bodnegg,0,0,0,0,0,0,1,1,1,1
Bodolz,14,14,14,14,14,0,14,14,14,14
Boel,0,0,0,0,0,0,1,1,1,0
Bogel,7,7,7,7,7,0,7,7,7,7
Bogen,7,7,7,7,7,0,7,7,7,7
Bohen,0,0,0,0,0,0,1,1,1,1
Bohl-Iggelheim,0,0,0,0,0,0,1,1,1,1
Bohlen,0,0,0,0,0,0,1,1,1,1
Bohme,0,0,0,0,0,0,1,1,1,0
Bohmenkirch,14,14,14,14,14,2,14,14,14,14
Bohmfeld,0,0,0,0,0,0,1,1,1,1
Bohmstedt,0,0,0,0,0,0,1,1,1,0
Bohmte,0,0,0,0,0,0,1,1,1,0
Bohnhusen,0,0,0,0,0,0,1,1,1,0
Boiensdorf,0,0,0,0,0,0,1,1,1,1
Boitze,0,0,0,0,0,0,1,1,1,0
Boitzenburger Land,0,0,0,0,0,0,1,1,1,1
Boizenburg/ Elbe,0,0,0,0,0,0,1,1,1,1
Bokelrehm,0,0,0,0,0,0,1,1,1,0
Bokensdorf,0,0,0,0,0,0,1,1,1,0
Bokholt-Hanredder,0,0,0,0,0,0,1,1,1,0
Bokhorst,0,0,0,0,0,0,1,1,1,0
Boklund,0,0,0,0,0,0,1,1,1,0
Boksee,0,0,0,0,0,0,1,1,1,0
Bolanden,0,0,0,0,0,0,1,1,1,1
Boldekow,0,0,0,0,0,0,1,1,1,1
Bollen,0,0,0,0,0,0,1,1,1,1
Bollenbach,0,0,0,0,0,0,1,1,1,1
Bollenborn,0,0,0,0,0,0,1,1,1,1
Bollendorf,0,0,0,0,0,0,1,1,1,1
Bollewick,0,0,0,0,0,0,1,1,1,1
Bollingstedt,0,0,0,0,0,0,1,1,1,0
Bollschweil,0,0,0,0,0,0,1,1,1,1
Bolsberg,0,0,0,0,0,0,1,1,1,1
Bolsterlang,0,0,0,0,0,0,1,1,1,1
Boltenhagen,0,0,0,0,0,0,1,1,1,1
Boms,0,0,0,0,0,0,1,1,1,1
Bondelum,0,0,0,0,0,0,1,1,1,0
Bondorf,0,0,0,0,0,0,1,1,1,1
Bonebuttel,0,0,0,0,0,0,1,1,1,0
Bonefeld,0,0,0,0,0,0,1,1,1,1
Bonen,0,0,0,0,0,0,1,1,1,0
Bonerath,0,0,0,0,0,0,1,1,1,1
Bongard,0,0,0,0,0,0,1,1,1,1
Bonn,14,14,14,14,14,1,14,14,14,0
Bonndorf im Schwarzwald,0,0,0,0,0,0,1,1,1,1
Bonnigheim,0,0,0,0,0,0,1,1,1,1
Bonningstedt,77,77,77,77,77,5,77,77,77,0
Bonstetten,0,0,0,0,0,0,1,1,1,1
Boock,0,0,0,0,0,0,1,1,1,1
Boostedt,0,0,0,0,0,0,1,1,1,0
Bopfingen,0,0,0,0,0,0,1,1,1,1
Boppard,0,0,0,0,0,0,1,1,1,1
Borchen,0,0,0,0,0,0,1,1,1,0
Borde-Hakel,0,0,0,0,0,0,1,1,1,1
Bordeaue,0,0,0,0,0,0,1,1,1,1
Bordeland,0,0,0,0,0,0,1,1,1,1
Bordelum,0,0,0,0,0,0,1,1,1,0
Bordesholm,21,21,21,21,21,2,21,21,21,0
Boren,0,0,0,0,0,0,1,1,1,0
Borfink,0,0,0,0,0,0,1,1,1,1
Borgdorf-Seedorf,0,0,0,0,0,0,1,1,1,0
Borgentreich,0,0,0,0,0,0,1,1,1,0
Borger,0,0,0,0,0,0,1,1,1,0
Borgerende-Rethwisch,0,0,0,0,0,0,1,1,1,1
Borgholzhausen,0,0,0,0,0,0,1,1,1,0
Borgstedt,7,7,7,7,7,1,7,7,7,0
Borgsum,0,0,0,0,0,0,1,1,1,0
Borgwedel,0,0,0,0,0,0,1,1,1,0
Borken,14,14,14,14,14,0,14,14,14,0
Borken (Hessen),0,0,0,0,0,0,1,1,1,0
Borkheide,14,14,14,14,14,2,14,14,14,14
Borkow,0,0,0,0,0,0,1,1,1,1
Borkum,0,0,0,0,0,0,1,1,1,0
Borkwalde,0,0,0,0,0,0,1,1,1,1
Borler,0,0,0,0,0,0,1,1,1,1
Borm,0,0,0,0,0,0,1,1,1,0
Born a. Darss,0,0,0,0,0,0,1,1,1,1
Borna,98,98,98,98,98,12,98,98,98,98
Borne,0,0,0,0,0,0,1,1,1,1
Bornhagen,14,14,14,14,14,2,14,14,14,14
Bornholt,0,0,0,0,0,0,1,1,1,0
Bornhoved,0,0,0,0,0,0,1,1,1,0
Bornich,0,0,0,0,0,0,1,1,1,1
Bornichen/Erzgeb.,0,0,0,0,0,0,1,1,1,1
Bornsen,0,0,0,0,0,0,1,1,1,0
Bornstedt,0,0,0,0,0,0,1,1,1,1
Borod,0,0,0,0,0,0,1,1,1,1
Borrentin,0,0,0,0,0,0,1,1,1,1
Borrstadt,0,0,0,0,0,0,1,1,1,1
Borsborn,0,0,0,0,0,0,1,1,1,1
Borsdorf,0,0,0,0,0,0,1,1,1,1
Borsfleth,0,0,0,0,0,0,1,1,1,0
Borslingen,0,0,0,0,0,0,1,1,1,1
Borssum,0,0,0,0,0,0,1,1,1,0
Borstel-Hohenraden,0,0,0,0,0,0,1,1,1,0
Borstorf,0,0,0,0,0,0,1,1,1,0
