,crime,city,law,date,background,suspects,party,Land
14081,Beleidigung,Warin,Â§ 185 StGB,21.05.2019,Nicht zuzuordnen,0,CDU,13
14082,,Warlitz,,,,,,13
14083,,Warlow,,,,,,13
14084,,Warmensteinach,,,,,,9
14085,,Warmensteinacher Forst-Nord,,,,,,9
14086,,Warmsen,,,,,,3
14087,,Warmsroth,,,,,,7
14088,,Warnau,,,,,,1
14089,,Warngau,,,,,,9
14090,,Warnkenhagen,,,,,,13
14091,,Warpe,,,,,,3
14092,,Warrenzin,,,,,,13
14093,,Warringholz,,,,,,1
14094,,Warsow,,,,,,13
14095,,Warstein,,,,,,5
14096,,Wartenberg-Rohrbach,,,,,,7
14097,,Warthausen,,,,,,8
14098,,Wartmannsroth,,,,,,9
14099,,Warwerort,,,,,,1
14100,,Wasbek,,,,,,1
14101,,Wasbuttel,,,,,,3
14102,,Waschenbeuren,,,,,,8
14103,,Wasenbach,,,,,,7
14104,,Wassenach,,,,,,7
14105,Diebstahl,Wassenberg,Â§ 242 StGB,03.05.2019,Links,0,AfD,5
14106,,Wasserburg (Bodensee),,,,,,9
14107,,Wasserburg a.Inn,,,,,,9
14108,,Wasserliesch,,,,,,7
14109,,Wasserlosen,,,,,,9
14110,,Wasserthaleben,,,,,,16
14111,,Wassertrudingen,,,,,,9
14112,,Wasungen,,,,,,16
14113,,Wathlingen,,,,,,3
14114,,Wattenbek,,,,,,1
14115,,Wattendorf,,,,,,9
14116,,Wattenheim,,,,,,7
14117,,Watzerath,,,,,,7
14118,,Waxweiler,,,,,,7
14119,,Wechingen,,,,,,9
14120,Sachbeschadigung,Wechselburg,STGB-303,18.08.2019,Nicht zuzuordnen,0,CDU,14
14121,Sachbeschadigung,Wechselburg,STGB-303,18.08.2019,Nicht zuzuordnen,0,CDU,14
14122,Sachbeschadigung,Wechselburg,STGB-303,18.08.2019,Nicht zuzuordnen,0,AfD,14
14123,,Weddelbrook,,,,,,1
14124,,Weddingstedt,,,,,,1
14125,Beleidigung,Wedel,Â§ 185 StGB,18.04.2019,Links,1,AfD,1
14126,Sachbeschadigung,Wedel,Â§ 303 StGB,23.04.2019,Links,1,AfD,1
14127,Diebstahl,Wedel,Â§ 242 StGB,23.04.2019,Links,0,AfD,1
14128,Diebstahl,Wedel,Â§ 242 StGB,23.04.2019,Links,0,AfD,1
14129,Diebstahl,Wedel,Â§ 242 StGB,23.04.2019,Links,0,AfD,1
14130,Diebstahl,Wedel,Â§ 242 StGB,23.04.2019,Links,0,AfD,1
14131,Diebstahl,Wedel,Â§ 242 StGB,23.04.2019,Links,0,AfD,1
14132,Diebstahl,Wedel,Â§ 242 StGB,23.04.2019,Links,0,AfD,1
14133,Diebstahl,Wedel,Â§ 242 StGB,23.04.2019,Links,0,AfD,1
14134,Diebstahl,Wedel,Â§ 242 StGB,28.05.2019,Links,0,AfD,1
14135,Diebstahl,Wedel,Â§ 242 StGB,28.05.2019,Links,0,AfD,1
14136,Diebstahl,Wedel,Â§ 242 StGB,28.05.2019,Links,0,AfD,1
14137,Sachbeschadigung,Wedemark,Â§ 303 StGB,07.04.2019,Nicht zuzuordnen,0,CDU,3
14138,Sachbeschadigung,Wedemark,Â§ 303 StGB,07.04.2019,Nicht zuzuordnen,0,CDU,3
14139,Sachbeschadigung,Wedemark,Â§ 303 StGB,04.05.2019,Nicht zuzuordnen,0,Sonstige Partei,3
14140,,Wedendorfersee,,,,,,13
14141,,Weede,,,,,,1
14142,Sachbeschadigung,Weener,Â§ 303 StGB,07.05.2019,Nicht zuzuordnen,0,SPD,3
14143,,Wees,,,,,,1
14144,,Weesby,,,,,,1
14145,,Weeze,,,,,,5
14146,,Wefensleben,,,,,,15
14147,,Wegberg,,,,,,5
14148,,Wegeleben,,,,,,15
14149,,Wegscheid,,,,,,9
14150,,Wehingen,,,,,,8
14151,,Wehnde,,,,,,16
14152,,Wehrbleck,,,,,,3
14153,,Wehretal,,,,,,6
14154,,Wehrheim,,,,,,6
14155,,Wehringen,,,,,,9
14156,,Weibern,,,,,,7
14157,,Weibersbrunn,,,,,,9
14158,,Weichering,,,,,,9
14159,,Weichs,,,,,,9
14160,,Weida,,,,,,16
14161,Sachbeschadigung,Weiden,Â§ 303 StGB,26.04.2019,Nicht zuzuordnen,0,CSU,7
14162,Sachbeschadigung,Weiden,Â§ 303 StGB,15.05.2019,Nicht zuzuordnen,1,AfD,7
14163,,Weiden i.d.OPf.,,,,,,9
14164,,Weidenberg,,,,,,9
14165,,Weidenhahn,,,,,,7
14166,,Weidenstetten,,,,,,8
14167,Diebstahl,Weidenthal,Â§ 242 StGB,26.04.2019,Nicht zuzuordnen,0,Sonstige Partei,7
14168,,Weidhausen b.Coburg,,,,,,9
14169,,Weidingen,,,,,,7
14170,,Weigendorf,,,,,,9
14171,,Weigenheim,,,,,,9
14172,,Weigler,,,,,,9
14173,,Weihenzell,,,,,,9
14174,,Weiherhammer,,,,,,9
14175,,Weihmichl,,,,,,9
14176,,Weikersheim,,,,,,8
14177,,Weil,,,,,,9
14178,Sachbeschadigung,Weil am Rhein,Â§ 303 StGB,13.05.2019,Nicht zuzuordnen,0,AfD,8
14179,,Weil der Stadt,,,,,,8
14180,,Weil im Schonbuch,,,,,,8
14181,,Weilar,,,,,,16
14182,,Weilbach,,,,,,9
14183,,Weilburg,,,,,,6
14184,,Weilen unter den Rinnen,,,,,,8
14185,,Weiler bei Bingen,,,,,,7
14186,,Weiler bei Monzingen,,,,,,7
14187,,Weiler-Simmerberg,,,,,,9
14188,,Weilerbach,,,,,,7
14189,,Weilersbach,,,,,,9
14190,,Weilerswist,,,,,,5
14191,,Weilheim,,,,,,8
14192,,Weilheim an der Teck,,,,,,8
14193,,Weilheim i.OB,,,,,,9
14194,,Weilmunster,,,,,,6
14195,,Weilrod,,,,,,6
14196,,Weiltingen,,,,,,9
14197,Sachbeschadigung,Weimar,STGB-303,24.09.2019,Nicht zuzuordnen,0,SPD,16
14198,Sachbeschadigung,Weimar,Â§ 303 StGB,05.05.2019,Nicht zuzuordnen,2,SPD,16
14199,Sachbeschadigung,Weimar,Â§ 303 StGB,06.05.2019,Nicht zuzuordnen,0,SPD,16
14200,Sachbeschadigung,Weimar,Â§ 303 StGB,06.05.2019,Links,0,SPD,16
14201,Sachbeschadigung,Weimar,Â§ 303 StGB,10.05.2019,Links,0,AfD,16
14202,Sachbeschadigung,Weimar,Â§ 303 StGB,14.05.2019,Nicht zuzuordnen,1,SPD,16
14203,Sachbeschadigung,Weimar,Â§ 303 StGB,14.05.2019,Nicht zuzuordnen,0,SPD,16
14204,Sachbeschadigung,Weimar,Â§ 303 StGB,14.05.2019,Links,0,AfD,16
14205,Sachbeschadigung,Weimar,Â§ 303 StGB,14.05.2019,Links,0,AfD,16
14206,Sachbeschadigung,Weimar,Â§ 303 StGB,21.05.2019,Links,1,CDU,16
14207,Sachbeschadigung,Weimar,STGB-303,24.09.2019,Nicht zuzuordnen,0,SPD,16
14208,Sachbeschadigung,Weimar,Â§ 303 StGB,16.10.2019,Links,0,FDP,16
14209,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Weimar,Â§ 86a StGB,16.10.2019,Links,0,FDP,16
14210,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Weimar,Â§ 86a StGB,18.10.2019,Nicht zuzuordnen,0,SPD,16
14211,Sachbeschadigung,Weimar,Â§ 303 StGB,15.10.2019,Nicht zuzuordnen,0,GRÜNE,16
14212,Sachbeschadigung,Weimar,Â§ 303 StGB,16.10.2019,Rechts,0,SPD,16
14213,Sachbeschadigung,Weimar,Â§ 303 StGB,17.10.2019,Links,1,SPD,16
14214,Sachbeschadigung,Weimar,Â§ 303 StGB,18.10.2019,Nicht zuzuordnen,0,SPD,16
14215,Sachbeschadigung,Weimar,Â§ 303 StGB,22.10.2019,Nicht zuzuordnen,0,CDU,16
14216,Sachbeschadigung,Weimar,Â§ 303 StGB,05.05.2019,Nicht zuzuordnen,2,Sonstige Partei,16
14217,Sachbeschadigung,Weimar,Â§ 303 StGB,06.05.2019,Nicht zuzuordnen,0,SPD,16
14218,Sachbeschadigung,Weimar,Â§ 303 StGB,06.05.2019,Links,0,AfD,16
14219,Sachbeschadigung,Weimar,Â§ 303 StGB,14.05.2019,Nicht zuzuordnen,0,CDU,16
14220,Sachbeschadigung,Weimar,Â§ 303 StGB,14.05.2019,Links,0,CDU,16
14221,Sachbeschadigung,Weimar,Â§ 303 StGB,06.05.2019,Nicht zuzuordnen,0,GRÜNE,16
14222,Sachbeschadigung,Weimar,Â§ 303 StGB,06.05.2019,Links,0,SPD,16
14223,,Weimar (Lahn),,,,,,6
14224,,Weinahr,,,,,,7
14225,,Weinbach,,,,,,6
14226,Diebstahl,Weinbohla,STGB-242,11.08.2019,Links,0,AfD,14
14227,Sachbeschadigung,Weinbohla,STGB-303,31.08.2019,Links,0,AfD,14
14228,Besonders schwerer Fall des Diebstahls,Weinbohla,Â§ 243 StGB,26.05.2019,Links,0,AfD,14
14229,Diebstahl,Weinbohla,STGB-242,11.08.2019,Links,0,AfD,14
14230,Sachbeschadigung,Weinbohla,STGB-303,31.08.2019,Links,0,AfD,14
14231,,Weingarten,,,,,,8
14232,,Weingarten (Baden),,,,,,8
14233,,Weingarten (Pfalz),,,,,,7
14234,Verletzung des hochstpersonlichen Lebensbereichs,Weinheim,Â§ 107c StGB,04.06.2019,Nicht zuzuordnen,0,CDU,8
14235,,Weinolsheim,,,,,,7
14236,Diebstahl,Weinsberg,Â§ 242 StGB,19.05.2019,Nicht zuzuordnen,0,AfD,8
14237,,Weinstadt,,,,,,8
14238,,Weira,,,,,,16
14239,Diebstahl,Weischlitz,STGB-242,30.07.2019,Rechts,0,SPD,14
14240,Diebstahl,Weischlitz,STGB-242,30.07.2019,Rechts,0,SPD,14
14241,,Weisel,,,,,,7
14242,,Weisen,,,,,,12
14243,,Weisenbach,,,,,,8
14244,Volksverhetzung,Weisendorf,Â§ 130 StGB,03.05.2019,Rechts,0,CSU,9
14245,,Weisenheim am Berg,,,,,,7
14246,,Weisenheim am Sand,,,,,,7
14247,Sachbeschadigung,Weiskirchen,Â§ 303 StGB,21.04.2019,Nicht zuzuordnen,0,AfD,10
14248,Sachbeschadigung,Weiskirchen,Â§ 303 StGB,21.04.2019,Nicht zuzuordnen,0,AfD,10
14249,Sachbeschadigung,Weiskirchen,Â§ 303 StGB,21.04.2019,Nicht zuzuordnen,0,AfD,10
14250,Sachbeschadigung,Weiskirchen,Â§ 303 StGB,21.04.2019,Nicht zuzuordnen,0,AfD,10
14251,,Weismain,,,,,,9
14252,,Weissach,,,,,,8
14253,,Weissach im Tal,,,,,,8
14254,,Weissdorf,,,,,,9
14255,,Weissenberg / Wóspork,,,,,,14
14256,,Weissenborn/Erzgeb.,,,,,,14
14257,,Weissenbrunn,,,,,,9
14258,,Weissenburg i.Bay.,,,,,,9
14259,,Weissendorf,,,,,,16
14260,Sachbeschadigung,Weissenfels,Â§ 303 StGB,03.05.2019,Nicht zuzuordnen,0,SPD,15
14261,,Weissenhorn,,,,,,9
14262,,Weissenohe,,,,,,9
14263,,Weissensberg,,,,,,9
14264,,Weissensee,,,,,,16
14265,,Weissenstadt,,,,,,9
14266,,Weissenstadter Forst-Nord,,,,,,9
14267,,Weissenstadter Forst-Sud,,,,,,9
14268,Gefahrliche Korperverletzung Korperverletzung,Weissenthurm,Â§ 224 StGB,11.05.2019,Nicht zuzuordnen,1,CDU,7
14269,,Weisskeissel / Wuskidź,,,,,,14
14270,,Weisswasser/O.L.,,,,,,14
14271,,Weisweil,,,,,,8
14272,,Weitefeld,,,,,,7
14273,,Weitendorf,,,,,,13
14274,,Weitersbach,,,,,,7
14275,,Weitersborn,,,,,,7
14276,,Weitersburg,,,,,,7
14277,,Weiterstadt,,,,,,6
14278,,Weitersweiler,,,,,,7
14279,,Weitnau,,,,,,9
14280,,Weitramsdorf,,,,,,9
14281,,Welcherath,,,,,,7
14282,,Welchweiler,,,,,,7
14283,,Welden,,,,,,9
14284,,Welgesheim,,,,,,7
14285,,Welkenbach,,,,,,7
14286,,Welle,,,,,,3
14287,,Wellen,,,,,,7
14288,,Wellendingen,,,,,,8
14289,,Wellheim,,,,,,9
14290,,Welling,,,,,,7
14291,,Welmbuttel,,,,,,1
14292,,Welschbillig,,,,,,7
14293,,Welschenbach,,,,,,7
14294,,Welschneudorf,,,,,,7
14295,,Welt,,,,,,1
14296,,Welterod,,,,,,7
14297,,Weltersburg,,,,,,7
14298,,Welver,,,,,,5
14299,,Welzheim,,,,,,8
14300,,Welzow/Wjelcej,,,,,,12
14301,,Wembach,,,,,,8
14302,,Wemding,,,,,,9
14303,,Wendeburg,,,,,,3
14304,,Wendelsheim,,,,,,7
14305,Sachbeschadigung,Wendelstein,Â§ 303 StGB,27.04.2019,Rechts,0,GRÜNE,9
14306,Sachbeschadigung,Wendelstein,Â§ 303 StGB,01.05.2019,Nicht zuzuordnen,0,CSU,9
14307,Diebstahl,Wenden,Â§ 242 StGB,16.05.2019,Links,0,AfD,5
14308,,Wendisch Baggendorf,,,,,,13
14309,,Wendisch Evern,,,,,,3
14310,,Wendisch Rietz,,,,,,12
14311,,Wendlingen am Neckar,,,,,,8
14312,,Wendorf,,,,,,13
14313,,Wendtorf,,,,,,1
14314,,Weng,,,,,,9
14315,,Wennbuttel,,,,,,1
14316,,Wennigsen (Deister),,,,,,3
14317,,Wenningstedt-Braderup (Sylt),,,,,,1
14318,,Wensin,,,,,,1
14319,,Wentorf (Amt Sandesneben),,,,,,1
14320,,Wentorf bei Hamburg,,,,,,1
14321,,Wenzen,,,,,,3
14322,,Wenzenbach,,,,,,9
14323,,Wenzendorf,,,,,,3
14324,,Wenzlow,,,,,,12
14325,,Werbach,,,,,,8
14326,,Werben (Elbe),,,,,,15
14327,,Werben/Wjerbno,,,,,,12
14328,,Werda,,,,,,14
14329,Sachbeschadigung,Werdau,Â§ 303 StGB,11.05.2019,Rechts,0,SPD,14
14330,Diebstahl,Werdau,Â§ 242 StGB,13.04.2019,Links,0,AfD,14
14331,Sachbeschadigung,Werdau,Â§ 303 StGB,19.04.2019,Links,0,AfD,14
14332,Diebstahl,Werdau,Â§ 242 StGB,01.05.2019,Links,0,AfD,14
14333,Sachbeschadigung,Werdau,Â§ 303 StGB,11.05.2019,Rechts,0,SPD,14
14334,Sachbeschadigung,Werdau,Â§ 303 StGB,19.05.2019,Nicht zuzuordnen,1,Sonstige Partei,14
14335,,Werder (Havel),,,,,,12
14336,,Werdohl,,,,,,5
14337,,Werdum,,,,,,3
14338,,Werkhausen,,,,,,7
14339,,Werl,,,,,,5
14340,Diebstahl und Unterschlagung geringwertiger Sachen,Werlte,Â§ 248a StGB,11.05.2019,Links,0,AfD,3
14341,,Wermelskirchen,,,,,,5
14342,Sachbeschadigung,Wermsdorf,Â§ 303 StGB,29.04.2019,Links,0,AfD,14
14343,,Wernau (Neckar),,,,,,8
14344,,Wernberg-Koblitz,,,,,,9
14345,,Wernburg,,,,,,16
14346,,Werne,,,,,,5
14347,,Werneck,,,,,,9
14348,,Wernersberg,,,,,,7
14349,Sachbeschadigung,Werneuchen,STGB-303,08.07.2019,Links,0,AfD,12
14350,Sachbeschadigung,Werneuchen,STGB-303,10.07.2019,Links,0,AfD,12
14351,Besonders schwerer Fall ddes Diebstahls,Werneuchen,STGB-243,09.08.2019,Links,0,AfD,12
14352,Sachbeschadigung,Werneuchen,STGB-303,23.08.2019,Nicht zuzuordnen,0,GRÜNE,12
14353,Diebstahl,Werneuchen,STGB-242,18.09.2019,Links,0,AfD,12
14354,Sachbeschadigung,Werneuchen,STGB-303,08.07.2019,Links,0,AfD,12
14355,Sachbeschadigung,Werneuchen,STGB-303,10.07.2019,Links,0,AfD,12
14356,Besonders schwerer Fall ddes Diebstahls,Werneuchen,STGB-243,09.08.2019,Links,0,AfD,12
14357,Sachbeschadigung,Werneuchen,STGB-303,23.08.2019,Nicht zuzuordnen,0,GRÜNE,12
14358,Diebstahl,Werneuchen,STGB-242,18.09.2019,Links,0,AfD,12
14359,Sachbeschadigung,Werneuchen,STGB-303,23.08.2019,Nicht zuzuordnen,0,AfD,12
14360,,Wernigerode,,,,,,15
14361,,Werningshausen,,,,,,16
14362,,Weroth,,,,,,7
14363,,Werpeloh,,,,,,3
14364,,Werra-Suhl-Tal,,,,,,16
14365,,Wershofen,,,,,,7
14366,,Wertach,,,,,,9
14367,Sachbeschadigung,Wertheim,Â§ 303 StGB,22.04.2019,Nicht zuzuordnen,0,AfD,8
14368,Sachbeschadigung,Wertheim,Â§ 303 StGB,27.04.2019,Nicht zuzuordnen,0,AfD,8
14369,Diebstahl,Wertheim,Â§ 242 StGB,30.04.2019,Nicht zuzuordnen,0,AfD,8
14370,Diebstahl,Wertheim,Â§ 242 StGB,02.05.2019,Nicht zuzuordnen,0,AfD,8
14371,Diebstahl,Wertheim,Â§ 242 StGB,02.05.2019,Nicht zuzuordnen,1,AfD,8
14372,Diebstahl,Wertheim,Â§ 242 StGB,02.05.2019,Nicht zuzuordnen,0,AfD,8
14373,Diebstahl,Wertheim,Â§ 242 StGB,02.05.2019,Nicht zuzuordnen,0,AfD,8
14374,Diebstahl,Wertheim,Â§ 242 StGB,04.05.2019,Nicht zuzuordnen,0,AfD,8
14375,Diebstahl,Wertheim,Â§ 242 StGB,06.05.2019,Nicht zuzuordnen,0,AfD,8
14376,Diebstahl,Wertheim,Â§ 242 StGB,11.05.2019,Nicht zuzuordnen,0,AfD,8
14377,Diebstahl,Wertheim,Â§ 242 StGB,12.05.2019,Nicht zuzuordnen,0,AfD,8
14378,Sachbeschadigung,Wertheim,Â§ 303 StGB,12.05.2019,Nicht zuzuordnen,0,AfD,8
14379,Sachbeschadigung,Wertheim,Â§ 303 StGB,20.05.2019,Nicht zuzuordnen,1,CDU,8
14380,Sachbeschadigung,Werther,Â§ 303 StGB,11.04.2019,Links,0,AfD,16
14381,Sachbeschadigung,Werther,Â§ 303 StGB,11.04.2019,Links,0,AfD,16
14382,Sachbeschadigung,Werther,Â§ 303 StGB,11.04.2019,Links,0,AfD,16
14383,Sachbeschadigung,Werther,Â§ 303 StGB,03.05.2019,Links,0,AfD,16
14384,Sachbeschadigung,Werther,Â§ 303 StGB,19.05.2019,Links,0,AfD,16
14385,Sachbeschadigung,Werther,Â§ 303 StGB,19.05.2019,Links,0,Sonstige Partei,16
14386,,Werther (Westf.),,,,,,5
14387,,Wertingen,,,,,,9
14388,Billigung von Straftaten,Wesel,STG B-140,10.07.2019,Rechts,1,CDU,5
14389,Billigung von Straftaten,Wesel,STGB-140,10.07.2019,Rechts,1,CDU,5
14390,,Weselberg,,,,,,7
14391,,Wesendorf,,,,,,3
14392,,Wesertal,,,,,,6
14393,,Wesselburen,,,,,,1
14394,,Wesselburener Deichhausen,,,,,,1
14395,,Wesselburenerkoog,,,,,,1
14396,Sachbeschadigung,Wesseling,Â§ 303 StGB,02.05.2019,Rechts,0,GRÜNE,5
14397,Sachbeschadigung,Wesseling,Â§ 303 StGB,24.05.2019,Nicht zuzuordnen,6,AfD,5
14398,,Wesseln,,,,,,1
14399,,Wessling,,,,,,9
14400,,Wessobrunn,,,,,,9
14401,,Weste,,,,,,3
14402,,Westensee,,,,,,1
14403,,Wester-Ohrstedt,,,,,,1
14404,,Westerau,,,,,,1
14405,,Westerborstel,,,,,,1
14406,,Westerburg,,,,,,7
14407,,Westerdeichstrich,,,,,,1
14408,,Westergellersen,,,,,,3
14409,Besonders schwerer Fall des Diebstahls,Westerhever,Â§ 243 StGB,30.04.2019,Nicht zuzuordnen,0,GRÜNE,1
14410,Diebstahl,Westerholt,Â§ 242 StGB,24.05.2019,Links,0,AfD,3
14411,,Westerholz,,,,,,1
14412,,Westerhorn,,,,,,1
14413,,Westerkappeln,,,,,,5
14414,,Westermoor,,,,,,1
14415,,Westerngrund,,,,,,9
14416,,Westernohe,,,,,,7
14417,,Westerrade,,,,,,1
14418,,Westerronfeld,,,,,,1
14419,Diebstahl und Unterschlagung geringwertiger Sachen,Westerstede,Â§ 248a StGB,18.05.2019,Links,2,Sonstige Partei,3
14420,,Westerstetten,,,,,,8
14421,,Westertimke,,,,,,3
14422,,Westerwalsede,,,,,,3
14423,,Westgreussen,,,,,,16
14424,,Westheide,,,,,,15
14425,,Westheim,,,,,,9
14426,,Westheim (Pfalz),,,,,,7
14427,,Westhofen,,,,,,7
14428,,Westoverledingen,,,,,,3
14429,,Westre,,,,,,1
14430,,Wethau,,,,,,15
14431,,Wetschen,,,,,,3
14432,,Wettenberg,,,,,,6
14433,,Wetter (Hessen),,,,,,6
14434,,Wetter (Ruhr),,,,,,5
14435,,Wetterzeube,,,,,,15
14436,,Wettin-Lobejun,,,,,,15
14437,,Wettlingen,,,,,,7
14438,,Wettrup,,,,,,3
14439,,Wettstetten,,,,,,9
14440,Diebstahl,Wetzlar,Â§ 242 StGB,21.05.2019,Links,1,AfD,6
14441,,Wewelsfleth,,,,,,1
14442,,Weyarn,,,,,,9
14443,,Weyer,,,,,,7
14444,,Weyerbusch,,,,,,7
14445,,Weyhausen,,,,,,3
14446,offentliche Aufforderung zu Straftaten,Weyhe,Â§ 111 StGB,15.06.2019,Links,0,AfD,3
14447,Sachbeschadigung,Weyhe,Â§ 303 StGB,22.04.2019,Nicht zuzuordnen,1,SPD,3
14448,,Weyher in der Pfalz,,,,,,7
14449,,Wichmar,,,,,,16
14450,,Wickede (Ruhr),,,,,,5
14451,,Wickenrodt,,,,,,7
14452,,Widdern,,,,,,8
14453,,Wiebelsheim,,,,,,7
14454,,Wieck a. Darss,,,,,,13
14455,,Wied,,,,,,7
14456,Volksverhetzung,Wiedemar,Â§ 130 StGB,03.04.2019,Nicht zuzuordnen,1,CDU,14
14457,,Wieden,,,,,,8
14458,,Wiedenborstel,,,,,,1
14459,,Wiedensahl,,,,,,3
14460,,Wiedergeltingen,,,,,,9
14461,,Wiefelstede,,,,,,3
14462,,Wiegendorf,,,,,,16
14463,,Wiehl,,,,,,5
14464,,Wiek,,,,,,13
14465,,Wielen,,,,,,3
14466,,Wielenbach,,,,,,9
14467,,Wiemersdorf,,,,,,1
14468,,Wiemerstedt,,,,,,1
14469,,Wiendorf,,,,,,13
14470,,Wienhausen,,,,,,3
14471,,Wiernsheim,,,,,,8
14472,,Wierschem,,,,,,7
14473,,Wiersdorf,,,,,,7
14474,,Wiershop,,,,,,1
14475,,Wiesau,,,,,,9
14476,,Wiesbach,,,,,,7
14477,Sachbeschadigung,Wiesbaden,Â§ 303 StGB,14.04.2019,Nicht zuzuordnen,0,CDU,6
14478,Sachbeschadigung,Wiesbaden,Â§ 303 StGB,21.04.2019,Nicht zuzuordnen,0,CDU,6
14479,Sachbeschadigung,Wiesbaden,Â§ 303 StGB,23.04.2019,Nicht zuzuordnen,0,AfD,6
14480,Sachbeschadigung,Wiesbaden,Â§ 303 StGB,14.04.2019,Nicht zuzuordnen,0,FDP,6
14481,,Wiesbaum,,,,,,7
14482,,Wiesemscheid,,,,,,7
14483,,Wiesen,,,,,,9
14484,,Wiesenau,,,,,,12
14485,,Wiesenaue,,,,,,12
14486,,Wiesenbronn,,,,,,9
14487,,Wiesenburg/Mark,,,,,,12
14488,,Wiesener Forst,,,,,,9
14489,,Wiesenfeld,,,,,,16
14490,,Wiesenfelden,,,,,,9
14491,,Wiesengrund/Łukojce,,,,,,12
14492,,Wiesensteig,,,,,,8
14493,,Wiesent,,,,,,9
14494,,Wiesenthal,,,,,,16
14495,,Wiesenthau,,,,,,9
14496,,Wiesentheid,,,,,,9
14497,,Wiesenttal,,,,,,9
14498,,Wieseth,,,,,,9
14499,,Wiesloch,,,,,,8
14500,,Wiesmoor,,,,,,3
14501,,Wiesthal,,,,,,9
14502,,Wiesweiler,,,,,,7
14503,Notigung,Wietmarschen,Â§ 240 StGB,05.10.2019,Rechts,0,SPD,3
14504,Sachbeschadigung,Wietze,Â§ 303 StGB,15.05.2019,Links,0,AfD,3
14505,,Wietzen,,,,,,3
14506,Diebstahl und Unterschlagung geringwertiger Sachen,Wietzendorf,Â§ 248a StGB,12.05.2019,Links,0,AfD,3
14507,,Wiggensbach,,,,,,9
14508,,Wilburgstetten,,,,,,9
14509,Diebstahl,Wildau,STGB-242,23.07.2019,Links,0,AfD,12
14510,Sachbeschadigung,Wildau,STGB-303,14.08.2019,Nicht zuzuordnen,0,Sonstige,12
14511,Sachbeschadigung,Wildau,STGB-303,31.08.2019,Nicht zuzuordnen,0,SPD,12
14512,Diebstahl,Wildau,STGB-242,23.07.2019,Links,0,AfD,12
14513,Sachbeschadigung,Wildau,STGB-303,14.08.2019,Nicht zuzuordnen,0,Sonstige,12
14514,Sachbeschadigung,Wildau,STGB-303,31.08.2019,Nicht zuzuordnen,0,SPD,12
14515,Sachbeschadigung,Wildau,STGB-303,31.08.2019,Nicht zuzuordnen,0,GRÜNE,12
14516,Sachbeschadigung,Wildau,STGB-303,31.08.2019,Nicht zuzuordnen,0,CDU,12
14517,,Wildeck,,,,,,6
14518,,Wildenberg,,,,,,9
14519,,Wildenfels,,,,,,14
14520,Sachbeschadigung,Wildeshausen,Â§ 303 StGB,05.05.2019,Links,3,AfD,3
14521,Sachbeschadigung,Wildeshausen,Â§ 303 StGB,23.05.2019,Links,0,AfD,3
14522,,Wildflecken,,,,,,9
14523,,Wildpoldsried,,,,,,9
14524,,Wildsteig,,,,,,9
14525,,Wilgartswiesen,,,,,,7
14526,,Wilhelmsburg,,,,,,13
14527,,Wilhelmsfeld,,,,,,8
14528,Sachbeschadigung,Wilhelmshaven,Â§ 303 StGB,14.04.2019,Links,1,AfD,3
14529,Sachbeschadigung,Wilhelmshaven,Â§ 303 StGB,06.04.2019,Links,2,AfD,3
14530,offentliche Aufforderung zu Straftaten,Wilhelmshaven,Â§ 111 StGB,12.11.2019,Links,2,AfD,3
14531,Beleidigung,Wilhelmshaven,Â§ 185 StGB,15.12.2019,Nicht zuzuordnen,0,GRÜNE,3
14532,,Wilhelmsthal,,,,,,9
14533,,Wilhermsdorf,,,,,,9
14534,,Wilkau-Hasslau,,,,,,14
14535,,Willanzheim,,,,,,9
14536,,Willebadessen,,,,,,5
14537,,Willenscharen,,,,,,1
14538,,Willich,,,,,,5
14539,,Willingen,,,,,,7
14540,,Willingen (Upland),,,,,,6
14541,,Willingshausen,,,,,,6
14542,,Willmars,,,,,,9
14543,,Willmenrod,,,,,,7
14544,,Willmering,,,,,,9
14545,,Willroth,,,,,,7
14546,,Willstatt,,,,,,8
14547,,Willwerscheid,,,,,,7
14548,Sachbeschadigung,Wilnsdorf,Â§ 303 StGB,12.05.2019,Links,0,Sonstige Partei,5
14549,,Wilsdruff,,,,,,14
14550,,Wilsecker,,,,,,7
14551,,Wilstedt,,,,,,3
14552,,Wilster,,,,,,1
14553,,Wilsum,,,,,,3
14554,,Wilthen,,,,,,14
14555,Sachbeschadigung,Wiltingen,Â§ 303 StGB,12.05.2019,Nicht zuzuordnen,4,SPD,7
14556,Sachbeschadigung,Wiltingen,Â§ 303 StGB,12.05.2019,Nicht zuzuordnen,4,Sonstige Partei,7
14557,Sachbeschadigung,Wiltingen,Â§ 303 StGB,12.05.2019,Nicht zuzuordnen,4,GRÜNE,7
14558,,Wilzenberg-Hussweiler,,,,,,7
14559,,Wimbach,,,,,,7
14560,,Wimmelburg,,,,,,15
14561,,Wimsheim,,,,,,8
14562,,Wincheringen,,,,,,7
14563,,Windach,,,,,,9
14564,,Windberg,,,,,,9
14565,,Windbergen,,,,,,1
14566,,Windeby,,,,,,1
14567,,Windeck,,,,,,5
14568,,Windelsbach,,,,,,9
14569,,Winden im Elztal,,,,,,8
14570,,Windesheim,,,,,,7
