,crime,city,law,date,background,suspects,party,Land
513,,Bachingen a.d.Brenz,,,,,,9
514,Landfriedensbruch,Backnang,Â§ 125 StGB,27.04.2019,Links,8,AfD,8
515,,Bad Abbach,,,,,,9
516,,Bad Aibling,,,,,,9
517,,Bad Alexandersbad,,,,,,9
518,,Bad Arolsen,,,,,,6
519,,Bad Bayersoien,,,,,,9
520,,Bad Bellingen,,,,,,8
521,Sachbeschadigung,Bad Belzig,STGB-303,24.07.2019,Nicht zuzuordnen,0,FDP,12
522,Sachbeschadigung,Bad Belzig,Â§ 303 StGB,27.04.2019,Links,0,Sonstige Partei,12
523,Sachbeschadigung,Bad Belzig,STGB-303,24.07.2019,Nicht zuzuordnen,0,FDP,12
524,,Bad Bentheim,,,,,,3
525,Diebstahl,Bad Bergzabern,Â§ 242 StGB,25.04.2019,Nicht zuzuordnen,1,Sonstige Partei,7
526,Notigung,Bad Berka,Â§ 240 StGB,19.10.2019,Nicht zuzuordnen,0,CDU,16
527,Diebstahl,Bad Berleburg,Â§ 242 StGB,19.04.2019,Nicht zuzuordnen,0,GRÜNE,5
528,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Bad Berleburg,Â§ 86a StGB,23.04.2019,Rechts,0,CDU,5
529,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Bad Berleburg,Â§ 86a StGB,25.04.2019,Rechts,0,AfD,5
530,,Bad Berneck i.Fichtelgebirge,,,,,,9
531,,Bad Bertrich,,,,,,7
532,,Bad Bevensen,,,,,,3
533,,Bad Bibra,,,,,,15
534,,Bad Birnbach,,,,,,9
535,,Bad Blankenburg,,,,,,16
536,,Bad Bocklet,,,,,,9
537,,Bad Bodenteich,,,,,,3
538,Beleidigung,Bad Boll,Â§ 185 StGB,26.04.2019,Nicht zuzuordnen,0,GRÜNE,8
539,Sachbeschadigung,Bad Boll,Â§ 303 StGB,04.05.2019,Nicht zuzuordnen,0,GRÜNE,8
540,Beleidigung,Bad Boll,Â§ 185 StGB,26.04.2019,Nicht zuzuordnen,0,GRÜNE,8
541,Sachbeschadigung,Bad Boll,Â§ 303 StGB,04.05.2019,Nicht zuzuordnen,0,GRÜNE,8
542,,Bad Brambach,,,,,,14
543,,Bad Bramstedt,,,,,,1
544,,Bad Breisig,,,,,,7
545,,Bad Bruckenau,,,,,,9
546,,Bad Buchau,,,,,,8
547,,Bad Camberg,,,,,,6
548,,Bad Ditzenbach,,,,,,8
549,Korperverletzung,Bad Doberan,Â§ 223 StGB,25.05.2019,Links,1,AfD,13
550,,Bad Driburg,,,,,,5
551,Diebstahl geringwertiger Sachen,Bad Duben,STGB-248A,06.08.2019,Links,0,AfD,14
552,Diebstahl geringwertiger Sachen,Bad Duben,STGB-248A,15.08.2019,Links,0,AfD,14
553,Sachbeschadigung,Bad Duben,Â§ 303 StGB,28.04.2019,Links,0,AfD,14
554,Sachbeschadigung,Bad Duben,Â§ 303 StGB,02.05.2019,Links,0,AfD,14
555,Sachbeschadigung,Bad Duben,Â§ 303 StGB,03.05.2019,Links,0,AfD,14
556,Sachbeschadigung,Bad Duben,Â§ 303 StGB,03.05.2019,Links,0,AfD,14
557,Sachbeschadigung,Bad Duben,Â§ 303 StGB,06.05.2019,Nicht zuzuordnen,0,CDU,14
558,Diebstahl geringwertiger Sachen,Bad Duben,STGB-248A,06.08.2019,Links,0,AfD,14
559,Diebstahl geringwertiger Sachen,Bad Duben,STGB-248A,15.08.2019,Links,0,AfD,14
560,Sachbeschadigung,Bad Durkheim,Â§ 303 StGB,15.04.2019,Nicht zuzuordnen,0,AfD,7
561,Diebstahl,Bad Durkheim,Â§ 242 StGB,26.04.2019,Nicht zuzuordnen,0,Sonstige Partei,7
562,Sachbeschadigung,Bad Durrenberg,Â§ 303 StGB,15.04.2019,Nicht zuzuordnen,0,FDP,15
563,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Bad Durrenberg,Â§ 86a StGB,25.04.2019,Rechts,0,FDP,15
564,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Bad Durrenberg,Â§ 86a StGB,29.04.2019,Rechts,0,FDP,15
565,Diebstahl,Bad Durrenberg,Â§ 242 StGB,07.05.2019,Nicht zuzuordnen,0,Sonstige Partei,15
566,,Bad Durrheim,,,,,,8
567,,Bad Eilsen,,,,,,3
568,,Bad Elster,,,,,,14
569,Sachbeschadigung,Bad Ems,Â§ 303 StGB,01.05.2019,Nicht zuzuordnen,0,AfD,7
570,,Bad Emstal,,,,,,6
571,,Bad Endbach,,,,,,6
572,,Bad Endorf,,,,,,9
573,,Bad Essen,,,,,,3
574,Sachbeschadigung,Bad Fallingbostel,Â§ 303 StGB,08.05.2019,Links,0,Sonstige Partei,3
575,Sachbeschadigung,Bad Fallingbostel,Â§ 303 StGB,08.05.2019,Links,0,AfD,3
576,,Bad Feilnbach,,,,,,9
577,,Bad Frankenhausen/Kyffhauser,,,,,,16
578,,Bad Freienwalde (Oder),,,,,,12
579,,Bad Friedrichshall,,,,,,8
580,,Bad Fussing,,,,,,9
581,,Bad Gandersheim,,,,,,3
582,Sachbeschadigung,Bad Gottleuba-Berggiesshubel,STGB-303,01.09.2019,Nicht zuzuordnen,0,SPD,14
583,,Bad Griesbach i.Rottal,,,,,,9
584,,Bad Gronenbach,,,,,,9
585,,Bad Grund (Harz),,,,,,3
586,,Bad Harzburg,,,,,,3
587,,Bad Heilbrunn,,,,,,9
588,,Bad Herrenalb,,,,,,8
589,Diebstahl,Bad Hersfeld,Â§ 242 StGB,16.04.2019,Nicht zuzuordnen,0,SPD,6
590,Sachbeschadigung,Bad Hersfeld,Â§ 303 StGB,22.05.2019,Links,0,AfD,6
591,,Bad Hindelang,,,,,,9
592,,Bad Homburg v. d. Hohe,,,,,,6
593,,Bad Honnef,,,,,,5
594,,Bad Honningen,,,,,,7
595,,Bad Iburg,,,,,,3
596,,Bad Karlshafen,,,,,,6
597,,Bad Kissingen,,,,,,9
598,,Bad Kleinen,,,,,,13
599,Sachbeschadigung,Bad Klosterlausnitz,Â§ 303 StGB,15.10.2019,Nicht zuzuordnen,0,AfD,16
600,Sachbeschadigung,Bad Klosterlausnitz,Â§ 303 StGB,15.10.2019,Nicht zuzuordnen,0,SPD,16
601,Sachbeschadigung,Bad Klosterlausnitz,Â§ 303 StGB,15.10.2019,Nicht zuzuordnen,0,CDU,16
602,,Bad Kohlgrub,,,,,,9
603,,Bad Konig,,,,,,6
604,,Bad Konigshofen i.Grabfeld,,,,,,9
605,,Bad Kostritz,,,,,,16
606,Diebstahl,Bad Kotzting,Â§ 242 StGB,06.05.2019,Links,0,AfD,9
607,Gefahrliche Korperverletzungr Eingriff in den Strassenverkehr in,Bad Kreuznach,Â§ 315b StGB,31.10.2019,Nicht zuzuordnen,0,GRÜNE,7
608,,Bad Krozingen,,,,,,8
609,,Bad Laasphe,,,,,,5
610,,Bad Laer,,,,,,3
611,Sachbeschadigung,Bad Langensalza,Â§ 303 StGB,14.05.2019,Links,0,AfD,16
612,,Bad Lauchstadt,,,,,,15
613,Sachbeschadigung,Bad Lausick,STGB-303,04.08.2019,Links,0,AfD,14
614,Sachbeschadigung,Bad Lausick,STGB-303,04.08.2019,Links,0,AfD,14
615,Sachbeschadigung,Bad Lausick,Â§ 303 StGB,04.05.2019,Links,0,AfD,14
616,Sachbeschadigung,Bad Lausick,Â§ 303 StGB,10.05.2019,Rechts,0,SPD,14
617,Sachbeschadigung,Bad Lausick,Â§ 303 StGB,16.05.2019,Links,0,AfD,14
618,Sachbeschadigung,Bad Lausick,STGB-303,04.08.2019,Links,0,AfD,14
619,Sachbeschadigung,Bad Lausick,STGB-303,04.08.2019,Links,0,AfD,14
620,,Bad Lauterberg im Harz,,,,,,3
621,Sachbeschadigung,Bad Liebenstein,STGB-303,13.07.2019,Links,0,AfD,16
622,Sachbeschadigung,Bad Liebenstein,STGB-303,13.07.2019,Links,0,AfD,16
623,Sachbeschadigung,Bad Liebenwerda,STGB-303,27.07.2019,Nicht zuzuordnen,0,GRÜNE,12
624,Sachbeschadigung,Bad Liebenwerda,STGB-303,18.08.2019,Nicht zuzuordnen,0,CDU,12
625,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Bad Liebenwerda,STGB-86A,18.08.2019,Rechts,0,SPD,12
626,Sachbeschadigung,Bad Liebenwerda,STGB-303,18.08.2019,Nicht zuzuordnen,0,Sonstige,12
627,Sachbeschadigung,Bad Liebenwerda,STGB-303,18.08.2019,Nicht zuzuordnen,0,CDU,12
628,Sachbeschadigung,Bad Liebenwerda,STGB-303,27.07.2019,Nicht zuzuordnen,0,GRÜNE,12
629,Sachbeschadigung,Bad Liebenwerda,STGB-303,18.08.2019,Nicht zuzuordnen,0,CDU,12
630,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Bad Liebenwerda,STGB-86A,18.08.2019,Rechts,0,SPD,12
631,Sachbeschadigung,Bad Liebenwerda,STGB-303,18.08.2019,Nicht zuzuordnen,0,Sonstige,12
632,Sachbeschadigung,Bad Liebenwerda,STGB-303,18.08.2019,Nicht zuzuordnen,0,CDU,12
633,Sachbeschadigung,Bad Liebenwerda,STGB-303,27.07.2019,Nicht zuzuordnen,0,CDU,12
634,Sachbeschadigung,Bad Liebenwerda,STGB-303,27.07.2019,Nicht zuzuordnen,0,CDU,12
635,Sachbeschadigung,Bad Liebenwerda,STGB-303,27.07.2019,Nicht zuzuordnen,0,FDP,12
636,Sachbeschadigung,Bad Liebenwerda,STGB-303,27.07.2019,Nicht zuzuordnen,0,FDP,12
637,,Bad Liebenzell,,,,,,8
638,,Bad Lippspringe,,,,,,5
639,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Bad Lobenstein,Â§ 86a StGB,06.05.2019,Rechts,0,CDU,16
640,,Bad Marienberg (Westerwald),,,,,,7
641,,Bad Mergentheim,,,,,,8
642,,Bad Munder am Deister,,,,,,3
643,,Bad Munstereifel,,,,,,5
644,,Bad Muskau / Mužakow,,,,,,14
645,,Bad Nauheim,,,,,,6
646,Diebstahl und Unterschlagung geringwertiger Sachen,Bad Nenndorf,Â§ 248a StGB,02.05.2019,Links,0,AfD,3
647,,Bad Neualbenreuth,,,,,,9
648,,Bad Neuenahr-Ahrweiler,,,,,,7
649,,Bad Neustadt a.d.Saale,,,,,,9
650,,Bad Oeynhausen,,,,,,5
651,,Bad Oldesloe,,,,,,1
652,,Bad Orb,,,,,,6
653,,Bad Peterstal-Griesbach,,,,,,8
654,Sachbeschadigung,Bad Pyrmont,Â§ 303 StGB,08.05.2019,Links,0,FDP,3
655,Sachbeschadigung,Bad Pyrmont,Â§ 303 StGB,08.05.2019,Links,0,FDP,3
656,,Bad Rappenau,,,,,,8
657,,Bad Reichenhall,,,,,,9
658,,Bad Rippoldsau-Schapbach,,,,,,8
659,,Bad Rodach,,,,,,9
660,,Bad Rothenfelde,,,,,,3
661,,Bad Saarow,,,,,,12
662,,Bad Sachsa,,,,,,3
663,Diebstahl,Bad Sackingen,Â§ 242 StGB,03.04.2019,Links,0,AfD,8
664,Sachbeschadigung,Bad Sackingen,Â§ 303 StGB,12.05.2019,Nicht zuzuordnen,0,CDU,8
665,Sachbeschadigung,Bad Sackingen,Â§ 303 StGB,12.05.2019,Nicht zuzuordnen,1,SPD,8
666,,Bad Salzdetfurth,,,,,,3
667,,Bad Salzschlirf,,,,,,6
668,Sachbeschadigung,Bad Salzuflen,Â§ 303 StGB,18.04.2019,Links,0,CDU,5
669,Diebstahl,Bad Salzuflen,Â§ 242 StGB,19.04.2019,Nicht zuzuordnen,0,SPD,5
670,Sachbeschadigung,Bad Salzuflen,Â§ 303 StGB,23.04.2019,Links,0,AfD,5
671,Gemeinschadliche Sachbeschadigung Sachbeschadigung,Bad Salzuflen,Â§ 304 StGB,12.05.2019,Links,0,AfD,5
672,Sachbeschadigung,Bad Salzungen,STGB-303,20.09.2019,Nicht zuzuordnen,0,SPD,16
673,Sachbeschadigung,Bad Salzungen,STGB-303,24.09.2019,Nicht zuzuordnen,1,SPD,16
674,Sachbeschadigung,Bad Salzungen,Â§ 303 StGB,12.05.2019,Nicht zuzuordnen,0,Sonstige Partei,16
675,Sachbeschadigung,Bad Salzungen,STGB-303,20.09.2019,Nicht zuzuordnen,0,SPD,16
676,Sachbeschadigung,Bad Salzungen,STGB-303,24.09.2019,Nicht zuzuordnen,1,SPD,16
677,Sachbeschadigung,Bad Salzungen,Â§ 303 StGB,04.10.2019,Nicht zuzuordnen,0,SPD,16
678,Diebstahl,Bad Salzungen,Â§ 242 StGB,04.10.2019,Nicht zuzuordnen,0,SPD,16
679,Diebstahl,Bad Salzungen,Â§ 242 StGB,04.10.2019,Nicht zuzuordnen,0,SPD,16
680,Sachbeschadigung,Bad Salzungen,Â§ 303 StGB,06.10.2019,Nicht zuzuordnen,0,SPD,16
681,Sachbeschadigung,Bad Salzungen,Â§ 303 StGB,09.10.2019,Nicht zuzuordnen,0,CDU,16
682,Sachbeschadigung,Bad Salzungen,Â§ 303 StGB,10.10.2019,Nicht zuzuordnen,0,CDU,16
683,Diebstahl,Bad Salzungen,Â§ 242 StGB,20.10.2019,Nicht zuzuordnen,0,SPD,16
684,Sachbeschadigung,Bad Salzungen,Â§ 303 StGB,20.10.2019,Links,2,AfD,16
685,Sachbeschadigung,Bad Salzungen,Â§ 303 StGB,22.10.2019,Nicht zuzuordnen,0,CDU,16
686,Sachbeschadigung,Bad Salzungen,Â§ 303 StGB,07.11.2019,Nicht zuzuordnen,1,Sonstige Partei,16
687,Sachbeschadigung,Bad Salzungen,Â§ 303 StGB,20.10.2019,Links,2,CDU,16
688,Sachbeschadigung,Bad Salzungen,Â§ 303 StGB,22.10.2019,Nicht zuzuordnen,0,SPD,16
689,Sachbeschadigung,Bad Salzungen,Â§ 303 StGB,22.10.2019,Nicht zuzuordnen,0,SPD,16
690,Sachbeschadigung,Bad Salzungen,Â§ 303 StGB,22.10.2019,Nicht zuzuordnen,0,FDP,16
691,,Bad Sassendorf,,,,,,5
692,,Bad Saulgau,,,,,,8
693,,Bad Schandau,,,,,,14
694,,Bad Schmiedeberg,,,,,,15
695,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Bad Schonborn,Â§ 86a StGB,14.04.2019,Rechts,1,SPD,8
696,,Bad Schussenried,,,,,,8
697,,Bad Schwalbach,,,,,,6
698,,Bad Schwartau,,,,,,1
699,,Bad Segeberg,,,,,,1
700,,Bad Sobernheim,,,,,,7
701,,Bad Soden am Taunus,,,,,,6
702,,Bad Soden-Salmunster,,,,,,6
703,,Bad Sooden-Allendorf,,,,,,6
704,,Bad Staffelstein,,,,,,9
705,,Bad Steben,,,,,,9
706,,Bad Sulza,,,,,,16
707,,Bad Sulze,,,,,,13
708,,Bad Tabarz,,,,,,16
709,,Bad Teinach-Zavelstein,,,,,,8
710,Sachbeschadigung,Bad Tennstedt,Â§ 303 StGB,17.10.2019,Links,0,AfD,16
711,Sachbeschadigung,Bad Tennstedt,Â§ 303 StGB,21.10.2019,Links,0,AfD,16
712,,Bad Tolz,,,,,,9
713,,Bad Uberkingen,,,,,,8
714,,Bad Urach,,,,,,8
715,,Bad Vilbel,,,,,,6
716,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Bad Waldsee,Â§ 90b StGB,28.06.2019,Nicht zuzuordnen,0,CDU,8
717,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Bad Waldsee,Â§ 90b StGB,28.06.2019,Nicht zuzuordnen,0,GRÜNE,8
718,,Bad Wiessee,,,,,,9
719,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Bad Wildbad,Â§ 86a StGB,04.05.2019,Rechts,0,CDU,8
720,,Bad Wildungen,,,,,,6
721,,Bad Wilsnack,,,,,,12
722,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Bad Wimpfen,Â§ 86a StGB,22.05.2019,Rechts,0,Sonstige Partei,8
723,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Bad Wimpfen,Â§ 86a StGB,22.05.2019,Rechts,0,Sonstige Partei,8
724,,Bad Windsheim,,,,,,9
725,,Bad Worishofen,,,,,,9
726,,Bad Wunnenberg,,,,,,5
727,,Bad Wurzach,,,,,,8
728,,Bad Zwesten,,,,,,6
729,Diebstahl und Unterschlagung geringwertiger Sachen,Bad Zwischenahn,Â§ 248a StGB,16.04.2019,Links,0,AfD,3
730,Diebstahl und Unterschlagung geringwertiger Sachen,Bad Zwischenahn,Â§ 248a StGB,21.04.2019,Links,0,AfD,3
731,Diebstahl und Unterschlagung geringwertiger Sachen,Bad Zwischenahn,Â§ 248a StGB,27.04.2019,Links,0,AfD,3
732,Sachbeschadigung,Bad Zwischenahn,Â§ 303 StGB,05.05.2019,Links,0,AfD,3
733,Diebstahl und Unterschlagung geringwertiger Sachen,Bad Zwischenahn,Â§ 248a StGB,10.05.2019,Links,0,AfD,3
734,Sachbeschadigung,Bad Zwischenahn,Â§ 303 StGB,19.05.2019,Links,0,AfD,3
735,Diebstahl und Unterschlagung geringwertiger Sachen,Bad Zwischenahn,Â§ 248a StGB,26.05.2019,Links,0,AfD,3
736,,Badbergen,,,,,,3
737,,Baddeckenstedt,,,,,,3
738,,Badem,,,,,,7
739,,Baden-Baden,,,,,,8
740,,Badendorf,,,,,,1
741,,Badenhard,,,,,,7
742,,Badenheim,,,,,,7
743,,Badenweiler,,,,,,8
744,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Baesweiler,Â§ 86a StGB,11.05.2019,Rechts,0,SPD,5
745,,Bahlingen am Kaiserstuhl,,,,,,8
746,,Bahrdorf,,,,,,3
747,,Bahrenborstel,,,,,,3
748,,Bahrenfleth,,,,,,1
749,,Bahrenhof,,,,,,1
750,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Bahretal,STGB-86A,25.07.2019,Rechts,0,CDU,14
751,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Bahretal,STGB-86A,26.07.2019,Rechts,0,FDP,14
752,Sachbeschadigung,Bahretal,Â§ 303 StGB,02.05.2019,Links,0,AfD,14
753,Sachbeschadigung,Bahretal,Â§ 303 StGB,02.05.2019,Links,0,AfD,14
754,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Bahretal,STGB-86A,25.07.2019,Rechts,0,CDU,14
755,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Bahretal,STGB-86A,26.07.2019,Rechts,0,FDP,14
756,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Bahretal,STGB-86A,26.07.2019,Rechts,0,CDU,14
757,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Bahretal,STGB-86A,26.07.2019,Rechts,0,CDU,14
758,,Baienfurt,,,,,,8
759,,Baierbach,,,,,,9
760,,Baierbrunn,,,,,,9
761,,Baiern,,,,,,9
762,,Baiersbronn,,,,,,8
763,,Baiersdorf,,,,,,9
764,,Baindt,,,,,,8
765,,Baisweil,,,,,,9
766,,Bak,,,,,,1
767,,Bakum,,,,,,3
768,,Balau,,,,,,1
769,,Balderschwang,,,,,,9
770,,Baldringen,,,,,,7
771,,Balduinstein,,,,,,7
772,,Balesfeld,,,,,,7
773,,Balge,,,,,,3
774,,Balgheim,,,,,,8
775,,Balgstadt,,,,,,15
776,Diebstahl,Balingen,Â§ 242 StGB,22.05.2019,Nicht zuzuordnen,0,AfD,8
777,,Balje,,,,,,3
778,,Ballendorf,,,,,,8
779,,Ballenstedt,,,,,,15
780,Sachbeschadigung,Ballhausen,Â§ 303 StGB,21.10.2019,Nicht zuzuordnen,0,SPD,16
781,,Ballrechten-Dottingen,,,,,,8
782,,Ballstedt,,,,,,16
783,,Balow,,,,,,13
784,,Baltmannsweiler,,,,,,8
785,,Baltrum,,,,,,3
786,,Balve,,,,,,5
787,,Balzhausen,,,,,,9
788,,Balzheim,,,,,,8
789,Verleumdung von Personen des politischen LebensLebens,Bamberg,STGB-188,31.08.2019,Nicht zuzuordnen,0,GRÜNE,9
790,Sachbeschadigung,Bamberg,Â§ 303 StGB,15.04.2019,Links,0,AfD,9
791,Bedrohung,Bamberg,Â§ 241 StGB,01.06.2019,Rechts,0,SPD,9
792,Verleumdung von Personen des politischen LebensLebens,Bamberg,STGB-188,31.08.2019,Nicht zuzuordnen,0,GRÜNE,9
793,,Bammental,,,,,,8
794,,Bandelin,,,,,,13
795,,Bandenitz,,,,,,13
796,,Bann,,,,,,7
797,,Bannberscheid,,,,,,7
798,Notigung,Bannewitz,STGB-240,09.08.2019,Links,1,AfD,14
799,Diebstahl,Bannewitz,STGB-242,12.08.2019,Links,0,AfD,14
800,Diebstahl,Bannewitz,STGB-242,12.08.2019,Links,0,AfD,14
801,Diebstahl,Bannewitz,Â§ 242 StGB,04.05.2019,Links,0,AfD,14
802,Notigung,Bannewitz,STGB-240,09.08.2019,Links,1,AfD,14
803,Diebstahl,Bannewitz,STGB-242,12.08.2019,Links,0,AfD,14
804,Diebstahl,Bannewitz,STGB-242,12.08.2019,Links,0,AfD,14
805,,Banzkow,,,,,,13
806,,Barbelroth,,,,,,7
807,,Barbing,,,,,,9
808,Diebstahl,Barby,Â§ 242 StGB,19.05.2019,Nicht zuzuordnen,0,Sonstige Partei,15
809,,Barchfeld-Immelborn,,,,,,16
810,,Bardowick,,,,,,3
811,,Barenburg,,,,,,3
812,,Barendorf,,,,,,3
813,,Barenstein,,,,,,14
814,,Barenthal,,,,,,8
815,,Bargenstedt,,,,,,1
816,,Bargfeld-Stegen,,,,,,1
817,,Bargischow,,,,,,13
818,,Bargstall,,,,,,1
819,,Bargteheide,,,,,,1
820,,Bargum,,,,,,1
821,,Bark,,,,,,1
822,,Barkelsby,,,,,,1
823,,Barkenholm,,,,,,1
824,,Barkhagen,,,,,,13
825,Sachbeschadigung,Barleben,Â§ 303 StGB,19.05.2019,Nicht zuzuordnen,0,CDU,15
826,Sachbeschadigung,Barleben,Â§ 303 StGB,25.05.2019,Nicht zuzuordnen,0,AfD,15
827,,Barlt,,,,,,1
828,,Barmissen,,,,,,1
829,Diebstahl,Barmstedt,Â§ 242 StGB,03.05.2019,Nicht zuzuordnen,0,CDU,1
830,,Barnau,,,,,,9
831,,Barnekow,,,,,,13
832,,Barnin,,,,,,13
833,,Barnitz,,,,,,1
834,,Barnstadt,,,,,,15
835,,Barnstedt,,,,,,3
836,Sachbeschadigung,Barnstorf,Â§ 303 StGB,16.05.2019,Rechts,0,SPD,3
837,Sachbeschadigung,Barnstorf,Â§ 303 StGB,16.05.2019,Rechts,0,SPD,3
838,,Barnstorf-Warle,,,,,,3
839,,Barntrup,,,,,,5
840,,Barsbek,,,,,,1
841,,Barsbuttel,,,,,,1
842,,Barsinghausen,,,,,,3
843,,Barssel,,,,,,3
844,,Bartenshagen-Parkentin,,,,,,13
845,Sachbeschadigung,Barth,Â§ 303 StGB,22.05.2019,Nicht zuzuordnen,0,SPD,13
846,Besonders schwerer Fall des Diebstahls,Barth,Â§ 243 StGB,09.06.2019,Links,0,AfD,13
847,,Bartholoma,,,,,,8
848,,Bartow,,,,,,13
849,,Baruth/Mark,,,,,,12
850,,Barver,,,,,,3
851,,Barwedel,,,,,,3
852,,Basberg,,,,,,7
853,,Basdahl,,,,,,3
854,,Bassenheim,,,,,,7
855,,Bassum,,,,,,3
856,,Bastheim,,,,,,9
857,,Basthorst,,,,,,1
858,,Bastorf,,,,,,13
859,,Battenberg (Eder),,,,,,6
860,,Battenberg (Pfalz),,,,,,7
861,,Battweiler,,,,,,7
862,,Baudenbach,,,,,,9
863,,Baumgarten,,,,,,13
864,,Baumholder,,,,,,7
865,,Baunach,,,,,,9
866,,Baunatal,,,,,,6
867,,Bausendorf,,,,,,7
868,,Baustert,,,,,,7
869,,Bautzen / Budyšin,,,,,,14
870,,Bawinkel,,,,,,3
871,,Bayerbach,,,,,,9
872,,Bayerbach b.Ergoldsbach,,,,,,9
873,,Bayerfeld-Steckweiler,,,,,,7
874,,Bayerisch Eisenstein,,,,,,9
875,,Bayerisch Gmain,,,,,,9
876,Sachbeschadigung,Bayreuth,Â§ 303 StGB,23.04.2019,Links,0,AfD,9
877,Korperverletzung,Bayreuth,Â§ 223 StGB,07.05.2019,Links,0,AfD,9
878,Sachbeschadigung,Bayreuth,Â§ 303 StGB,26.04.2019,Links,0,AfD,9
879,Sachbeschadigung,Bayreuth,Â§ 303 StGB,18.10.2019,Links,0,FDP,9
880,Sachbeschadigung,Bayreuth,Â§ 303 StGB,18.10.2019,Links,0,AfD,9
881,Sachbeschadigung,Bayreuth,Â§ 303 StGB,29.11.2019,Links,0,AfD,9
882,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Bayreuth,Â§ 86a StGB,29.11.2019,Links,0,AfD,9
883,,Bayrischzell,,,,,,9
884,,Bebensee,,,,,,1
885,,Bebra,,,,,,6
886,,Becheln,,,,,,7
887,,Bechenheim,,,,,,7
888,,Becherbach,,,,,,7
889,,Becherbach bei Kirn,,,,,,7
890,,Bechstedt,,,,,,16
891,,Bechtheim,,,,,,7
892,,Bechtolsheim,,,,,,7
893,,Bechtsrieth,,,,,,9
894,,Beckdorf,,,,,,3
895,,Beckedorf,,,,,,3
896,,Beckeln,,,,,,3
897,,Beckingen,,,,,,10
898,,Beckum,,,,,,5
899,Beleidigung,Bedburg,Â§ 185 StGB,11.05.2019,Links,1,AfD,5
900,,Bedburg-Hau,,,,,,5
901,,Bedesbach,,,,,,7
902,,Beedenbostel,,,,,,3
903,,Beelen,,,,,,5
904,,Beelitz,,,,,,12
905,,Beendorf,,,,,,15
906,,Beeskow,,,,,,12
907,,Beesten,,,,,,3
908,,Beetzendorf,,,,,,15
909,,Beetzsee,,,,,,12
910,,Beetzseeheide,,,,,,12
911,,Beggerow,,,,,,13
912,,Behlendorf,,,,,,1
913,,Behren-Lubchin,,,,,,13
914,,Behrendorf,,,,,,1
915,,Behrenhoff,,,,,,13
916,,Behrensdorf (Ostsee),,,,,,1
917,,Behringersdorfer Forst,,,,,,9
918,,Beidenfleth,,,,,,1
919,,Beiersdorf,,,,,,14
920,,Beiersdorf-Freudenberg,,,,,,12
921,,Beierstedt,,,,,,3
922,,Beilingen,,,,,,7
923,,Beilngries,,,,,,9
924,,Beilrode,,,,,,14
925,,Beimerstetten,,,,,,8
926,Verleumdung,Beindersheim,Â§ 187 StGB,24.05.2019,Nicht zuzuordnen,0,SPD,7
927,,Beinerstadt,,,,,,16
928,,Beinhausen,,,,,,7
929,,Bekdorf,,,,,,1
930,,Bekmunde,,,,,,1
931,,Bekond,,,,,,7
932,,Belau,,,,,,1
933,,Beldorf,,,,,,1
934,,Belg,,,,,,7
935,,Belgern-Schildau,,,,,,14
936,,Belgershain,,,,,,14
937,,Belgweiler,,,,,,7
938,,Bell,,,,,,7
939,,Bell (Hunsruck),,,,,,7
940,,Bellenberg,,,,,,9
941,,Bellheim,,,,,,7
942,,Bellingen,,,,,,7
943,,Bellstedt,,,,,,16
944,,Belm,,,,,,3
945,,Belrieth,,,,,,16
946,,Belsch,,,,,,13
947,,Beltheim,,,,,,7
948,,Belum,,,,,,3
949,,Bempflingen,,,,,,8
950,Sachbeschadigung,Bendestorf,Â§ 303 StGB,01.05.2019,Links,0,AfD,3
951,,Bendfeld,,,,,,1
952,,Benediktbeuern,,,,,,9
953,,Bengel,,,,,,7
954,,Bengerstorf,,,,,,13
955,,Benitz,,,,,,13
956,,Benndorf,,,,,,15
957,Sachbeschadigung,Bennewitz,Â§ 303 StGB,19.05.2019,Rechts,0,SPD,14
958,,Bennhausen,,,,,,7
959,,Benningen,,,,,,9
960,,Benningen am Neckar,,,,,,8
961,,Bensdorf,,,,,,12
962,,Bensheim,,,,,,6
963,,Bentwisch,,,,,,13
964,,Bentzin,,,,,,13
