day;place;suspects;background;law;crime;party_1;party_2;party_3;party_4;party_5;;
27.10.2019;MOnster;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
27.10.2019;Lubeck;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
27.10.2019;Sebnitz;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
28.10.2019;Leipzig;0;Rechts;§ 86a StGB;Verwenden von;Die Linke;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
28.10.2019;Erfurt;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
29.10.2019;Potsdam;0;Auslandische;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
;;;Ideologie;;;;;;;;;
29.10.2019;Heilbad;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
;Heiligenstadt;;;;;;;;;;;
31.10.2019;Speyer;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
01.11.2019;Hildesheim;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
01.11.2019;Lobau;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
02.11.2019;Finsterwalde;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
05.11.2019;Magdeburg;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;FDP;;;;;;
10.11.2019;Berlin;0;Links;§ 111 StGB;Offentliche;AfD;;;;;;
;;;;;Aufforderung zu;;;;;;;
;;;;;Straftaten;;;;;;;
10.11.2019;Korb;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
11.11.2019;ohringen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
11.11.2019;Chemnitz;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;Biindnis 90/Die Grunen;;;;;;
11.11.2019;Arnstadt;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
12.11.2019;Dessau-Roglau;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
12.11.2019;Ingolstadt;0;Links;§ 303 StGB;Sachbeschadigung;CSU;;;;;;
16.11.2019;Eberswalde;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Bundnis 90/Die Grunen;;;;;;
17.11.2019;Borna;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
18.11.2019;Ebersbach;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
18.11.2019;Leipzig;0;Links;§ 243 StGB;Besonders schwerer Fall;AfD;;;;;;
;;;;;des Diebstahls;;;;;;;
21.11.2019;Berlin;7;Nicht zuzuordnen;§ 123 StGB;Hausfriedensbruch;CDU;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
21.11.2019;Berlin;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;CDU;;;;;;
21.11.2019;Bremen;0;Links;§ 303 StGB;Sachbeschadigung;FDP;;;;;;
22.11.2019;Finsterwalde;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
23.11.2019;Geesthacht;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
25.11.2019;Chemnitz;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
26.11.2019;Berlin;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
26.11.2019;Herrenberg;0;Links;§ 185 StGB;Beleidigung;AfD;;;;;;
26.11.2019;Hamburg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;ohne Angabe;;;;;;
27.11.2019;Oberhausen;0;Rechts;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
29.11.2019;Lutherstadt;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
;Wittenberg;;;;;;;;;;;
29.11.2019;Bayreuth;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
29.11.2019;Bonn;0;Links;§ 303 StGB;Sachbeschadigung;CDU;;;;;;
30.11.2019;Schwerin;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
04.12.2019;Berlin;0;Links;§ 253 StGB;Erpressung;SPD;;;;;;
05.12.2019;Heilbronn;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
05.12.2019;Heinsberg;0;Rechts;§ 303 StGB;Sachbeschadigung;Bundnis 90/Die Grunen;;;;;;
06.12.2019;Neubrandenburg;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
06.12.2019;Heide;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
08.12.2019;K6then;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
08.12.2019;Herne;0;Rechts;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
08.12.2019;Zwickau;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
09.12.2019;Berlin;0;Links;§ 303 StGB;Sachbesch5cligung;SPD;;;;;;
09.12.2019;Schwerin;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;CDU;;;;;;
12.12.2019;Berlin;0;Rechts;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
18.12.2019;Berlin;0;Rechts;§ 185 StGB;Beleidigung;Die Linke;;;;;;
19.12.2019;Brandenburg;1;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
20.12.2019;Berlin;0;Links;§ 303 StGB;Sachbeschadigung;SPD;;;;;;
21.12.2019;Finsterwalde;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
21.12.2019;Schwerin;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
22.12.2019;Heinsberg;2;Rechts;§ 303 StGB;Sachbeschadigung;Bilindnis 90/Die Grunen;;;;;;
24.12.2019;Eberswalde;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Bilindnis 90/Die Griinen;;;;;;
24.12.2019;Ottobrunn;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
24.12.2019;Straubing;0;Links;§ 185 StGB;Beleidigung;AfD;;;;;;
24.12.2019;Hamburg;0;Links;§ 240 StGB;Notigung;AfD;;;;;;
24.12.2019;Bautzen;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
25.12.2019;Schwerin;1;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
27.12.2019;Chemnitz;0;Links;§ 303 StGB;Sachbeschadigung;Sonstige Partei;;;;;;
28.12.2019;Bergen;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
28.12.2019;Plauen;0;Links;§ 303 StGB;Sachbeschadigung;Sonstige Partei;;;;;;
28.12.2019;Plauen;0;Links;§ 303 StGB;Sachbeschadigung;Sonstige Partei;;;;;;
30.12.2019;Demmin;0;Rechts;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
30.12.2019;Neuwied;0;Links;§ 308 StGB;Herbeifuhren einer;AfD;;;;;;
;;;;;Sprengstoffexplosion;;;;;;;
31.12.2019;Schwerin;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
01.10.2019;Berlin;0;Rechts;§ 185 StGB;Beleidigung;Biindnis 90/Die Grunen;;;;;;
01.10.2019;Lorrach;1;Nicht zuzuordnen;§ 185 StGB;Beleidigung;Die Linke;;;;;;
01.10.2019;Neuwied;0;Rechts;§ 241 StGB;Bedrohung;SPD;;;;;;
01.10.2019;Limbach-Oberfrohna;1;Rechts;§ 185 StGB;Beleidigung;Die Linke;;;;;;
;;;;;;;;;;;;
01.10.2019;Arnstadt;0;Nicht zuzuordnen;§ 188 StGB;Uble Nachrede und;CDU;;;;;;
;;;;;Verleumdung gegen;;;;;;;
;;;;;Personen des;;;;;;;
;;;;;politischen Lebens;;;;;;;
02.10.2019;Dollstadt;0;Rechts;§ 86a StGB;Verwenden von;Die Linke;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
02.10.2019;Romhild;0;Nicht zuzuordnen;§ 188 StGB;Uble Nachrede und;Bundnis 90/Die Grunen;CDU;;;;;
;;;;;Verleumdung gegen;;;;;;;
;;;;;Personen des;;;;;;;
;;;;;politischen Lebens;;;;;;;
03.10.2019;Berlin;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;Die Linke;;;;;;
04.10.2019;Saalfeld;0;Nicht zuzuordnen;§ 241 StGB;Bedrohung;CDU;;;;;;
04.10.2019;Grafenhain;0;Rechts;§ 86a StGB;Verwenden von;SPD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
04.10.2019;Georgenthal;0;Nicht zuzuordnen;§ 86a StGB;Verwenden von;SPD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
04.10.2019;Erfurt;0;Links;§ 130 StGB;Volksverhetzung;SPD;CDU;;;;;
;;;;;;;;;;;;
05.10.2019;Wietmarschen;0;Rechts;§ 240 StGB;Notigung;SPD;;;;;;
06.10.2019;Lahr;0;Nicht zuzuordnen;§ 223 StGB;Korperverletzung;AfD;;;;;;
06.10.2019;Erfurt;0;Rechts;§ 241 StGB;Bedrohung;Die Linke;;;;;;
07.10.2019;Dresden;0;Rechts;§ 111 StGB;Offentliche;Bundnis 90/Die Grunen;;;;;;
;;;;;Aufforderung zu;;;;;;;
;;;;;Straftaten;;;;;;;
07.10.2019;Klipphausen;1;Links;§ 185 StGB;Beleidigung;AfD;;;;;;
07.10.2019;Ohrdruf;0;Nicht zuzuordnen;§ 188 StGB;Uble Nachrede und;Bundnis 90/Die Grunen;;;;;;
;;;;;Verleumdung gegen;CDU;;;;;;
;;;;;Personen des;;;;;;;
;;;;;politischen Lebens;;;;;;;
07.10.2019;Hildburghausen;0;Nicht zuzuordnen;§ 188 StGB;lible Nachrede und;CDU;;;;;;
;;;;;Verleumdung gegen;;;;;;;
;;;;;Personen des;;;;;;;
;;;;;politischen Lebens;;;;;;;
08.10.2019;Berlin;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;Bundnis 90/Die Griinen;;;;;;
08.10.2019;Berlin;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;Btlindnis 90/Die Griinen;;;;;;
08.10.2019;Berlin;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;Bundnis 90/Die Grunen;;;;;;
08.10.2019;Berlin;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;Bundnis 90/Die Grunen;;;;;;
08.10.2019;Berlin;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;AfD;;;;;;
08.10.2019;Berlin;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;Bundnis 90/Die Griinen;;;;;;
08.10.2019;Vohringen;1;Nicht zuzuordnen;§ 185 StGB;Beleidigung;keine Angabe;;;;;;
08.10.2019;Konigsfeld;0;Nicht zuzuordnen;§ 86a StGB;Verwenden von;Bundnis 90/Die Grtlinen;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
09.10.2019;Hameln;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
09.10.2019;Erfurt;1;Links;§ 185 StGB;Beleidigung;AfD;;;;;;
10.10.2019;Brandenburg;0;Nicht zuzuordnen;§ 86a StGB;Verwenden von;CDU;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
10.10.2019;Angermilinde;1;Rechts;§ 185 StGB;Beleidigung;Bilindnis 90/Die Grunen;;;;;;
10.10.2019;Berlin;1;Nicht zuzuordnen;§ 241 StGB;Bedrohung;Die Linke;;;;;;
11.10.2019;Lubeck;0;Links;§ 86a StGB;Verwenden von;keine Angabe;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
13.10.2019;Berlin;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;SPD;;;;;;
13.10.2019;Berlin;0;Nicht zuzuordnen;§ 186 StGB;lible Nachrede;Bundnis 90/Die GrEinen;;;;;;
13.10.2019;Berlin;0;Nicht zuzuordnen;§ 186 StGB;Uble Nachrede;Biindnis 90/Die Griinen;;;;;;
14.10.2019;Halle;0;Rechts;§ 188 StGB;01)le Nachrede and;Die Linke;;;;;;
;;;;;Verleumdung gegen;;;;;;;
;;;;;Personen des;;;;;;;
;;;;;politischen Lebens;;;;;;;
14.10.2019;Berlin;0;Rechts;§ 185 StGB;Beleidigung;SPD;;;;;;
14.10.2019;Berlin;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;Btlindnis 90/Die Grtlinen;;;;;;
14.10.2019;Liibeck;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
14.10.2019;Bleicherode;2;Nicht zuzuordnen;§ 111 StGB;Offentliche;Bundnis 90/Die Gr&len;;;;;;
;;;;;Aufforderung zu;;;;;;;
;;;;;Straftaten;;;;;;;
14.10.2019;Hildburghausen;0;Nicht zuzuordnen;§ 188 StGB;Oble Nachrede and;CDU;;;;;;
;;;;;Verleumdung gegen;;;;;;;
;;;;;Personen des;;;;;;;
;;;;;politischen Lebens;;;;;;;
15.10.2019;Berlin;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;AfD;;;;;;
16.10.2019;Schonwalde-;1;Links;KUG;KUG;AfD;;;;;;
;Glien;;;;;;;;;;;
16.10.2019;Berlin;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;FDP;;;;;;
16.10.2019;Berlin;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;Bundnis 90/Die Grthen;;;;;;
16.10.2019;Weimar;0;Links;§ 86a StGB;Verwenden von;FDP;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
16.10.2019;Dachwig;1;Links;§ 185 StGB;Beleidigung;AfD;;;;;;
17.10.2019;Berlin;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;CDU;;;;;;
17.10.2019;Berlin;0;Rechts;§ 185 StGB;Beleidigung;SPD;;;;;;
17.10.2019;Tauberbischofshe;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
im;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
18.10.2019;Berlin;1;Links;§ 240 StGB;NOtigung;AfD;;;;;;
18.10.2019;Passau;3;Links;§ 240 StGB;Notigung;AfD;;;;;;
18.10.2019;Hamburg;0;Links;§ 185 StGB;Beleidigung;AfD;;;;;;
18.10.2019;Freiberg;1;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
18.10.2019;Erfurt;0;Rechts;§ 240 StGB;N6tigung;Bundnis 90/Die GrOnen;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
18.10.2019;Weimar;0;Nicht zuzuordnen;§ 86a StGB;Verwenden von;SPD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
19.10.2019;Dortmund;1;Links;§ 223 StGB;Korperverletzung;AfD;;;;;;
19.10.2019;Bad Berka;0;Nicht zuzuordnen;§ 240 StGB;Notigung;CDU;;;;;;
20.10.2019;Landau;0;Links;§ 241 StGB;Bedrohung;AfD;;;;;;
21.10.2019;Ulm;1;Nicht zuzuordnen;§ 126 StGB;Storung des;Biindnis 90/Die Grunen;;;;;;
;;;;;offentlichen Friedens;;;;;;;
;;;;;durch Androhung von;;;;;;;
;;;;;Straftaten;;;;;;;
21.10.2019;Jena;1;Links;§ 188 StGB;Uble Nachrede and;SPD;;;;;;
;;;;;Verleumdung gegen;;;;;;;
;;;;;Personen des;;;;;;;
;;;;;politischen Lebens;;;;;;;
22.10.2019;Hetlingen;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisation en;;;;;;;
23.10.2019;Berlin;0;Rechts;§ 130 StGB;Volksverhetzung;SPD;CDU;;;;;
;;;;;;;;;;;;
23.10.2019;Kubschutz;0;Rechts;§ 86a StGB;Verwenden von;CDU;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisation en;;;;;;;
23.10.2019;Bornhagen;0;Links;§ 241 StGB;Bedrohung;AfD;;;;;;
23.10.2019;Erfurt;0;Links;§ 185 StGB;Beleidigung;AfD;;;;;;
23.10.2019;Erfurt;0;Links;§ 185 StGB;Beleidigung;AfD;;;;;;
24.10.2019;Berlin;0;Rechts;§ 185 StGB;Beleidigung;SPD;;;;;;
24.10.2019;Boblingen;1;Rechts;§ 185 StGB;Beleidigung;Biindnis 90/Die Grunen;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
24.10.2019;Arnstadt;0;Nicht zuzuordnen;§ 188 StGB;013le Nachrede and;Bundnis 90/Die GrEinen;CDU;;;;;
;;;;;Verieumdung gegen;;;;;;;
;;;;;Personen des;;;;;;;
;;;;;politischen Lebens;;;;;;;
25.10.2019;Berlin;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;Bundnis 90/Die Grunen;;;;;;
25.10.2019;Berlin;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;Bundnis 90/Die GrUnen;;;;;;
25.10.2019;Ohringen;0;Nicht zuzuordnen;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
25.10.2019;Oldenburg;0;Rechts;§ 185 StGB;Beleidigung;Bilindnis 90/Die Grunen;;;;;;
26.10.2019;Hannover;0;Nicht zuzuordnen;§ 86a StGB;Verwenden von;SPD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
26.10.2019;Leichlingen;1;Links;§ 201 StGB;Verietzung der;AfD;;;;;;
;;;;;Vertraulichkeit des;;;;;;;
;;;;;Wortes;;;;;;;
26.10.2019;Leichlingen;0;Links;§ 185 StGB;Beleidigung;AfD;;;;;;
26.10.2019;Airnersbach;0;Links;§ 315b StGB;Gefahrlicher Eingriff in;AID;;;;;;
;;;;;den Stragenverkehr;;;;;;;
26.10.2019;Speyer;0;Links;BDSG;BDSG;AfD;;;;;;
27.10.2019;Lubeck;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
27.10.2019;Sebnitz;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
28.10.2019;Neuwied;0;Rechts;§ 86a StGB;Verwenden von;SPD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
28.10.2019;Mainz;0;Rechts;§ 185 StGB;Beleidigung;SPD;;;;;;
28.10.2019;Speyer;0;Links;§ 188 StGB;Uble Nachrede und;AfD;;;;;;
;;;;;Verleumdung gegen;;;;;;;
;;;;;Personen des;;;;;;;
;;;;;politischen Lebens;;;;;;;
28.10.2019;Maxdorf;1;Nicht zuzuordnen;§ 188 StGB;Uble Nachrede und;Bundnis 90/Die Grunen;;;;;;
;;;;;Verleumdung gegen;;;;;;;
;;;;;Personen des;;;;;;;
;;;;;politischen Lebens;;;;;;;
28.10.2019;Elmshorn;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
28.10.2019;Leipzig;0;Rechts;§ 86a StGB;Verwenden von;Die Linke;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
28.10.2019;Saalfeld;1;Rechts;§ 185 StGB;Beleidigung;Bundnis 90/Die Grunen;;;;;;
28.10.2019;Heilbad;1;Links;§ 240 StGB;Notigung;AfD;;;;;;
;Heiligenstadt;;;;;;;;;;;
29.10.2019;Berlin;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;SPD;;;;;;
29.10.2019;Lahr;0;Nicht zuzuordnen;§ 267 StGB;Urkundenf5lschung;AfD;;;;;;
29.10.2019;Heilbad;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;Heiligenstadt;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
30.10.2019;Neuruppin;1;Nicht zuzuordnen;§ 240 StGB;N6tigung;Bundnis 90/Die Grunen;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
30.10.2019;Leipzig;0;Links;§ 187 StGB;Verleumdung;AfD;;;;;;
30.10.2019;Leipzig;0;Links;§ 187 StGB;Verleumdung;AfD;;;;;;
30.10.2019;Reinhaterode;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;CDU;;;;;;
31.10.2019;Rathenow;1;Rechts;§ 185 StGB;Beleidigung;Die Linke;;;;;;
31.10.2019;Wolfenbiittel;1;Links;§ 187 StGB;Verleumdung;AfD;;;;;;
31.10.2019;Lage;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
31.10.2019;Lemgo;1;Rechts;§ 241 StGB;Bedrohung;Die Linke;;;;;;
31.10.2019;Speyer;0;Nicht zuzuordnen;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
31.10.2019;Bad Kreuznach;0;Nicht zuzuordnen;§ 315b StGB;Gefahrlicher Eingriff in;Biindnis 90/Die Grunen;;;;;;
;;;;;den Stragenverkehr;;;;;;;
02.11.2019;Ludwigshafen;0;Links;§ 185 StGB;Beleidigung;AfD;;;;;;
02.11.2019;Chemnitz;0;Links;§ 188 StGB;lible Nachrede and;AfD;;;;;;
;;;;;Verleumdung gegen;;;;;;;
;;;;;Personen des;;;;;;;
;;;;;politischen Lebens;;;;;;;
03.11.2019;Lubeck;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
04.11.2019;Munster;0;Nicht zuzuordnen;§ 267 StGB;Urkundenfalschung;keine Angabe;;;;;;
04.11.2019;Dresden;0;Rechts;§ 187 StGB;Verleumdung;Sonstige Partei;;;;;;
05.11.2019;Berlin;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;Bundnis 90/Die Grunen;;;;;;
05.11.2019;Luneburg;0;Rechts;§ 185 StGB;Beleidigung;keine Angabe;;;;;;
05.11.2019;Bielefeld;0;Links;§ 126 StGB;Storung des;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
06.11.2019;Herzberg;1;Rechts;§ 188 StGB;Uble Nachrede und;CDU;;;;;;
;;;;;Verleumdung gegen;;;;;;;
;;;;;Personen des;;;;;;;
;;;;;politischen Lebens;;;;;;;
07.11.2019;Springe;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
08.11.2019;Remshalden;1;Links;§ 241 StGB;Bedrohung;AfD;;;;;;
09.11.2019;Leipzig;0;Rechts;§ 241 StGB;Bedrohung;SPD;;;;;;
10.11.2019;Kirchberg;0;Links;§ 188 StGB;Uble Nachrede und;AfD;;;;;;
;;;;;Verleumdung gegen;;;;;;;
;;;;;Personen des;;;;;;;
;;;;;politischen Lebens;;;;;;;
10.11.2019;Korb;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
11.11.2019;Ohringen;0;Nicht zuzuordnen;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisation en;;;;;;;
11.11.2019;Geislingen;1;Rechts;§ 185 StGB;Beleidigung;Bundnis 90/Die Grunen;;;;;;
11.11.2019;Chemnitz;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;Bundnis 90/Die GI-GI-len;;;;;;
11.11.2019;Arnstadt;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisation en;;;;;;;
12.11.2019;Berlin;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;SPD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
12.11.2019;Vechta;0;Nicht zuzuordnen;§ 86a StGB;Verwenden von;SPD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
12.11.2019;Wilhelmshaven;2;Links;§ 111 StGB;Offentliche;AfD;;;;;;
;;;;;Aufforderung zu;;;;;;;
;;;;;Straftaten;;;;;;;
12.11.2019;Bochum;1;Links;§ 223 StGB;Korperverletzung;Sonstige Partei;;;;;;
12.11.2019;Maring-Noviand;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
12.11.2019;Dobeln;1;Rechts;§ 188 StGB;Lible Nachrede and;CDU;;;;;;
;;;;;Verleumdung gegen;;;;;;;
;;;;;Personen des;;;;;;;
;;;;;politischen Lebens;;;;;;;
14.11.2019;Osnabruck;0;Rechts;§ 86a StGB;Verwenden von;SPD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
15.11.2019;Berlin;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;Bilindnis 90/Die Grunen;;;;;;
