day;place;suspects;background;law;crime;party_1;party_2;party_3;party_4;party_5;;
09.05.2019;Leipzig;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
09.05.2019;Leipzig;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
09.05.2019;Leipzig;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
09.05.2019;Dresden;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
09.05.2019;Leipzig;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
09.05.2019;Leipzig;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
09.05.2019;Meiningen;0;Rechts;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
09.05.2019;Gotha;1;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
09.05.2019;Berga;2;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
10.05.2019;Wittenberg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
;;;;;;;;;;;;
10.05.2019;Wittenberg;0;Links;§ 243 StGB;Besonders schwerer Fall;Sonstige Partei;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
;;;;;des Diebstahls;;;;;;;
10.05.2019;Halle;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
10.05.2019;Wandlitz;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
10.05.2019;Altlandsberg;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
10.05.2019;Falkensee;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
10.05.2019;Nauen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
10.05.2019;Potsdam;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;FDP;;;;;;
10.05.2019;Berlin;0;Rechts;§ 86a StGB;Verwenden von;SPD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
10.05.2019;Offenau;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
10.05.2019;Pforzheim;1;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;Sonstige Partei;;;;;
;;;;;;;;;;;;
10.05.2019;Tübingen;1;Nicht zuzuordnen;§ 185 StGB;Beleidigung;Die Linke;;;;;;
10.05.2019;Memmingen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
10.05.2019;Nürnberg;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;SPD;;;;;;
10.05.2019;Neukirchen;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
10.05.2019;Hamburg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
10.05.2019;Hamburg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;keine Angabe;;;;;;
10.05.2019;Greifswald;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
10.05.2019;Peine;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
10.05.2019;Duderstadt;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
10.05.2019;Bad Zwischenahn;0;Links;§ 248a StGB;Diebstahl und;AfD;;;;;;
;Zwischenahn;;;;Unterschlagung;;;;;;;
;;;;;geringwertiger Sachen;;;;;;;
10.05.2019;Rastede;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
10.05.2019;Aachen;1;Rechts;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
10.05.2019;Aachen;1;Nicht zuzuordnen;§ 223 StGB;Körperverletzung;Bündnis 90/Die Grünen;;;;;;
10.05.2019;Hamm;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
10.05.2019;Hattingen;0;Rechts;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
10.05.2019;Köln;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
10.05.2019;Wermelskirch;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
;en;;;;;;;;;;;
10.05.2019;Bottrop;0;Rechts;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
10.05.2019;Dernbach;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
10.05.2019;Kirchen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
10.05.2019;Halstenbek;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
10.05.2019;Halstenbek;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
10.05.2019;Halstenbek;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
10.05.2019;Leipzig;0;Rechts;§ 303 StGB;Sachbeschädigung;CDU;SPD;Bündnis 90/Die Grünen;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
10.05.2019;Weißwasser;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
10.05.2019;Leipzig;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
10.05.2019;Neumark;1;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke;;;;;;
10.05.2019;Dresden;1;Links;§ 303 StGB;Sachbeschädigung;AfD;Sonstige Partei;;;;;
;;;;;;;;;;;;
10.05.2019;Delitzsch;0;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke;;;;;;
10.05.2019;Dresden;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
10.05.2019;Dresden;2;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;Sonstige Partei;;;;;
;;;;;;;;;;;;
10.05.2019;Remse;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
10.05.2019;Radebeul;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
10.05.2019;Schwarzenber;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
;g;;;;;;;;;;;
10.05.2019;Radebeul;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
10.05.2019;Leipzig;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
10.05.2019;Leipzig;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
10.05.2019;Bad Lausick;0;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke;;;;;;
10.05.2019;Rudolstadt;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke;;;;;;
10.05.2019;Schleiz;0;Rechts;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
10.05.2019;Weimar;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
10.05.2019;Ilmenau;3;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
;;;;;;CDU;;;;;;
10.05.2019;Saalburg-Ebersdorf;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
;;;;;;;;;;;;
11.05.2019;Bernburg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
11.05.2019;Merseburg;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;AfD;;;;;;
11.05.2019;Brieselang;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
11.05.2019;Berkenbrück;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;ohne Angabe;;;;;;
11.05.2019;Bernau;2;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
11.05.2019;Wandlitz;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
11.05.2019;Schwedt;3;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
11.05.2019;Ludwigsfelde;0;Rechts;§ 86a StGB;Verwenden von;Sonstige Partei;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
11.05.2019;Blankenfelde-Mahlow;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
;;;;;;;;;;;;
11.05.2019;Woltersdorf;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
11.05.2019;Rehfelde;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
11.05.2019;Tauche;1;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
11.05.2019;Woltersdorf;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;FDP;;;;;;
11.05.2019;Berlin;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
11.05.2019;Wertheim;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;AfD;;;;;;
11.05.2019;Nürnberg;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
11.05.2019;Seubersdorf;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CSU;;;;;;
11.05.2019;Nürnberg;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
11.05.2019;Wolnzach;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
11.05.2019;Helmbrechts;0;Links;§ 303 StGB;Sachbeschädigung;CSU;;;;;;
11.05.2019;Helmbrechts;0;Links;§ 303 StGB;Sachbeschädigung;CSU;;;;;;
11.05.2019;Haunetal;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;SPD;;;;;;
11.05.2019;Hamburg;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
11.05.2019;Güstrow;2;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
11.05.2019;Ostseebad Nienhagen;0;Links;§ 303 StGB;Sachbeschädigung;keine Angabe;;;;;;
;;;;;;;;;;;;
11.05.2019;Lübstorf;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
11.05.2019;Schwerin;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke;Bündnis 90/Die Grünen;;;;;
;;;;;;;;;;;;
11.05.2019;Delmenhorst;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;keine Angabe;;;;;;
11.05.2019;Holzminden;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
11.05.2019;Aurich;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
11.05.2019;Lüneburg;1;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
11.05.2019;Burgwedel;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
11.05.2019;Werlte;0;Links;§ 248a StGB;Diebstahl und;AfD;;;;;;
;;;;;Unterschlagung;;;;;;;
;;;;;geringwertiger Sachen;;;;;;;
11.05.2019;Stade;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;keine Angabe;;;;;;
11.05.2019;Uelzen;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
11.05.2019;Vrees;0;Links;§ 248a StGB;Diebstahl und;AfD;;;;;;
;;;;;Unterschlagung;;;;;;;
;;;;;geringwertiger Sachen;;;;;;;
11.05.2019;Hannover;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
11.05.2019;Baesweiler;0;Rechts;§ 86a StGB;Verwenden von;SPD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
11.05.2019;Leichlingen;0;Rechts;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
11.05.2019;Leverkusen;2;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
11.05.2019;Dülmen;1;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
11.05.2019;Ludwigshafen;2;Nicht zuzuordnen;§ 315b StGB;Gefährlicher Eingriff in;AfD;FDP;SPD;Sonstige Partei;;;
;;;;;den Straßenverkehr;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
11.05.2019;Haßloch;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
11.05.2019;Ludwigshafen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
11.05.2019;Mainz;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
11.05.2019;Koblenz;2;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
11.05.2019;Freital;0;Links;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
11.05.2019;Chemnitz;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;FDP;;;;;;
11.05.2019;Dresden;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
11.05.2019;Flöha;0;Rechts;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
11.05.2019;Chemnitz;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
11.05.2019;Weißkeißel;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;Bündnis 90/Die Grünen;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
11.05.2019;Werdau;0;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke;;;;;;
11.05.2019;Radebeul;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
11.05.2019;Radebeul;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
11.05.2019;Trebsen;0;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke;;;;;;
11.05.2019;Tiefenort;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke;SPD;;;;;
;;;;;;;;;;;;
11.05.2019;Meuselwitz;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
11.05.2019;Kahla;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke;CDU;;;;;
;;;;;;;;;;;;
11.05.2019;Kahla;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke;;;;;;
11.05.2019;Eisenach;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
11.05.2019;Burgk;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
12.05.2019;Wittenberg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
;;;;;;;;;;;;
12.05.2019;Wittenberg;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
;Wittenberg;;;;;;;;;;;
12.05.2019;Wittenberg;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
;Wittenberg;;;;;;;;;;;
12.05.2019;Stendal;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
12.05.2019;Quellendorf;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
12.05.2019;Hennigsdorf;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;FDP;;;;;;
12.05.2019;Schipkau;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
12.05.2019;Neuruppin;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
12.05.2019;Diensdorf-Radlow;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
;;;;;;;;;;;;
12.05.2019;Rangsdorf;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
12.05.2019;Stahnsdorf;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
12.05.2019;Stahnsdorf;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
12.05.2019;Glienicke;0;Rechts;§ 86a StGB;Verwenden von;CDU;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
12.05.2019;Hennigsdorf;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
12.05.2019;Hennigsdorf;0;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke;;;;;;
12.05.2019;Berlin;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
12.05.2019;Wertheim;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;AfD;;;;;;
12.05.2019;Wertheim;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
12.05.2019;Mosbach;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;AfD;;;;;;
12.05.2019;Karlsruhe;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
12.05.2019;Heilbronn;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
12.05.2019;Illerkirchberg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
12.05.2019;Leingarten;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
12.05.2019;Mosbach;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;keine Angabe;;;;;;
12.05.2019;Laichingen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
12.05.2019;Göppingen;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;SPD;;;;;;
12.05.2019;Göppingen;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;SPD;;;;;;
12.05.2019;Göppingen;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;SPD;;;;;;
12.05.2019;Göppingen;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;SPD;;;;;;
12.05.2019;Göppingen;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;SPD;;;;;;
12.05.2019;Göppingen;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;SPD;;;;;;
12.05.2019;Bad Säckingen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
12.05.2019;Göppingen;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
12.05.2019;Göppingen;0;Links;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
12.05.2019;Göppingen;0;Links;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
12.05.2019;Bad Säckingen;1;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
12.05.2019;Adelsheim;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
12.05.2019;Ludwigsburg;2;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
12.05.2019;Donauesching;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;AfD;;;;;;
;en;;;;;;;;;;;
12.05.2019;Mering;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CSU;;;;;;
12.05.2019;Dinkelsbühl;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
12.05.2019;Dinkelsbühl;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
12.05.2019;Dinkelsbühl;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
12.05.2019;Dinkelsbühl;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
12.05.2019;Schwalmstadt;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
12.05.2019;Hamburg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;CDU;SPD;Bündnis 90/Die Grünen;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
12.05.2019;Hamburg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
12.05.2019;Hamburg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke;CDU;SPD;Sonstige Partei;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
12.05.2019;Hamburg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;CDU;FDP;Sonstige Partei;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
12.05.2019;Hamburg;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Sonstige Partei;;;;;;
12.05.2019;Hamburg;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Sonstige Partei;;;;;;
12.05.2019;Hamburg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
12.05.2019;Hamburg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
12.05.2019;Schwerin;0;Rechts;§ 86a StGB;Verwenden von;Sonstige Partei;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
12.05.2019;Lübz;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
12.05.2019;Güstrow;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke;SPD;;;;;
;;;;;;;;;;;;
12.05.2019;Dranske;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
12.05.2019;Herren Steinfeld;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
;;;;;;;;;;;;
12.05.2019;Burgdorf;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
12.05.2019;Rhauderfehn;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
12.05.2019;Ahlerstedt;4;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
12.05.2019;Jork;0;Nicht zuzuordnen;§ 248a StGB;Diebstahl und;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
;;;;;Unterschlagung;;;;;;;
;;;;;geringwertiger Sachen;;;;;;;
12.05.2019;Löningen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
12.05.2019;Friedeburg;0;Rechts;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
12.05.2019;Wietzendorf;0;Links;§ 248a StGB;Diebstahl und;AfD;;;;;;
;;;;;Unterschlagung;;;;;;;
;;;;;geringwertiger Sachen;;;;;;;
12.05.2019;Hameln;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
12.05.2019;Walkenried;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
12.05.2019;Bad Salzuflen;0;Links;§ 304 StGB;Gemeinschädliche;AfD;;;;;;
;;;;;Sachbeschädigung;;;;;;;
12.05.2019;Bochum;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
12.05.2019;Geseke;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
12.05.2019;Fröndenberg;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
12.05.2019;Wilnsdorf;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
12.05.2019;Overath;1;Links;§ 185 StGB;Beleidigung;AfD;;;;;;
12.05.2019;Bergisch Gladbach;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;keine Angabe;;;;;;
;;;;;;;;;;;;
12.05.2019;Gronau;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
12.05.2019;Senden;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
12.05.2019;Wittlich;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;FDP;;;;;;
;;;;;;SPD;;;;;;
12.05.2019;Idenheim;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;AfD;;;;;;
12.05.2019;Salmtal;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
12.05.2019;Kirchheimbolanden;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;FDP;SPD;;;;
;nden;;;;;;;;;;;
;;;;;;;;;;;;
12.05.2019;Wiltingen;4;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke;Sonstige Partei;Bündnis 90/Die Grünen;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
12.05.2019;Bickenbach;1;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
12.05.2019;Herschbach;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;CDU;;;;;;
12.05.2019;Birtlingen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
12.05.2019;Kiel;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
12.05.2019;Neumünster;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
12.05.2019;Uetersen;1;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
