,size,pop,pop_male,pop_female,density,plz,longitude,latitude,travel_sig,degree_of_urban
10229,"68,28",5161.0,2566.0,2595.0,76.0,92358.0,"11,625202","49,164396",Bayerischer Jura,gering besiedelt
10231,"175,66",5352.0,2731.0,2621.0,30.0,92355.0,"11,670239","49,231086",Bayerischer Jura,gering besiedelt
10233,"27,12",2594.0,1297.0,1297.0,96.0,92361.0,"11,396328","49,251932",Bayerischer Jura,gering besiedelt
10234,"47,65",2854.0,1493.0,1361.0,60.0,92367.0,"11,503348","49,321299",Bayerischer Jura,gering besiedelt
10235,"28,51",3735.0,2308.0,1427.0,131.0,92369.0,"11,465093","49,230334",Bayerischer Jura,gering besiedelt
10238,"22,06",4795.0,2343.0,2452.0,217.0,92665.0,"12,159855","49,723289",Oberpfälzer Wald,mittlere Besiedlungsdichte
10240,"55,22",2686.0,1361.0,1325.0,49.0,92693.0,"12,520525","49,582547",Oberpfälzer Wald,gering besiedelt
10242,"54,39",3408.0,1719.0,1689.0,63.0,92685.0,"12,27584","49,723961",Oberpfälzer Wald,gering besiedelt
10244,"23,27",1485.0,737.0,748.0,64.0,92696.0,"12,347341","49,731773",Oberpfälzer Wald,gering besiedelt
10246,"216,21",6383.0,3134.0,3249.0,30.0,92655.0,"11,90618","49,720869",Oberpfälzer Wald,gering besiedelt
10248,"38,66",3397.0,1737.0,1660.0,88.0,92706.0,"12,128518","49,59833",Oberpfälzer Wald,gering besiedelt
10250,"16,81",2730.0,1352.0,1378.0,162.0,92708.0,"12,041935","49,65275",Oberpfälzer Wald,gering besiedelt
10252,"64,3",2354.0,1171.0,1183.0,37.0,92709.0,"12,409099","49,591116",Oberpfälzer Wald,gering besiedelt
10254,"9,93",5685.0,2801.0,2884.0,573.0,92660.0,"12,175697","49,732495",Oberpfälzer Wald,mittlere Besiedlungsdichte
10256,"74,91",7407.0,3625.0,3782.0,99.0,92648.0,"12,341779","49,623078",Oberpfälzer Wald,gering besiedelt
10258,"37,32",2180.0,1115.0,1065.0,58.0,92726.0,"12,494017","49,641236",Oberpfälzer Wald,gering besiedelt
10260,"30,94",1916.0,997.0,919.0,62.0,92727.0,"12,331243","49,672702",Oberpfälzer Wald,gering besiedelt
10262,"36,37",4975.0,2491.0,2484.0,137.0,92670.0,"12,155614","49,803405",Oberpfälzer Wald,gering besiedelt
10264,"39,32",858.0,442.0,416.0,22.0,92665.0,"12,092204","49,775975",Oberpfälzer Wald,gering besiedelt
10265,"30,84",2318.0,1184.0,1134.0,75.0,92711.0,"12,069512","49,733133",Oberpfälzer Wald,gering besiedelt
10266,"25,21",1640.0,837.0,803.0,65.0,92660.0,"12,234854","49,75459",Oberpfälzer Wald,gering besiedelt
10267,"10,91",1510.0,757.0,753.0,138.0,92721.0,"12,206976","49,734054",Oberpfälzer Wald,mittlere Besiedlungsdichte
10268,"21,39",1188.0,606.0,582.0,56.0,92637.0,"12,226711","49,691676",Oberpfälzer Wald,gering besiedelt
10270,"26,68",1302.0,645.0,657.0,49.0,92724.0,"11,896308","49,800355",Oberpfälzer Wald,gering besiedelt
10271,"66,34",4271.0,2116.0,2155.0,64.0,92690.0,"11,935175","49,769201",Oberpfälzer Wald,gering besiedelt
10272,"11,91",1152.0,548.0,604.0,97.0,92720.0,"11,994221","49,724663",Oberpfälzer Wald,gering besiedelt
10274,"13,58",1555.0,785.0,770.0,115.0,92694.0,"12,095984","49,631908",Oberpfälzer Wald,gering besiedelt
10275,"33,52",1199.0,613.0,586.0,36.0,92702.0,"12,01953","49,59155",Oberpfälzer Wald,gering besiedelt
10276,"39,95",3831.0,1905.0,1926.0,96.0,92729.0,"12,05919","49,632366",Oberpfälzer Wald,gering besiedelt
10278,"67,42",3231.0,1635.0,1596.0,48.0,91281.0,"11,724506","49,749394",Oberpfälzer Wald,gering besiedelt
10279,"20,33",862.0,445.0,417.0,42.0,95519.0,"11,735868","49,801953",Oberpfälzer Wald,gering besiedelt
10280,"13,54",998.0,504.0,494.0,74.0,95519.0,"11,742902","49,821393",Oberpfälzer Wald,gering besiedelt
10282,"35,13",4189.0,2024.0,2165.0,119.0,92676.0,"11,834496","49,753093",Oberpfälzer Wald,gering besiedelt
10283,"20,3",1113.0,540.0,573.0,55.0,95514.0,"11,834476","49,826258",Oberpfälzer Wald,gering besiedelt
10284,"23,77",1101.0,548.0,553.0,46.0,92676.0,"11,821979","49,787991",Oberpfälzer Wald,gering besiedelt
10286,"5,27",1519.0,751.0,768.0,288.0,92699.0,"12,224495","49,622724",Oberpfälzer Wald,gering besiedelt
10287,"26,17",1878.0,939.0,939.0,72.0,92712.0,"12,163544","49,634921",Oberpfälzer Wald,gering besiedelt
10288,"4,97",1980.0,946.0,1034.0,398.0,92718.0,"12,169349","49,654345",Oberpfälzer Wald,mittlere Besiedlungsdichte
10289,"4,79",1089.0,535.0,554.0,227.0,92699.0,"12,211688","49,64646",Oberpfälzer Wald,gering besiedelt
10291,"32,36",1127.0,579.0,548.0,35.0,92705.0,"12,256878","49,597435",Oberpfälzer Wald,gering besiedelt
10292,"46,56",1483.0,761.0,722.0,32.0,92723.0,"12,325484","49,530302",Oberpfälzer Wald,gering besiedelt
10294,"36,81",1318.0,674.0,644.0,36.0,92697.0,"12,420471","49,702543",Oberpfälzer Wald,gering besiedelt
10295,"42,4",2337.0,1159.0,1178.0,55.0,92714.0,"12,409987","49,645547",Oberpfälzer Wald,gering besiedelt
10297,"5,88",0.0,0.0,0.0,0.0,,"11,647793","49,787855",Oberpfälzer Wald,gering besiedelt
10299,"30,78",0.0,0.0,0.0,0.0,,"12,029697","49,685163",Oberpfälzer Wald,gering besiedelt
10301,"11,16",0.0,0.0,0.0,0.0,,"11,755476","49,827471",Oberpfälzer Wald,gering besiedelt
10304,"30,52",5429.0,2753.0,2676.0,178.0,93092.0,"12,197586","49,003328",Bayerisches Golf- und Thermenland,mittlere Besiedlungsdichte
10306,"72,51",5560.0,2767.0,2793.0,77.0,93176.0,"11,809964","49,095306",Bayerischer Jura,gering besiedelt
10308,"71,8",5419.0,2681.0,2738.0,75.0,93170.0,"12,248395","49,09054",Bayerischer Wald,gering besiedelt
10310,"20,73",1978.0,1039.0,939.0,95.0,93095.0,"12,217849","48,895967",Bayerisches Golf- und Thermenland,gering besiedelt
10312,"122,34",9326.0,4811.0,4515.0,76.0,93155.0,"11,781339","49,053299",Bayerischer Jura,gering besiedelt
10314,"5,29",2727.0,1387.0,1340.0,516.0,93096.0,"12,195341","48,938213",Bayerisches Golf- und Thermenland,mittlere Besiedlungsdichte
10316,"34,5",13338.0,6521.0,6817.0,387.0,93138.0,"12,088794","49,050523",Bayerischer Jura,dicht besiedelt
10318,"53,88",4867.0,2452.0,2415.0,90.0,93098.0,"12,239643","48,95518",Bayerisches Golf- und Thermenland,gering besiedelt
10320,"9,75",13997.0,6942.0,7055.0,1436.0,93073.0,"12,200936","48,990294",Bayerisches Golf- und Thermenland,mittlere Besiedlungsdichte
10322,"33,45",9301.0,4604.0,4697.0,278.0,93152.0,"11,961222","49,024405",Bayerischer Jura,mittlere Besiedlungsdichte
10324,"24,85",8442.0,4283.0,4159.0,340.0,93083.0,"12,165778","48,966317",Bayerisches Golf- und Thermenland,mittlere Besiedlungsdichte
10326,"32,47",6142.0,3112.0,3030.0,189.0,93080.0,"12,05804","48,981475",Bayerischer Jura,mittlere Besiedlungsdichte
10328,"24,57",3489.0,1699.0,1790.0,142.0,93186.0,"12,005548","49,059425",Bayerischer Jura,gering besiedelt
10330,"48,16",3216.0,1620.0,1596.0,67.0,93102.0,"12,384957","48,965774",Bayerisches Golf- und Thermenland,gering besiedelt
10332,"103,76",16253.0,8090.0,8163.0,157.0,93128.0,"12,12781","49,12284",Bayerischer Wald,mittlere Besiedlungsdichte
10334,"77,42",8108.0,4126.0,3982.0,105.0,84069.0,"12,139713","48,834571",Bayerisches Golf- und Thermenland,gering besiedelt
10336,"44,03",7449.0,3742.0,3707.0,169.0,93159.0,"12,035317","48,990785",Bayerischer Jura,mittlere Besiedlungsdichte
10338,"11,43",5600.0,2729.0,2871.0,490.0,93105.0,"12,172571","49,024782",Bayerischer Wald,mittlere Besiedlungsdichte
10340,"37,11",3535.0,1783.0,1752.0,95.0,93107.0,"12,155578","48,912399",Bayerisches Golf- und Thermenland,gering besiedelt
10342,"29,85",8727.0,4425.0,4302.0,292.0,93173.0,"12,200621","49,076396",Bayerischer Wald,mittlere Besiedlungsdichte
10344,"26,73",2616.0,1318.0,1298.0,98.0,93109.0,"12,379494","49,007369",Bayerischer Wald,gering besiedelt
10346,"16,12",5867.0,2914.0,2953.0,364.0,93197.0,"12,107031","49,076459",Bayerischer Wald,mittlere Besiedlungsdichte
10348,"22,88",1577.0,802.0,775.0,69.0,93183.0,"11,933257","49,108864",Bayerischer Jura,gering besiedelt
10349,"15,65",968.0,498.0,470.0,62.0,93183.0,"11,997827","49,149359",Bayerischer Jura,gering besiedelt
10350,"43,18",2799.0,1374.0,1425.0,65.0,93183.0,"11,955753","49,161341",Bayerischer Jura,gering besiedelt
10352,"16,12",1426.0,723.0,703.0,88.0,93164.0,"11,900091","49,095952",Bayerischer Jura,gering besiedelt
10353,"7,11",2001.0,993.0,1008.0,281.0,93180.0,"11,907326","49,035071",Bayerischer Jura,mittlere Besiedlungsdichte
10354,"29,66",5286.0,2643.0,2643.0,178.0,93164.0,"11,88342","49,066554",Bayerischer Jura,gering besiedelt
10356,"14,52",1620.0,794.0,826.0,112.0,93188.0,"11,957209","49,072993",Bayerischer Jura,gering besiedelt
10357,"15,34",1525.0,780.0,745.0,99.0,93195.0,"11,976646","49,107689",Bayerischer Jura,gering besiedelt
10359,"21,48",1471.0,744.0,727.0,68.0,93093.0,"12,303802","49,092609",Bayerischer Wald,gering besiedelt
10360,"14,7",1799.0,918.0,881.0,122.0,93090.0,"12,303994","49,020714",Bayerischer Wald,gering besiedelt
10361,"9,72",4190.0,2099.0,2091.0,431.0,93093.0,"12,204136","49,033581",Bayerischer Wald,mittlere Besiedlungsdichte
10363,"30,52",2037.0,1034.0,1003.0,67.0,93179.0,"12,39657","49,070349",Bayerischer Wald,gering besiedelt
10364,"52,24",4909.0,2498.0,2411.0,94.0,93086.0,"12,407619","49,000593",Bayerischer Wald,gering besiedelt
10366,"13,22",3295.0,1628.0,1667.0,249.0,93087.0,"12,203745","48,919919",Bayerisches Golf- und Thermenland,mittlere Besiedlungsdichte
10367,"15,28",1598.0,813.0,785.0,105.0,93101.0,"12,227776","48,858214",Bayerisches Golf- und Thermenland,gering besiedelt
10369,"27,31",1882.0,942.0,940.0,69.0,93089.0,"12,280959","48,872913",Bayerisches Golf- und Thermenland,gering besiedelt
10370,"36,17",1353.0,627.0,726.0,37.0,93099.0,"12,374438","48,894211",Bayerisches Golf- und Thermenland,gering besiedelt
10371,"23,92",768.0,410.0,358.0,32.0,93104.0,"12,349439","48,915578",Bayerisches Golf- und Thermenland,gering besiedelt
10372,"19,42",2180.0,1067.0,1113.0,112.0,93104.0,"12,353695","48,880208",Bayerisches Golf- und Thermenland,gering besiedelt
10374,"24,27",0.0,0.0,0.0,0.0,,"12,305905","49,053154",Bayerischer Wald,gering besiedelt
10376,"7,7",0.0,0.0,0.0,0.0,,"12,241799","49,062097",Bayerischer Wald,gering besiedelt
10379,"54,25",4341.0,2215.0,2126.0,80.0,92439.0,"12,304076","49,270013",Oberpfälzer Wald,gering besiedelt
10381,"52,46",4446.0,2242.0,2204.0,85.0,92436.0,"12,308227","49,250185",Oberpfälzer Wald,gering besiedelt
10383,"93,26",13687.0,6694.0,6993.0,147.0,93133.0,"12,041577","49,2057",Oberpfälzer Wald,mittlere Besiedlungsdichte
10385,"26,85",2364.0,1228.0,1136.0,88.0,92269.0,"12,041425","49,411206",Oberpfälzer Wald,gering besiedelt
10387,"34,69",11787.0,5913.0,5874.0,340.0,93142.0,"12,093321","49,20199",Oberpfälzer Wald,mittlere Besiedlungsdichte
10389,"110,14",8312.0,4289.0,4023.0,75.0,92431.0,"12,381852","49,348813",Oberpfälzer Wald,gering besiedelt
10391,"98,73",9027.0,4582.0,4445.0,91.0,93149.0,"12,268896","49,196567",Oberpfälzer Wald,gering besiedelt
10393,"66,06",5618.0,2845.0,2773.0,85.0,92533.0,"12,161587","49,539573",Oberpfälzer Wald,gering besiedelt
10395,"62,42",5051.0,2512.0,2539.0,81.0,92526.0,"12,418782","49,460918",Oberpfälzer Wald,gering besiedelt
10397,"41,24",2948.0,1502.0,1446.0,71.0,92546.0,"12,090854","49,421793",Oberpfälzer Wald,gering besiedelt
10399,"123,8",29130.0,14540.0,14590.0,235.0,92421.0,"12,108976","49,327638",Oberpfälzer Wald,mittlere Besiedlungsdichte
10401,"38,23",7550.0,3762.0,3788.0,197.0,93158.0,"12,08483","49,220722",Oberpfälzer Wald,mittlere Besiedlungsdichte
10403,"10,94",623.0,320.0,303.0,57.0,92723.0,"12,313455","49,499148",Oberpfälzer Wald,gering besiedelt
10404,"29,98",1242.0,647.0,595.0,41.0,92545.0,"12,377216","49,448693",Oberpfälzer Wald,gering besiedelt
10405,"30,73",1815.0,920.0,895.0,59.0,92552.0,"12,384315","49,480754",Oberpfälzer Wald,gering besiedelt
10406,"33,69",1375.0,697.0,678.0,41.0,92559.0,"12,481974","49,426094",Oberpfälzer Wald,gering besiedelt
10408,"23,17",852.0,442.0,410.0,37.0,92540.0,"12,28001","49,404846",Oberpfälzer Wald,gering besiedelt
10409,"35,07",819.0,432.0,387.0,23.0,92543.0,"12,274621","49,444811",Oberpfälzer Wald,gering besiedelt
10410,"62,38",6142.0,3049.0,3093.0,98.0,92507.0,"12,179641","49,451719",Oberpfälzer Wald,mittlere Besiedlungsdichte
10412,"27,36",1423.0,732.0,691.0,52.0,92548.0,"12,227585","49,410332",Oberpfälzer Wald,gering besiedelt
10413,"38,28",6316.0,3101.0,3215.0,165.0,92521.0,"12,13917","49,389249",Oberpfälzer Wald,mittlere Besiedlungsdichte
10414,"15,53",1647.0,834.0,813.0,106.0,92551.0,"12,137782","49,42149",Oberpfälzer Wald,gering besiedelt
10416,"51,46",5349.0,2649.0,2700.0,104.0,92536.0,"12,181982","49,494048",Oberpfälzer Wald,gering besiedelt
10417,"17,63",965.0,497.0,468.0,55.0,92555.0,"12,265111","49,52197",Oberpfälzer Wald,gering besiedelt
10419,"50,28",2404.0,1199.0,1205.0,48.0,92539.0,"12,547467","49,510012",Oberpfälzer Wald,gering besiedelt
10420,"10,55",513.0,259.0,254.0,49.0,92549.0,"12,61282","49,504875",Oberpfälzer Wald,gering besiedelt
10421,"22,43",455.0,255.0,200.0,20.0,92557.0,"12,570352","49,484396",Oberpfälzer Wald,gering besiedelt
10423,"24,14",996.0,518.0,478.0,41.0,92542.0,"12,41386","49,414098",Oberpfälzer Wald,gering besiedelt
10424,"48,26",1116.0,567.0,549.0,23.0,92445.0,"12,435738","49,290402",Oberpfälzer Wald,gering besiedelt
10425,"36,11",1407.0,727.0,680.0,39.0,92447.0,"12,343887","49,378452",Oberpfälzer Wald,gering besiedelt
10426,"27,86",951.0,500.0,451.0,34.0,92554.0,"12,467758","49,378731",Oberpfälzer Wald,gering besiedelt
10428,"20,21",1956.0,984.0,972.0,97.0,92440.0,"12,181045","49,276924",Oberpfälzer Wald,gering besiedelt
10429,"33,56",5245.0,2662.0,2583.0,156.0,92442.0,"12,178206","49,312192",Oberpfälzer Wald,mittlere Besiedlungsdichte
10431,"6,61",0.0,0.0,0.0,0.0,,"11,989685","49,307257",Oberpfälzer Wald,gering besiedelt
10434,"74,41",3105.0,1608.0,1497.0,42.0,95671.0,"12,429932","49,809434",Oberpfälzer Wald,gering besiedelt
10436,"67,56",5033.0,2490.0,2543.0,74.0,92677.0,"12,048098","49,838063",Oberpfälzer Wald,gering besiedelt
10438,"16,28",1223.0,637.0,586.0,75.0,95688.0,"12,102638","49,883436",Oberpfälzer Wald,gering besiedelt
10440,"14,83",1527.0,751.0,776.0,103.0,95689.0,"12,14595","49,921568",Oberpfälzer Wald,gering besiedelt
10442,"26,42",1858.0,944.0,914.0,70.0,95505.0,"11,869284","49,907153",Oberpfälzer Wald,gering besiedelt
10444,"23,48",1729.0,889.0,840.0,74.0,95692.0,"12,226748","50,011465",Oberpfälzer Wald,gering besiedelt
10446,"35,51",2241.0,1099.0,1142.0,63.0,95508.0,"11,899146","49,892343",Oberpfälzer Wald,gering besiedelt
10448,"72,93",1751.0,940.0,811.0,24.0,95695.0,"12,528601","49,90885",Oberpfälzer Wald,gering besiedelt
10450,"50,13",1348.0,681.0,667.0,27.0,95698.0,"12,444028","49,978772",Oberpfälzer Wald,gering besiedelt
10452,"74,21",3220.0,1617.0,1603.0,43.0,95703.0,"12,309426","49,783726",Oberpfälzer Wald,gering besiedelt
10454,"103,95",8712.0,4234.0,4478.0,84.0,95643.0,"12,33646","49,878232",Oberpfälzer Wald,mittlere Besiedlungsdichte
10456,"60,37",4261.0,2104.0,2157.0,71.0,95679.0,"12,063474","49,977751",Oberpfälzer Wald,gering besiedelt
10458,"66,53",6668.0,3292.0,3376.0,100.0,95652.0,"12,30533","50,003499",Oberpfälzer Wald,mittlere Besiedlungsdichte
10460,"51,34",1022.0,540.0,482.0,20.0,95666.0,"12,28501","49,946542",Oberpfälzer Wald,gering besiedelt
10461,"39,38",6580.0,3224.0,3356.0,167.0,95666.0,"12,239074","49,949306",Oberpfälzer Wald,mittlere Besiedlungsdichte
10462,"26,46",1354.0,657.0,697.0,51.0,95701.0,"12,168271","49,968635",Oberpfälzer Wald,gering besiedelt
10464,"24,74",1410.0,718.0,692.0,57.0,95506.0,"11,896759","49,830863",Oberpfälzer Wald,gering besiedelt
10465,"56,79",5494.0,2700.0,2794.0,97.0,95478.0,"11,887026","49,870144",Oberpfälzer Wald,gering besiedelt
10467,"10,28",1138.0,555.0,583.0,111.0,95682.0,"11,908038","49,959052",Oberpfälzer Wald,gering besiedelt
10468,"11,04",1269.0,618.0,651.0,115.0,95683.0,"11,940206","49,950372",Oberpfälzer Wald,gering besiedelt
10469,"17,83",1919.0,944.0,975.0,108.0,95700.0,"11,968385","49,935767",Oberpfälzer Wald,gering besiedelt
10470,"43,21",1663.0,883.0,780.0,38.0,95704.0,"11,996823","49,929889",Oberpfälzer Wald,gering besiedelt
10472,"17,68",1457.0,735.0,722.0,82.0,92703.0,"12,098966","49,831006",Oberpfälzer Wald,gering besiedelt
10473,"16,91",1118.0,569.0,549.0,66.0,92717.0,"12,121007","49,843805",Oberpfälzer Wald,gering besiedelt
10475,"39,26",934.0,478.0,456.0,24.0,95685.0,"12,224841","49,858584",Oberpfälzer Wald,gering besiedelt
10476,"42,71",4012.0,1984.0,2028.0,94.0,95672.0,"12,179052","49,910475",Oberpfälzer Wald,gering besiedelt
10480,"54,62",77373.0,37296.0,40077.0,1417.0,96031.0,"10,886786","49,893387",Steigerwald,dicht besiedelt
10483,"66,89",74783.0,36539.0,38244.0,1118.0,95410.0,"11,571349","49,945574",Fichtelgebirge,dicht besiedelt
10486,"48,29",41072.0,20042.0,21030.0,851.0,96450.0,"10,964232","50,258421",Coburg.Rennsteig,mittlere Besiedlungsdichte
10489,"58,02",45825.0,22095.0,23730.0,790.0,95015.0,"11,913545","50,316521",Fichtelgebirge,mittlere Besiedlungsdichte
10492,"8,7",2111.0,1049.0,1062.0,243.0,96146.0,"11,010627","49,797254",Fränkische Schweiz,mittlere Besiedlungsdichte
10494,"17,55",6111.0,3033.0,3078.0,348.0,96120.0,"10,831656","49,909767",Steigerwald,mittlere Besiedlungsdichte
10496,"16,86",4454.0,2124.0,2330.0,264.0,96149.0,"10,885557","49,971308",Obermain.Jura,mittlere Besiedlungsdichte
10498,"30,07",3642.0,1829.0,1813.0,121.0,96155.0,"11,033798","49,803616",Fränkische Schweiz,gering besiedelt
10500,44,5149.0,2567.0,2582.0,117.0,96158.0,"10,865018","49,817439",Steigerwald,gering besiedelt
10502,"3,77",3524.0,1707.0,1817.0,935.0,96163.0,"10,919428","49,936774",Fränkische Schweiz,mittlere Besiedlungsdichte
10504,"14,6",8583.0,4239.0,4344.0,588.0,96103.0,"10,875159","49,928417",Haßberge,mittlere Besiedlungsdichte
10506,"76,7",3473.0,1750.0,1723.0,45.0,91332.0,"11,170726","49,86497",Fränkische Schweiz,gering besiedelt
10508,"40,97",12380.0,6186.0,6194.0,302.0,96114.0,"10,98909","49,816976",Fränkische Schweiz,mittlere Besiedlungsdichte
10510,"8,27",2533.0,1247.0,1286.0,306.0,96164.0,"10,875861","49,953688",Obermain.Jura,mittlere Besiedlungsdichte
10512,"25,87",6143.0,3040.0,3103.0,237.0,96123.0,"11,010097","49,91123",Fränkische Schweiz,gering besiedelt
10514,"26,24",8850.0,4350.0,4500.0,337.0,96117.0,"10,95495","49,932697",Fränkische Schweiz,mittlere Besiedlungsdichte
10516,"27,05",4699.0,2322.0,2377.0,174.0,96173.0,"10,815828","49,932466",Haßberge,mittlere Besiedlungsdichte
10518,"9,88",2023.0,1021.0,1002.0,205.0,96175.0,"10,932733","49,831918",Steigerwald,gering besiedelt
10520,"35,7",3058.0,1525.0,1533.0,86.0,96178.0,"10,819064","49,767049",Steigerwald,gering besiedelt
10522,"39,58",4609.0,2351.0,2258.0,116.0,96179.0,"10,886517","50,015553",Obermain.Jura,gering besiedelt
10524,"94,87",7228.0,3668.0,3560.0,76.0,96110.0,"11,032239","49,974937",Fränkische Schweiz,gering besiedelt
10526,"23,94",7073.0,3554.0,3519.0,295.0,96135.0,"10,842775","49,863561",Steigerwald,mittlere Besiedlungsdichte
10528,"31,69",7989.0,4046.0,3943.0,252.0,96129.0,"10,968254","49,84513",Fränkische Schweiz,mittlere Besiedlungsdichte
10530,"15,82",3547.0,1759.0,1788.0,224.0,96191.0,"10,777165","49,923273",Steigerwald,mittlere Besiedlungsdichte
10532,"16,24",2614.0,1297.0,1317.0,161.0,96194.0,"10,780213","49,870901",Steigerwald,mittlere Besiedlungsdichte
10534,"30,54",5005.0,2521.0,2484.0,164.0,96199.0,"10,931609","50,017677",Obermain.Jura,mittlere Besiedlungsdichte
10536,"70,24",5925.0,3077.0,2848.0,84.0,96132.0,"10,619344","49,756792",Steigerwald,gering besiedelt
10538,"32,14",3984.0,2018.0,1966.0,124.0,96148.0,"10,850053","49,988184",Haßberge,gering besiedelt
10539,"7,78",960.0,477.0,483.0,123.0,96161.0,"10,805711","50,032443",Haßberge,gering besiedelt
10540,"12,4",1140.0,564.0,576.0,92.0,96169.0,"10,786311","49,972563",Haßberge,gering besiedelt
10541,"13,06",2017.0,1005.0,1012.0,154.0,96182.0,"10,826952","50,019644",Haßberge,gering besiedelt
10543,"42,84",1267.0,670.0,597.0,30.0,96167.0,"11,163108","49,945469",Fränkische Schweiz,gering besiedelt
10544,"41,1",1245.0,654.0,591.0,30.0,96187.0,"11,197502","50,003189",Obermain.Jura,gering besiedelt
10545,"22,24",639.0,333.0,306.0,29.0,96196.0,"11,125609","50,032694",Obermain.Jura,gering besiedelt
10547,"37,38",1306.0,673.0,633.0,35.0,96154.0,"10,595363","49,827259",Steigerwald,gering besiedelt
10548,"32,26",1888.0,1048.0,840.0,59.0,96157.0,"10,49737","49,847982",Steigerwald,gering besiedelt
10550,"87,84",6934.0,3522.0,3412.0,79.0,96138.0,"10,738231","49,826635",Steigerwald,gering besiedelt
10551,"24,7",1854.0,936.0,918.0,75.0,96185.0,"10,688374","49,858227",Steigerwald,gering besiedelt
10553,"8,36",1716.0,828.0,888.0,205.0,96170.0,"10,726884","49,885961",Steigerwald,gering besiedelt
10554,"8,36",1490.0,750.0,740.0,178.0,96170.0,"10,712163","49,906291",Steigerwald,gering besiedelt
10556,"9,02",0.0,0.0,0.0,0.0,,"10,487008","49,86607",Steigerwald,gering besiedelt
10558,"4,33",0.0,0.0,0.0,0.0,,"11,035073","49,855768",Fränkische Schweiz,gering besiedelt
10560,"10,31",0.0,0.0,0.0,0.0,,"11,060625","49,891397",Fränkische Schweiz,gering besiedelt
10562,"20,84",0.0,0.0,0.0,0.0,,"10,962625","49,893852",Fränkische Schweiz,gering besiedelt
10564,"12,91",0.0,0.0,0.0,0.0,,"10,550738","49,856409",Steigerwald,gering besiedelt
10566,"6,24",0.0,0.0,0.0,0.0,,"10,641787","49,8509",Steigerwald,gering besiedelt
10568,"4,49",0.0,0.0,0.0,0.0,,"10,835411","49,959061",Obermain.Jura,gering besiedelt
10570,"5,74",0.0,0.0,0.0,0.0,,"10,557119","49,799489",Steigerwald,gering besiedelt
10572,"8,51",0.0,0.0,0.0,0.0,,"10,52371","49,827576",Steigerwald,gering besiedelt
10574,"5,78",0.0,0.0,0.0,0.0,,"10,918342","49,95207",Obermain.Jura,gering besiedelt
10577,"43,47",2192.0,1138.0,1054.0,50.0,95491.0,"11,401762","49,833646",Fränkische Schweiz,gering besiedelt
10579,"38,26",4336.0,2160.0,2176.0,113.0,95460.0,"11,667129","50,043667",Fichtelgebirge,gering besiedelt
10581,"37,6",7355.0,3591.0,3764.0,196.0,95463.0,"11,611595","49,980901",Fichtelgebirge,mittlere Besiedlungsdichte
10583,"8,39",1815.0,905.0,910.0,216.0,95493.0,"11,798834","50,051153",Fichtelgebirge,gering besiedelt
10585,"36,17",5092.0,2433.0,2659.0,141.0,95488.0,"11,499212","49,932642",Fränkische Schweiz,mittlere Besiedlungsdichte
10587,"5,16",1793.0,877.0,916.0,347.0,95686.0,"11,851053","49,999449",Fichtelgebirge,gering besiedelt
10589,"50,32",4295.0,2073.0,2222.0,85.0,95480.0,"11,738614","50,094943",Fichtelgebirge,gering besiedelt
10591,"30,68",3469.0,1700.0,1769.0,113.0,95497.0,"11,686917","50,010871",Fichtelgebirge,gering besiedelt
10593,"14,67",3783.0,1861.0,1922.0,258.0,95500.0,"11,53198","49,967748",Fichtelgebirge,mittlere Besiedlungsdichte
10595,"13,23",1321.0,672.0,649.0,100.0,95694.0,"11,854737","49,976004",Fichtelgebirge,gering besiedelt
10597,"99,98",13263.0,6522.0,6741.0,133.0,91257.0,"11,544194","49,756304",Fränkische Schweiz,mittlere Besiedlungsdichte
10599,"73,3",5171.0,2613.0,2558.0,71.0,91278.0,"11,408159","49,770946",Fränkische Schweiz,gering besiedelt
10601,"52,91",5823.0,2899.0,2924.0,110.0,95469.0,"11,784103","49,87649",Fichtelgebirge,gering besiedelt
10603,"57,93",3066.0,1587.0,1479.0,53.0,91344.0,"11,344906","49,845149",Fränkische Schweiz,gering besiedelt
10605,"32,61",2187.0,1079.0,1108.0,67.0,95485.0,"11,778075","49,992474",Fichtelgebirge,gering besiedelt
10607,"29,4",1291.0,659.0,632.0,44.0,91347.0,"11,228675","49,8843",Fränkische Schweiz,gering besiedelt
10608,"80,66",5050.0,2500.0,2550.0,63.0,96142.0,"11,290753","49,937051",Fränkische Schweiz,gering besiedelt
10609,14,860.0,435.0,425.0,61.0,95515.0,"11,334739","49,885785",Fränkische Schweiz,gering besiedelt
10611,"3,53",1394.0,694.0,700.0,395.0,95496.0,"11,448864","49,890901",Fränkische Schweiz,gering besiedelt
10612,"42,51",3848.0,1923.0,1925.0,91.0,95490.0,"11,465838","49,911983",Fränkische Schweiz,gering besiedelt
10614,"10,43",1259.0,623.0,636.0,121.0,95494.0,"11,537687","49,899555",Fränkische Schweiz,gering besiedelt
10615,"21,9",2337.0,1131.0,1206.0,107.0,95503.0,"11,504726","49,896162",Fränkische Schweiz,mittlere Besiedlungsdichte
10616,"6,12",1571.0,760.0,811.0,257.0,95511.0,"11,519417","49,914144",Fränkische Schweiz,mittlere Besiedlungsdichte
10618,"22,33",1049.0,511.0,538.0,47.0,95517.0,"11,646078","49,892082",Fichtelgebirge,gering besiedelt
